Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Brian Mckissick,1.0,Excellent Service,US,3,2022-08-15T06:04:36Z,Marine Parts Source
Kris Morgan,1.0,"Ordered a Exhaust Manifolds

Ordered a Exhaust Manifolds, elbows and exhaust hose.
They did everything except install it. It arrived in a timely manner.
Could not be happier.
Thanks
Kris",US,1,2022-08-14T22:58:06Z,Marine Parts Source
Terry Jordan,1.0,"Volvo Penta risers

Just put the risers on today. They fit perfect easy install. Just had to sand the paint off the bottom of the riser. To mount it to the exhaust manifold. Other than that product is great.",US,1,2022-08-14T21:37:41Z,Marine Parts Source
Michael,1.0,"Good job

Good job, Bob",US,2,2022-08-14T17:55:07Z,Marine Parts Source
customer,1.0,Keep up the good work,US,2,2022-08-13T18:38:04Z,Marine Parts Source
Harry Coorens,1.0,"Earlier arrival than expected

Earlier arrival than expected, good quality no hassle!",US,1,2022-08-13T18:18:31Z,Marine Parts Source
Albert Sgambato,1.0,"Professional Service

Great service, part always in stock and good communication and updates from purchase to shipping.
With recent other marine on line stores purchase where communication and updates were non existent Marine Parts Source is my new go to!",US,1,2022-08-13T17:14:17Z,Marine Parts Source
James Lein,1.0,Good pricing very fast delivery 🤘🏻,US,1,2022-08-13T01:18:14Z,Marine Parts Source
Matthew Applewhite,1.0,"Ordered a sierra starter

Ordered a sierra starter, for an oem replacement. Fit perfectly, shipped fast, and made the process easy.",US,2,2022-08-12T20:41:41Z,Marine Parts Source
Tom Kennedy,1.0,"While I haven't received my part yet

While I haven't received my part yet, it was shipped the same day it was ordered. I also appreciated the technical support I received regarding my issue.",US,1,2022-08-12T20:14:23Z,Marine Parts Source
Dan Maresh,1.0,"Selecting the correct part.

Quite helpfull in helping me determine the correct paint color. Even allowed me to change the order 45 minutes after I placed it and it still got to me correctly in three days.",US,1,2022-08-12T19:49:43Z,Marine Parts Source
fabian card,1.0,"Fast process

Fast proccess and delivery on time",US,1,2022-08-12T16:56:59Z,Marine Parts Source
Gary DuChateau,1.0,"Customer service was very helpful &…

Customer service was very helpful & delivery of my prop was prompt.
Very satisfied customer!",US,1,2022-08-12T05:41:24Z,Marine Parts Source
Terry Wenetschlaeger,1.0,"Awesome

Awesome service",US,1,2022-08-12T05:19:31Z,Marine Parts Source
customer,1.0,"I Saved Money

I needed a replacement pump for my Raritan Elegance fresh water toilet.Marine Parts was $75 cheaper than manufacturer and free shipping.The Sales associate was very helpful and patient.",IE,2,2022-08-12T05:14:47Z,Marine Parts Source
Jay,1.0,"Got exactly what I needed surprisingly…

Got exactly what I needed surprisingly fast in the Miami area!",US,1,2022-08-12T04:54:30Z,Marine Parts Source
Yen Chen,1.0,"Quick replies

Quick replies. Awesome service, secure and trustworthy !",BR,1,2022-08-12T00:54:34Z,Marine Parts Source
William Bridges,1.0,"Great customer service

Great inventory and customer service",US,1,2022-08-12T00:53:11Z,Marine Parts Source
ZIONA HAYON,1.0,Excellent customer service!!,US,1,2022-08-11T22:47:06Z,Marine Parts Source
Denis Tomkiewicz,1.0,Easy to order online and fast shipping,US,1,2022-08-11T16:36:38Z,Marine Parts Source
Keith Shirey,0.8,"Website was fairly simple to navigate

Website was fairly simple to navigate. The prop I ordered arrived on time, intact and just as described.",US,1,2022-08-11T09:10:10Z,Marine Parts Source
Sylane Whitfield,1.0,"Ordered one evening and received it at…

Ordered one evening and received it at 5:11 the next afternoon with free shipping. I ordered a Rack and Pinion steering system for my 1977 Star- Craft Boat. It works great. thanks Sylane",GB,2,2022-08-11T06:15:46Z,Marine Parts Source
Gregory Z,1.0,Fast and accurate service.,US,2,2022-08-11T00:51:28Z,Marine Parts Source
Arnold Parrish,1.0,"Recently installed the Easy Start 364…

Recently installed the Easy Start 364 soft start on my 15,000 btu coleman mach 15 rv air conditioner. The installation was extremely easy almost plug and play. Instal took about 1 hour. After running the 5 start and stop training of soft start we hooked up our honda 2200i generator and it ran the ac on high cool at about half power on generator without any issues. This is one of the best upgrades I've done to rv.",US,1,2022-08-10T21:04:48Z,Marine Parts Source
Thomas Johns,1.0,Excellent service and quick delivery.,US,1,2022-08-10T20:14:34Z,Marine Parts Source
Cornelis Groen,1.0,"Received my part quickly and in good…

Received my part quickly and in good shape.",US,2,2022-08-10T19:34:51Z,Marine Parts Source
B LENZ,1.0,"Arrived fast and well packed

Arrived fast and well packed. Thanks",US,2,2022-08-10T18:43:06Z,Marine Parts Source
Brian Kincaid,1.0,"Prompt service

I'm very satisfied with the service and parts I received! Thank you!",US,2,2022-08-10T18:23:33Z,Marine Parts Source
Greg W,0.8,"Great service

Great service. Had my A/C pump in one day!",US,1,2022-08-10T02:24:42Z,Marine Parts Source
Stephan Stotts,1.0,"Volvo penta parts

I was in need of parts for my volvo penta. First site I found was marine parts source, and luckily everything I needed was in stock and shown in real time where it was located! Luckily I'm in central Florida and all my parts were in Florida I really love you can see the locations and if they have them in stock! Got parts in less than 24 hrs! I will be utilizing them as my parts source from here on out!",US,3,2022-08-09T07:20:34Z,Marine Parts Source
Robert Adair,0.8,"Great prices but expensive shipping…

Great prices but expensive shipping options. $16 is the cheapest shipping option which takes a while so unless you have over $100 to spend it is not really cost effective. Otherwise pretty good.",AE,2,2022-08-09T03:01:13Z,Marine Parts Source
Jody Schneisser,1.0,Everything went perfect,US,1,2022-08-09T02:27:51Z,Marine Parts Source
Herbert Wates,1.0,Great products and quick shipping.,US,1,2022-08-09T02:09:03Z,Marine Parts Source
Matt Gumont,1.0,Great product shipped to me fast,US,1,2022-08-09T00:00:33Z,Marine Parts Source
Beneteau Owner,1.0,"Fast Ship

Fast Ship, competitive pricing",US,1,2022-08-08T23:56:04Z,Marine Parts Source
Ct boater,0.6,"Inaccurate measurement

Good: part arrived early.

Disappointing: I had called and talked to a person to see what 1"" meant where hose would attach. Was told that was an inside measurement. Not. Ended up using half of new water pump and half of old water pump so that hoses would still fit.",US,1,2022-08-08T19:58:21Z,Marine Parts Source
Randall Linder,1.0,"They had what I needed and I received…

They had what I needed and I received it quickly.",US,1,2022-08-08T17:37:49Z,Marine Parts Source
jeffrey w,1.0,"Fast shipping of spare parts for Volvo…

Fast shipping of spare parts for Volvo Penta motor to Canada. Arrived on time, and competitively priced. good experience.",CA,1,2022-08-08T14:46:05Z,Marine Parts Source
Brian Klawitter,1.0,"Just ordered 2 water separator filters…

Just ordered 2 water separator filters and the were here fast like always.

Marine Parts Source is always my first and last stop for marine parts.",US,13,2022-08-08T10:09:36Z,Marine Parts Source
Tim Cummings,1.0,"💯 saved my vacation

💯 saved my vacation. Needed a hard to find part right away and they had a great very competitive price and reasonable for next day shipping. They made it happen when it mattered to me!",US,1,2022-08-08T03:56:29Z,Marine Parts Source
jamie johnston,1.0,"WAS VERY HAPPY WITH MY ORDER AND THE…

WAS VERY HAPPY WITH MY ORDER AND THE PRICE WAS GREAT AS WELL",US,1,2022-08-08T02:21:11Z,Marine Parts Source
Bernie Hyland,0.8,"Crusader 8.1 riser kit

I purchased a Crusader riser kit and it included an odd number of gaskets. Each riser requires two gaskets on the top and bottom of each riser (8 total per kit) with the pass thru and block off plates sandwiched between them. There were only 6 gaskets in the kit, enough for one riser properly installed. The risers also had bare unpainted areas on them.

My order also specified a 3/4 npt to 1 inch hose barb. I received a 1""npt to 1 inch hose barb instead of the correct item. This is probably the result of multiple items appearing under the same part number on the website.

I've ordered many parts from MPS in the past and this is the first time I've had any issues with an order. The items are always correct, well packaged and shipped promptly.",US,2,2022-08-07T23:59:39Z,Marine Parts Source
Juan De Oliveira,1.0,"Product was shipped and delivered…

Product was shipped and delivered within a reasonable time",US,1,2022-08-07T20:49:40Z,Marine Parts Source
John I,1.0,My new first go to for my marine needs.,US,2,2022-08-07T20:49:22Z,Marine Parts Source
John Summers,1.0,"Fast friendly service great people to…

Fast friendly service great people to do business with great prices great parts",US,17,2022-08-07T19:20:00Z,Marine Parts Source
Cervando Salazar,1.0,"Excellent product and price.

Excellent product and price.
OEM part as described, easy and safe pay transaction.
Very quick shipping",US,1,2022-08-07T18:52:53Z,Marine Parts Source
Theodore,1.0,"Good service ,arrived when you said it…

Good service ,arrived when you said it would ,already installed on Boat thank you",US,3,2022-08-07T03:31:16Z,Marine Parts Source
Richard Cobb,1.0,"fast shipping and great prices on…

fast shipping and great prices on merchandise",US,1,2022-08-07T01:19:47Z,Marine Parts Source
Lakeliving,1.0,"Great pricing and fast shipping

Great pricing and fast shipping, will use again.",US,3,2022-08-06T18:36:46Z,Marine Parts Source
frank hughes,1.0,"I had made a mistake with the ship to…

I had made a mistake with the ship to address and these people helped me get the parts shipped to the correct address. Very happy Thank you",US,2,2022-08-06T03:42:50Z,Marine Parts Source
Gene Mead,1.0,"Nobody in the country had my parts.

Nobody in the country had my parts.
Thank god you guys did!
Thanks!",US,1,2022-08-06T00:35:04Z,Marine Parts Source
ANDY MAZZARA,1.0,"Customer service

Customer service is very helpful and they have always had parts for my
30 y.o. Boat",US,1,2022-08-05T23:17:15Z,Marine Parts Source
LUCINDA PATTISON,1.0,"On time great products for a reasonable…

On time great products for a reasonable price!",US,1,2022-08-05T22:20:15Z,Marine Parts Source
Sea Dog,1.0,"Amazing customer service

Amazing customer service and the product came in a very well packaged box to prevent damage during shipping. They carried a hard to find item at a great price. I’ve added the site to the top of my bookmarks for boat supplies. A+++",US,1,2022-08-05T21:13:33Z,Marine Parts Source
Harold Hall,1.0,"Very prompt service delivered on time…

Very prompt service delivered on time and as ordered",CA,4,2022-08-05T19:09:04Z,Marine Parts Source
Randy,1.0,"Excellent service

Excellent service; the product was delivered on time",US,1,2022-08-05T18:22:43Z,Marine Parts Source
Michael Choron,1.0,Part was received in a timely manner.,US,1,2022-08-05T04:32:40Z,Marine Parts Source
Mark Bennett,1.0,"Parts arrived when promised

Parts arrived when promised. The Sealand tilt steering mechanism for my Boston whaler fit perfectly and works great! Ignition switch also fit perfectly and was a breeze to install color coding wires were exact match",US,1,2022-08-05T04:04:18Z,Marine Parts Source
Matthew Hawkins,1.0,"Great price and fast delivery on my…

Great price and fast delivery on my HVAC unit! Couldn’t ask for better service!",US,1,2022-08-05T02:49:48Z,Marine Parts Source
Keith Jones,1.0,Awesome service and quickly,US,1,2022-08-05T01:20:43Z,Marine Parts Source
Greg Steele,1.0,Fair price and prompt delivery,US,1,2022-08-05T00:44:22Z,Marine Parts Source
Patrick Brown,1.0,"Rocna Anchor

Great company to deal with and their prices are very good. I will be a repeat customer.",US,1,2022-08-04T19:15:11Z,Marine Parts Source
Dan Solowy,1.0,"Order processed and received part as…

Order processed and received part as expected.",US,3,2022-08-04T14:48:47Z,Marine Parts Source
Thomas Schoenagel,1.0,"Had what I needed at a fair price

Had what I needed at a fair price. Prompt delivery. Very pleased.",US,1,2022-08-04T05:40:42Z,Marine Parts Source
Larry Bell,1.0,On time and as ordered.,US,1,2022-08-04T04:39:57Z,Marine Parts Source
Dennis Gilewski,1.0,"One happy boater!

Fast service and great pricing. I will purchase marine gear here again.",US,1,2022-08-03T23:52:08Z,Marine Parts Source
Jerry Cunningham,1.0,Awesome fast easy,US,3,2022-08-03T23:41:53Z,Marine Parts Source
Mike L.,1.0,"Fuel filters & pump impeller kit

Ordered some fuel filters and water pump impeller kit. Parts were shipped, and received next afternoon. (helps when I live within 50 miles of Ohio warehouse).

Impeller kit and filters fit into my engines perfectly.
Prices are reasonable. Will use Marine Parts Source again.",US,1,2022-08-03T20:54:46Z,Marine Parts Source
Kevin Byrns,1.0,"Replacement raw water pump

Prompt shipping from within state.
Pump available.",US,1,2022-08-03T17:22:13Z,Marine Parts Source
Anon Emus,1.0,"Delivered as promised, thanks!

Had what I needed in stock for a reasonable price. Shipping was a little pricey. Delivered as promised.",US,1,2022-08-03T16:01:37Z,Marine Parts Source
Christopher Konop,1.0,"Top notch service! These folks have a LOT of knowledge…

These folks have a LOT of knowledge about marine parts. The shipping is fast and the price is great. I’d give 6 stars if I could.",US,1,2022-08-03T03:12:52Z,Marine Parts Source
Carter Peters,1.0,"Fantastic customer service!

Top-notch customer service. We mistakenly got the wrong o-rings for our seawater intake filter and they helped us figure it out and sent out the replacement ones the next business day!",US,2,2022-08-03T03:12:49Z,Marine Parts Source
Jose Bermudez,1.0,Excelent product,US,1,2022-08-03T03:01:48Z,Marine Parts Source
Bruce,1.0,Great inventory and fast delivery,US,3,2022-08-03T01:38:41Z,Marine Parts Source
WESSAL INTERNATIONAL GROUP,1.0,GOOD COOPERATION,US,1,2022-08-03T00:53:45Z,Marine Parts Source
Russell Timco,1.0,"Got what I needed

Got what I needed. Got it quickly.

Ordered thermostat and impeller kit for Johnson 9.9",US,1,2022-08-02T21:41:13Z,Marine Parts Source
RUSS,1.0,"Great Service

Oil Filters were delivered in a timely manner and correct. I would order from Marine Parts Source again.",US,1,2022-08-02T21:17:13Z,Marine Parts Source
Imagine that,1.0,"What else is new?

I ordered a part at the lowest price on the web, and it arrived in a timely fashion. Duh!",US,1,2022-08-02T18:24:03Z,Marine Parts Source
Joey Copous,1.0,"Yacht owner

I'm very happy with the product and the time it took to deliver to my house 🏠",US,1,2022-08-02T11:51:27Z,Marine Parts Source
William Law,1.0,"Showed up in a timely manner was…

Showed up in a timely manner was exactly what I order help on phone to make sure I was getting right parts were excellent.",US,2,2022-08-02T04:43:28Z,Marine Parts Source
Donato Nigro,1.0,"Pats were delivered as promised

Products were as advertised and promptly delivered. I hope the fit is as good as the sevice.",US,1,2022-08-02T04:27:30Z,Marine Parts Source
Jacques Baudeloque,1.0,"I called and talked to Kevin

I called and talked to Kevin? Set me up with the right part. Now back to fishing!
Jacques",US,1,2022-08-02T02:36:31Z,Marine Parts Source
Brazoria Collision,0.4,"Purchased A Suppose to be DELCO product…

Purchased A Suppose to be DELCO product 108305
It is a China Product not Delco anymore and it did not come with a Brass contact CAP. It is made in China and i would of NEVER purchased it knowing that now. Mis represented and cheaper parts on it when arrived. This is not Worth $450.37 even as a kit. The module does not even have a known part number to it.",US,2,2022-08-02T01:46:27Z,Marine Parts Source
Ron Satterfield,1.0,Always happy,US,2,2022-08-01T23:49:16Z,Marine Parts Source
Anthony Bennett,1.0,"Excellent customer service

Excellent customer service! Competitive price over other vendors! Quick shipping!",US,1,2022-08-01T23:32:23Z,Marine Parts Source
Rahvi Barnum,1.0,Go it sooner than eta,US,1,2022-08-01T22:33:20Z,Marine Parts Source
Darrell Benjamin,1.0,"Ordered part

Ordered part. Had my concerns with next day, but it all worked out great.",US,1,2022-08-01T22:27:59Z,Marine Parts Source
Doug R,1.0,"Placed our order on Sunday and it…

Placed our order on Sunday and it arrived Tuesday as quoted. Big Thank You! to the team at Marine Parts for getting us back on the water. I'll recommend to all our boater friends.",US,1,2022-08-01T19:48:24Z,Marine Parts Source
Tony Catena,1.0,"Great prices

Found the company online. Just looking to order an AC unit for my boat they had one. The price was cheaper than everybody else. Great company. You took care of me. Call me up, verify the order and let me know about delivery and it was delivered a day early",US,1,2022-08-01T18:22:03Z,Marine Parts Source
Gerald Rabin,1.0,"Good reliable service good price

Good reliable service and good price",US,1,2022-08-01T17:48:53Z,Marine Parts Source
Greg Sullivan,1.0,"Great intake manifold

Intake manifold fit perfectly! Best price on the internet and it arrived in a week when they said it would!",US,1,2022-08-01T08:01:10Z,Marine Parts Source
Charles Sargent,1.0,"The pump wet end was exactly as listed…

The pump wet end was exactly as listed and in stock. The delivery was quick.",US,1,2022-08-01T01:41:26Z,Marine Parts Source
Djchamp,1.0,"Great price and fast shipping

Sea Star hoses 20 ft
$40 less than Amazon",US,1,2022-08-01T00:28:34Z,Marine Parts Source
Robert,1.0,"Excellent service

Excellent service, package arrived promptly and was packaged with care as instruments should be.",US,2,2022-07-31T21:00:20Z,Marine Parts Source
Tony Nimmer,1.0,"helpful sales agent

helpful sales agent
shipment on time",US,1,2022-07-31T18:06:31Z,Marine Parts Source
Hubert Hopkins,1.0,"Excellent Prices, Shipping and Help

I always get excellent prices, quick shipping, and even technical advice when I need it from Marine Parts Source. They are a great company.",US,2,2022-07-30T18:58:07Z,Marine Parts Source
Customer David King,1.0,The pump works exactly as designed..,US,2,2022-07-30T16:39:57Z,Marine Parts Source
Jason Davis,1.0,"I have used this site a couple of times…

I have used this site a couple of times now. Prices fair, very fast delivery times. Will use them again.",US,2,2022-07-30T16:00:46Z,Marine Parts Source
Paul Middleton,1.0,"You can’t beat these guys cheaper than…

You can’t beat these guys cheaper than the rest and awesome customer service!!!",US,1,2022-07-30T03:30:06Z,Marine Parts Source
C Nelson,0.8,"Great selection

This store has a great selection but their website is a bit clunky and when I received the parts, they were not well packed with small parts disappearing in the rolled up paper.",US,5,2022-07-30T01:56:02Z,Marine Parts Source
Leon Icard,1.0,"Very good personnel

Very good personnel, informed and helpful. High problem solving skills.",US,1,2022-07-30T01:13:17Z,Marine Parts Source
Ed Figel,1.0,Fast and great service.,US,1,2022-07-30T01:12:38Z,Marine Parts Source
Berndt Enermark,1.0,"Much better quality than the one it…

Much better quality than the one it replaced.",CA,1,2022-07-30T00:23:41Z,Marine Parts Source
Lazaro Roman,1.0,Great and good work,US,1,2022-07-29T20:09:38Z,Marine Parts Source
Chris Dodd,1.0,Everything went smoothly,US,1,2022-07-29T19:19:46Z,Marine Parts Source
Kevin Wild,1.0,"Easy ordering

Easy ordering. Quick delivery. Correct part",US,1,2022-07-29T18:34:31Z,Marine Parts Source
Fred Swan,1.0,"Very impressed with the speed with…

Very impressed with the speed with which my order was processed and shipped.",BM,1,2022-07-29T01:56:57Z,Marine Parts Source
Rober Figgs,1.0,"I spoke to Kevin to correct an address…

I spoke to Kevin to correct an address on my order and he was very personable and took care of my issue immediately. My part arrived next day and I am very pleased with the quality and efficiency of Marine Parts Source.",US,1,2022-07-28T23:08:35Z,Marine Parts Source
Anthony Huntsinger,1.0,"The service is efficient

The service is efficient, shipping etc. Have not yet opened the parts to install.",US,2,2022-07-28T22:05:00Z,Marine Parts Source
Christopher Allwine,0.8,"2020 Suzuki DF 200 parts

Pretty easy & simple online catalog & quick service and shipping for Suzuki outboard parts. Not to mention shows part availability throughout there many warehouses.",US,1,2022-07-28T20:55:23Z,Marine Parts Source
David Lund,1.0,"Excellent service

Excellent service, fast shipping. Thank you!",CA,2,2022-07-28T20:45:50Z,Marine Parts Source
Mark Bertenthal,1.0,"many others don't answer the phone.They answered the phone

They answered the phone, matched the part that I needed to the engine. They had the part in stock. I got it the next day.",US,1,2022-07-28T20:33:10Z,Marine Parts Source
Radek Kobliha,1.0,"Fu*kin perfect and fast

Fu*kin perfect and fast! Highly recommend!",US,1,2022-07-28T20:12:34Z,Marine Parts Source
Jennifer,1.0,"Saved the day

Part was back ordered through the manufacturer. You had in stock and shipped right away! Saved the weekend for the Customer!",US,1,2022-07-28T18:41:19Z,Marine Parts Source
ryan daniels,0.4,"Shipping is slow and parts are held…

Shipping is slow and parts are held instead of shipped this matters because of mutiple customers waiting on there boats one thing gets back ordered then the whole order is delayed",US,1,2022-07-28T13:23:04Z,Marine Parts Source
Danny Delgado,1.0,"Great price

Great price, great communication, fast shipping. Highly recommend. I will continue buying.
Danny D",US,2,2022-07-28T09:51:22Z,Marine Parts Source
Ron Altman,1.0,"What can I say

What can I say, GREAT place to order filters, etc. Fast service, couldn't be better...",US,3,2022-07-28T04:56:33Z,Marine Parts Source
Mark Goodin,1.0,"As promised

Needed an oil/trans cooler for 1985 Crusader CH350- Site said it was in stock. Site said I'd get it on Friday. I ordered it on a Wed and it was delivered on Friday to Hawaii as promised. Mahalo!",US,1,2022-07-28T04:54:44Z,Marine Parts Source
Timothy,1.0,"The whole process was very fast and…

The whole process was very fast and easy.",US,1,2022-07-28T00:55:19Z,Marine Parts Source
Sean,1.0,"Worked great

Worked great! Perfect replacement part for our toilet.",US,1,2022-07-27T22:10:24Z,Marine Parts Source
Jason Calianos,1.0,"Great service.

Supper easy to order and parts delivered ontime",US,1,2022-07-27T21:43:35Z,Marine Parts Source
Jimmy Ubeda,1.0,Great customer service!!,US,1,2022-07-27T19:06:28Z,Marine Parts Source
Dan,1.0,"Great Service

Hooked me up with a hard to find pump part.
Had it the next morning!",US,3,2022-07-27T18:36:41Z,Marine Parts Source
KEVIN MONGAR,1.0,"Very good service

Very good service. Professional and fast. And their tech department is very helpful.",US,1,2022-07-27T03:51:21Z,Marine Parts Source
Mike M,1.0,"In stock and very fast delivery

In stock and very fast delivery! Can't beat that!",US,1,2022-07-27T03:37:40Z,Marine Parts Source
steve g,0.8,"Found what I needed when nobody else…

Found what I needed when nobody else had the part. Only two things could have been better which would’ve raised my rating to five stars: The actual dimensions of the part were not provided online so I could not be 100% sure it was the correct part, and two, the Hose did not come with hose clamps. Other than that, good part, at a good price, and delivered on time (although shipping was a little pricey.)",US,1,2022-07-27T01:49:50Z,Marine Parts Source
Cody Jahn,1.0,"Fast and Reliable

Marine Parts Source was very professional and quick to the point. I was a first time buyer, they built a customer file, verified parts availability and I paid all with in 15 minutes. The shipping cost was fair and the parts arrived right on time",US,1,2022-07-27T01:07:04Z,Marine Parts Source
Andrew W,1.0,"The right products were available on…

The right products were available on time to get our boat back on the water. If only every part could be sourced so easily.",US,1,2022-07-26T22:46:03Z,Marine Parts Source
Charles Fraley,1.0,"Order entry was easy

Order entry was easy, shipped quickly, and arrived intact. Overall a great experience.",US,3,2022-07-26T22:18:28Z,Marine Parts Source
William,1.0,"Amazing Customer Service at the point of online order

I ordered parts for my Mercruiser 4.3L online. A representative called me to tell me that some parts did not match the same vintage engine as the other parts and asked if I wanted help to straighten it out. I was amazed that an online company would take the time to review that the parts matched rather than just shipping it out. Excellent customer service!",US,3,2022-07-26T20:03:05Z,Marine Parts Source
R.J.Y.,1.0,"Service so good glad to purchase from them !

Great service! Helped me find an odd part at a fair price. Sales associate was fantastic !",US,2,2022-07-26T18:54:20Z,Marine Parts Source
Jerry Haywood,1.0,"This place is awesome

This place is awesome! Order new exhaust manifolds for my Mercruiser 4.3. They were reasonably priced and on my doorstep in 3 days. Impressive. Thank you very much guys. Really hard to find great customer service nowadays👍",US,1,2022-07-26T18:47:20Z,Marine Parts Source
JAMES BOULOS,1.0,"Great service and unbelievable fast…

Great service and unbelievable fast delivery. will definitely recommend this store .",US,1,2022-07-26T17:28:48Z,Marine Parts Source
Nye Carnahan,1.0,"2nd or 3rd order I have placed with…

2nd or 3rd order I have placed with Marine parts source. Shipments arrive when they say. I like how the website shows qty’s from different warehouses so I have an idea I’m not about to order a part that is back ordered.",US,2,2022-07-26T04:31:12Z,Marine Parts Source
Barry Borgeson,0.2,"The parts I ordered do not work and I…

The parts I ordered do not work and I called for an exchange and received no satisfaction. The parts cost $970 ,, not happy with this at all !",US,1,2022-07-26T03:57:25Z,Marine Parts Source
Eric Pfeifer,1.0,"Great business, huge stock, knowledgeable staff

At Marine Parts Source you are dealing with experts in their field. Not only do they keep a huge assortment t of marine parts in stock, they know what they are talking about. If you need boat parts you should be calling Marine Parts Source!",US,1,2022-07-26T02:59:14Z,Marine Parts Source
Wayne,1.0,Excellent product and shipping.,US,2,2022-07-26T01:05:57Z,Marine Parts Source
Jay McDougall,1.0,"Great selection

Great selection, availability and shipping for Yamaha",US,3,2022-07-26T00:37:16Z,Marine Parts Source
Mark Patterson,1.0,"Quick shipping

Quick shipping. Brand name parts at good pricing",US,1,2022-07-25T23:38:59Z,Marine Parts Source
Ron,1.0,"My First Order

This was my first experience with Marine Parts Source. Their price was the cheapest around, I got free shipping, and didn't get charged sales tax - what's not to like? My order arrived in a timely manner, it was securely packaged and was the correct item and quantity...overall, I like them...",US,1,2022-07-25T21:37:25Z,Marine Parts Source
Stephanie Anderson,1.0,"Fast and efficient

Super fast shipping and exactly what I needed. Their description also told me where to find the part number I needed and no other website I could find did. Thank you!",US,1,2022-07-25T21:33:14Z,Marine Parts Source
Richard Wade,1.0,"quick and easy transaction

quick and easy transaction. Delivered on time and was the correct part.",US,1,2022-07-25T18:37:19Z,Marine Parts Source
Richard Watson,1.0,"the agent on the phone was very helpful…

the agent on the phone was very helpful about my order he found the item i was looking for and sent out the next day and was the right item i was looking for.",US,2,2022-07-25T16:57:15Z,Marine Parts Source
John Selman,1.0,"Fast Shipping

Parts were in stock, fast processing and shipping. That's what I like about Marine Parts Source.",US,4,2022-07-25T04:01:44Z,Marine Parts Source
Jeff SWANDER,1.0,"Parts

Looked for quite some time for right part when I found it l purchased it it was there in no time and deeply appreciated than you",US,1,2022-07-25T02:00:28Z,Marine Parts Source
Manu Bhardwaj,1.0,"Parts were delivered on time and well…

Parts were delivered on time and well packaged.",IE,1,2022-07-24T20:59:01Z,Marine Parts Source
Peter,1.0,Quick and easy!,US,1,2022-07-24T19:51:35Z,Marine Parts Source
customer,1.0,"first time to order from these guys

first time to order from these guys - but seemed to have very competitive prices and got my parts quick",US,2,2022-07-24T04:14:12Z,Marine Parts Source
Richard Koller,1.0,"Good Selection

Good Selection
Quick Delivery
A++",US,1,2022-07-24T00:37:21Z,Marine Parts Source
Brad,1.0,"Ordered a product

Ordered a product. Shipped fast. Product arrived quickly, as expected in great shape.",US,2,2022-07-23T22:00:19Z,Marine Parts Source
Chris Miller,1.0,"Great customer service

Great customer service. Al called me back right away to answer my questions. I will definitely use them again.",US,1,2022-07-23T21:29:35Z,Marine Parts Source
