Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Rhonda,1.0,easy to get through and follow,US,2,2021-06-14T23:26:23Z,"Comedy Driving, Inc."
John,1.0,"Let's face it

Let's face it. No one wants to take this test. It's a beat-down by definition, but I learned quite a lot, and I straight up belly laughed many times.",US,1,2021-06-14T22:23:45Z,"Comedy Driving, Inc."
Stacey,1.0,"Great class

This was one of the easiest and Comical defensive driving class. I enjoyed the true life stories. It kept it interesting. I would recommend this class 100%.",US,1,2021-06-14T11:16:31Z,"Comedy Driving, Inc."
Felicia,1.0,"This is the class to take!

This is definitely the class to take!",US,2,2021-06-14T07:20:53Z,"Comedy Driving, Inc."
TM,0.8,"Pretty great course

Pretty great course. Funny and thorough. The only issue was I had problems with some of the videos loading. Also, twice, I watched a video just to find out it had logged me out and I had to watch them again. Otherwise, I’d use this course again.",US,1,2021-06-13T15:58:01Z,"Comedy Driving, Inc."
Bradley,1.0,"Thank you for providing this…

Thank you for providing this educational course.",US,1,2021-06-13T02:32:20Z,"Comedy Driving, Inc."
Cecilia,1.0,"Hands down the BEST class I’ve ever…

Hands down the BEST class I’ve ever taken!! Unfortunately, I’ve taken my fair share ha! Do it, you won’t regret it.",US,1,2021-06-12T22:57:00Z,"Comedy Driving, Inc."
Charles,1.0,Fun and informative.,US,1,2021-06-12T06:24:31Z,"Comedy Driving, Inc."
Katherine,1.0,Thank you it was good refresher.,US,1,2021-06-11T19:20:25Z,"Comedy Driving, Inc."
Bonnie,1.0,"Enjoyed & Learned From Safe Driving Class

The comedy safe driving class did have lots of humor & really good info. I enjoyed taking it & believe it will help me be a better driver in the future.",US,1,2021-06-11T03:58:58Z,"Comedy Driving, Inc."
netter,0.8,"Happy with my DD choice

I like that you can take the course from your phone. I like how they make the 6 hours easier to handle. I learned defensive driving in an entertaining way.",US,1,2021-06-10T06:01:45Z,"Comedy Driving, Inc."
Kayla,1.0,"the website was user friendly

the website was user friendly, and I would definitely use comedy driving again. hopefully I don’t have to though!",US,1,2021-06-10T05:06:22Z,"Comedy Driving, Inc."
Jacqueline,1.0,"great job

great job
entertaining and informational",US,1,2021-06-10T05:01:58Z,"Comedy Driving, Inc."
Melzo,0.8,"It really wasn’t funny

I actually learned some things that I never knew, but I felt that some stuff was repeated and I felt some of the nonsense was unnecessary. It really wasn’t funny.",US,1,2021-06-09T20:00:41Z,"Comedy Driving, Inc."
Memë_ Lōader,0.2,"This wasn’t very funny

*read in cocky British accent*
It was a warm summer evening and I decided to get some laughs out of the driving course. But alas the name comedy driving, deceived me and probaply many others. They proceeded to show me the bad. I wasn’t very happeeeeeee. This was not comedy stinging, this was despairity driving.",US,1,2021-06-09T19:38:32Z,"Comedy Driving, Inc."
Ghimel,1.0,"Very interesting and engaging…

Very interesting and engaging experience. Didn’t see the time go by.",US,1,2021-06-09T04:16:31Z,"Comedy Driving, Inc."
Lee,1.0,"Driving Mistake

went around barricadre for high water (that wasn't high)",US,1,2021-06-09T01:38:32Z,"Comedy Driving, Inc."
Gloria,1.0,"I love the course and it brought a lot…

I love the course and it brought a lot to of things to my attention that I really need to put in practice.",US,1,2021-06-08T21:46:18Z,"Comedy Driving, Inc."
Nadeem,1.0,"it was great experience my first time…

it was great experience my first time online course.",US,1,2021-06-08T04:45:29Z,"Comedy Driving, Inc."
Leticia,1.0,"This was great

This was great. Lots of knowledge, even learned new things. Very sad to see all the accidents because of careless driving or decisions made. Thank you for making me more aware. ♥️",US,1,2021-06-08T01:21:00Z,"Comedy Driving, Inc."
Farzin,1.0,Great Service!!!,US,1,2021-06-08T01:16:53Z,"Comedy Driving, Inc."
Moises,1.0,"Excelente

Excellent service and the class was very well explained and great way to introduce the class",US,1,2021-06-07T18:46:41Z,"Comedy Driving, Inc."
Trevor,1.0,It was a great couse!,US,1,2021-06-07T18:34:00Z,"Comedy Driving, Inc."
NT,1.0,"The class while long was well done and…

The class while long was well done and kept me entertained. Also, the information was useful and was a good refresher.",US,1,2021-06-07T18:18:02Z,"Comedy Driving, Inc."
Michael,1.0,"Best Defensive Driving Course!

Your course was amazing and I absolutely loved it. 100% guarantee for me to take it every again every time I need a defensive driving course!",US,1,2021-06-07T14:32:31Z,"Comedy Driving, Inc."
Trabant,1.0,"no faffin about just gets the job done…

no faffin about just gets the job done simple as",US,1,2021-06-07T07:33:04Z,"Comedy Driving, Inc."
customer,1.0,very easy to understand.,US,2,2021-06-07T05:52:51Z,"Comedy Driving, Inc."
melissa brisbon,1.0,"This was very informative and not…

This was very informative and not boring. I would definitely use again",US,4,2021-06-07T04:31:47Z,"Comedy Driving, Inc."
Emmanuel,1.0,"Took the course it was very precise…

Took the course it was very precise ,well structured, very informative and I almost forgot to mention comical 👏!!
I will personally recommend this for anyone",US,1,2021-06-07T03:05:13Z,"Comedy Driving, Inc."
Sheryl,1.0,Excellent and moved at a good pace.,US,1,2021-06-06T16:08:34Z,"Comedy Driving, Inc."
Susan,1.0,This is perfect for young drivers.,US,1,2021-06-06T15:13:07Z,"Comedy Driving, Inc."
TARIQ ABDULLAH,1.0,"Good materials

Good material",US,2,2021-06-06T14:15:15Z,"Comedy Driving, Inc."
Barbara Cathcart,1.0,"The course was just as good as going to…

The course was just as good as going to a class. Much information and easy steps.",US,1,2021-06-06T13:54:21Z,"Comedy Driving, Inc."
Blake,1.0,"*****

***********",US,1,2021-06-06T07:14:00Z,"Comedy Driving, Inc."
Patricia,1.0,"The course was very informative and…

The course was very informative and easy to understand",US,1,2021-06-06T06:30:27Z,"Comedy Driving, Inc."
Juan C,1.0,"Because of the great work the have done…

Because of the great work the have done and the way and time they have take to accomplish all this, thank you and keep it up",US,1,2021-06-06T04:55:55Z,"Comedy Driving, Inc."
Vincent,0.8,"The video was moving very slow as if it…

The video was moving very slow as if it had a buffering problem.",US,1,2021-06-06T04:14:06Z,"Comedy Driving, Inc."
Venkata,1.0,"Good course

Good Defensive driving course with easy access.",US,3,2021-06-05T21:15:01Z,"Comedy Driving, Inc."
Valeshia Mccuin,0.8,"The course itself was really great

The course itself was really great, the animated characters were very funny and that helped me stay attentive,the only downfall was some of the videos kept freezing other than that it was a very informative course",US,2,2021-06-05T06:47:19Z,"Comedy Driving, Inc."
Johnny,1.0,"You guys were awesome!!!!!

You guys were awesome! If ever needed i will be using you guys future wise. Thank you.",US,2,2021-06-05T01:26:34Z,"Comedy Driving, Inc."
Duane,1.0,"Comedy Defensive Driving is the Best Option.

This program, although not comedy club caliber, does exactly what is claims to do: it fulfills the necessary state requirements of defensive driving, while at the same time keeping you entertained to a point where you remained focused on the presented material while time passes faster than you realize.

The animated characters that narrate the class are memorable, and some of the celebrity sound-alikes are fairly decent (Office Bakon (not Bacon) with a Patrick Warburton demeanor, Judge Dredd that sounds a lot like Christopher Walken, etc.)

To sum it up, this presentation is a complete thumbs up! If you choose Comedy Defensive Driving®, you wont be disappointed and you might learn a few things that will save time, aggravation, and lives on the highway.",US,1,2021-06-04T18:58:46Z,"Comedy Driving, Inc."
Jon,1.0,Easy and entertaining,US,1,2021-06-04T18:11:49Z,"Comedy Driving, Inc."
Gustavo,1.0,Fast and easy,US,1,2021-06-04T17:48:34Z,"Comedy Driving, Inc."
Thomas,1.0,"Thumbs up for Comedy Driving

Comedy Driving was very user friendly, content was not boring, and thorough. I would recommend taking this course to remind how serious driving a vehicle is. All the laws/statistics highlighted were very eye opening/informative. The sad videos were a needed wake up call!",US,1,2021-06-04T15:11:35Z,"Comedy Driving, Inc."
Pamela,1.0,"Driving Life saving techniques

This is a very informative 6 hour study of Defensive driving.... it’s interesting. It’s funny.
It’s valuable to increase your chances of surviving in hazardous conditions.",US,1,2021-06-04T08:13:45Z,"Comedy Driving, Inc."
Nancy,1.0,"Well written and presented

Well written and presented. Also found it informative. Better than when I took it many years ago.",US,1,2021-06-04T05:33:07Z,"Comedy Driving, Inc."
Chandra,1.0,"This course is very informative and at…

This course is very informative and at the same time funny.
Everyone should be required to take defensive driving before renewing their drivers license.
Ijs.
~chandra",US,1,2021-06-04T04:36:27Z,"Comedy Driving, Inc."
Jeffery,1.0,"It made the old defensive driving…

It made the old defensive driving course a lot more enjoyable. I caught myself laughing at the goofy jokes and characters",US,1,2021-06-04T04:28:45Z,"Comedy Driving, Inc."
Kelli Mouratidis,1.0,"Fast and super easy

Fast and super easy. Just have to pay attention. Not really funny as it says it’s a comedy course.",US,2,2021-06-04T04:05:11Z,"Comedy Driving, Inc."
Manuela Wells,0.8,"I very much enjoyed the course

I very much enjoyed the course. The reason I gave 4 Stars instead of 5.....the last video about DWI was quite old and to long. There could be a little more about night time driving i.e. at what distance/when to turn from high beam to low beam with oncoming traffic. Additionally, should one use a quick flash of the head light to signal oncoming traffic if they totally fail to lower their lights? I received a citation for that reason. Other than that it was educating and entertaining.
Thank you.",US,2,2021-06-04T02:49:43Z,"Comedy Driving, Inc."
Dwight,1.0,"Great course but had long buffering…

Great course but had long buffering problem especially at night. Happened both on and off WiFi",US,1,2021-06-04T01:02:50Z,"Comedy Driving, Inc."
Sophia,1.0,"Love the class was great

Love the class was great, first time taking a on line class. Love the videos, and instructions I really learn alot. Class will help me be a better safe driver. Was not boring , class was very I informative.",US,1,2021-06-03T22:30:59Z,"Comedy Driving, Inc."
Alvin,1.0,Great class and i highly recommend it.,US,1,2021-06-03T20:35:17Z,"Comedy Driving, Inc."
Joanna,1.0,"Great course that is both informative…

Great course that is both informative and entertaining!! I have used them twice now.",US,1,2021-06-03T17:33:27Z,"Comedy Driving, Inc."
Ranell,1.0,"Simple and easy course

Simple and easy course. Would take again but hopefully I won't have too!",US,1,2021-06-03T16:40:11Z,"Comedy Driving, Inc."
Danica,1.0,"Quick and easy

This course made the required 6 hours fly by!",US,1,2021-06-03T04:48:56Z,"Comedy Driving, Inc."
Wardell,1.0,"Blessed

This was the best online driving school I’ve ever taken. Thank you so much for being there for me!",US,1,2021-06-03T04:29:48Z,"Comedy Driving, Inc."
Pat,1.0,"Great class

Great class. It was a good refresher course. Like the fact that you don't have to take the class all in one session.",US,1,2021-06-02T23:48:24Z,"Comedy Driving, Inc."
Thomas,1.0,"Awesome

Awesome.....",US,1,2021-06-02T20:20:40Z,"Comedy Driving, Inc."
Donald,1.0,"THE CARTOON PEOPLE KEEP YOU INTERESTED…

THE CARTOON PEOPLE KEEP YOU INTERESTED IN THE PRODUCT. YOU CAN FOLLOW THE LESSONS IN AN EASY FORMAT AND WANT TO LEARN THE IMPORTANCE OF THE SUBJECT.",US,1,2021-06-02T18:41:29Z,"Comedy Driving, Inc."
sandra esquivel,1.0,"Very impressed!!!

Very impressed, I've been driving 30 plus years, learned a lot was very comical enjoyed it!!
Thank you! 👍😄",US,2,2021-06-02T17:46:52Z,"Comedy Driving, Inc."
Russell,1.0,Easy to navigate and informative.,US,1,2021-06-02T15:27:13Z,"Comedy Driving, Inc."
Emily,1.0,"Defensive driving

Good course, easy to navigate and still informative without being boring.",US,1,2021-06-02T13:20:18Z,"Comedy Driving, Inc."
Defensiveone,1.0,"The mobile app was good

The mobile app was good. I've never used it before until now.",US,1,2021-06-02T05:35:30Z,"Comedy Driving, Inc."
Mary Jane,1.0,"I give Comedy Driving 5 stars

I give Comedy Driving 5 stars. I was really dreading sitting
In front of a computer for 6 hours. The course went quickly.
The material was covered very well and in a way that held my
attention. The first time I drove after the course, I found myself looking at sign shapes, making sure I observed speed
limits and stopped behind the white line. I am a Grief Counselor so I was very interested in the authentic way the loss of a child by a drunk driver was portrayed.",US,1,2021-06-02T05:00:18Z,"Comedy Driving, Inc."
Danny,1.0,"Good class

Good class, very informative and not in the least bit boring. Great job.",US,1,2021-06-02T04:11:37Z,"Comedy Driving, Inc."
Ginny,0.8,I didn't fall asleep.,US,1,2021-06-02T00:44:22Z,"Comedy Driving, Inc."
Ace,1.0,"My GO-TO defensive driving course

My GO-TO online defensive driving course. I am a repeat student and refer this online course to my friends and family all the time. 👍🏽🙂",US,1,2021-06-01T23:11:04Z,"Comedy Driving, Inc."
Donna Magro,1.0,"you do a good job of keeping it interesting!

you do a good job of keeping it interesting,.",US,1,2021-06-01T22:44:04Z,"Comedy Driving, Inc."
Michael,1.0,"good class

good class, Thanks",US,1,2021-06-01T15:31:25Z,"Comedy Driving, Inc."
Edmund,1.0,"It was very educational I even learned…

It was very educational I even learned some things that I honestly did not know.
Thanks for bringing me up to date by keeping me informed.
I especially liked that I was able to do it all from the comfort of my own home, thanks.",US,1,2021-06-01T12:15:18Z,"Comedy Driving, Inc."
Sharla,1.0,"Course goes by quickly!

Course goes by quickly. Info was useful.",US,2,2021-06-01T07:53:24Z,"Comedy Driving, Inc."
Valentina,1.0,"The course was fast paced and very…

The course was fast paced and very informative. Wish I had been able to take more notes. Once the course is complete, is it possible to access it again to review the material at a later time as a refresher? Thankyou for the personal info on how distracted driving and drinking can have horrible results. Wish I could show it to others who don't realize they are putting others at risk by their behavior.",US,1,2021-05-31T22:30:58Z,"Comedy Driving, Inc."
Irina,1.0,Best defensive driving course ever,US,1,2021-05-31T21:27:48Z,"Comedy Driving, Inc."
Glenda,1.0,"Not a dull moment

Very interesting. Comedy keeps me on track. Not boring. Able to complete at your own pace. Love it !",US,1,2021-05-31T08:05:21Z,"Comedy Driving, Inc."
Richard,1.0,"Didn't know what to expect

Didn't know what to expect, but it was informative as well as entertaining",US,1,2021-05-31T06:22:17Z,"Comedy Driving, Inc."
Callie,1.0,Very easy and quick highly recommend.,US,1,2021-05-31T03:59:04Z,"Comedy Driving, Inc."
Patrick,0.8,"For me there was too much time spent on…

For me there was too much time spent on child safety seats and the importance of tire pressure

Otherwise the presentation was worth my time, attention, and money also being able to start and stop the training modules was very convenient for me.",US,1,2021-05-31T00:47:56Z,"Comedy Driving, Inc."
Patricia,1.0,"Enjoyable without stress

Enjoyable without stress.
Informative and detailed.",US,1,2021-05-30T22:42:37Z,"Comedy Driving, Inc."
Margo King,1.0,"Comedy Driving is the Best.

Of the two online DDC courses I have taken,one in 2018, Comedy Driving is the most informative and engaging course, I have ADHD. The engagement is probably why I was able to participate longer than two hours at a time. I went from Chapter 1 to Chapter 8 on Saturday May 28 @ 7:00pm and signed off around 12:45 May 29, 2021. What was even nicer about it is that the majority of the videos contained images of my Hometown of Houston, TX that included two of my neighborhoods, one in downtown Houston. I could identify with what they were talking about much better. It is no holds barred but funny and silly at the same time.",US,2,2021-05-30T20:07:58Z,"Comedy Driving, Inc."
J Randy,1.0,"Humor over Boredom! You chose!

It was unfortunate that I needed to complete this driver's safety training, that was my choice. The Comedy Driving online setup was easy, the cost was acceptable, the course was effective, humorous and easy to complete in a half day sitting out by the pool! If you have the option of a boring agenda or adding a little humor into your life, you tell me which you would select! I highly recommend this online course. I am a repeat customer, unfortunately due to my life choice to put myself in a position to get speeding tickets, but if I can't change this requirement to take a driver safety training course, I feel the next choice I made was a wise one! Thanks Comedy Driving, Inc.",US,1,2021-05-30T17:13:58Z,"Comedy Driving, Inc."
Udhaya Kumar,1.0,Was really helpful,US,1,2021-05-30T02:58:01Z,"Comedy Driving, Inc."
El Regalo,1.0,"Best defensive driving course to take

This was honestly the most convenient and easiest driving defensive driving course I’ve come across. Glad to have chosen comedy driving for my first time. Really took care of my problem.",US,1,2021-05-30T01:55:58Z,"Comedy Driving, Inc."
Claud,1.0,"It’s a good program the comedy leaves a…A good program

It’s a good program the comedy leaves a little bit to be desired. The information contained is up to date and was informative.",US,1,2021-05-30T01:23:26Z,"Comedy Driving, Inc."
Mel,0.6,"Time consuming

The content was good. However it would be nice if you could watch a whole chapter and answer questions at the end. Watching 1-1.5 minute videos and having to click, click and click again is silly.",US,1,2021-05-29T01:42:15Z,"Comedy Driving, Inc."
Helen,1.0,It was funny and insitefull.,US,1,2021-05-29T01:19:36Z,"Comedy Driving, Inc."
James,1.0,"The course was very informative and…

The course was very informative and easy to follow.",US,1,2021-05-29T00:25:22Z,"Comedy Driving, Inc."
Robert,1.0,"Comedy made the time pass quickly

Comedy made the time pass quickly. Good job, guys!",US,1,2021-05-28T23:46:17Z,"Comedy Driving, Inc."
GHH,1.0,"Excellent Course

It was great to be able to complete this course remotely. The instructions were clear and the content a good reminder of driving rules and awareness. I opted to pay extra to have the driving record and course completion certificate electronically delivered and it was seamless. I would recomment.",US,1,2021-05-28T19:25:03Z,"Comedy Driving, Inc."
Lori,0.8,"I liked being able to stop and start…

I liked being able to stop and start when I needed to. Thanks guys",US,1,2021-05-28T14:03:16Z,"Comedy Driving, Inc."
Richard Lavallais,1.0,"great and informative

great and informative. a bit frustrating at points where the presentation stopped and started over and over again. this did extend the six hour class. at points the presentation was flawless but at other points it came in and out.",US,4,2021-05-28T13:14:18Z,"Comedy Driving, Inc."
Holden,1.0,"The best I have taken

The best I have taken. Clever and informative!",US,1,2021-05-28T04:55:43Z,"Comedy Driving, Inc."
Josue Ivan,1.0,"good

verry good nice",US,1,2021-05-27T23:44:31Z,"Comedy Driving, Inc."
Edward,1.0,"tis is the third time my husband and I…

tis is the third time my husband and I have taken this course over the years.
we enjoy taking this course. It is informative and keeps our attention. If you have a problem, their customer service is wonderful.",US,1,2021-05-27T22:54:21Z,"Comedy Driving, Inc."
Paul,1.0,Fun and easy class to take,US,2,2021-05-27T17:12:44Z,"Comedy Driving, Inc."
Jack,1.0,"Entertaining and informative

Entertaining and informative ! I think the course is well organized and affective !",US,1,2021-05-27T15:22:36Z,"Comedy Driving, Inc."
Guinevere,1.0,great course,US,1,2021-05-27T14:03:00Z,"Comedy Driving, Inc."
Terrol,1.0,"I mean what can I say

I mean what can I say, it's as boring as defensive driving is, but being able to log in and is nice and I'll give it credit I chuckled a few times.",US,1,2021-05-27T08:48:40Z,"Comedy Driving, Inc."
seamus,1.0,"Served the purpose. Low cost.

The course covered the necessary material and was mildly engaging. It was convenient to quit and log on again. The cost was low.",US,1,2021-05-26T23:05:14Z,"Comedy Driving, Inc."
Carlos,1.0,"Niice

Niice job with the animations very understandable I'm glad I took this course !!",US,1,2021-05-26T21:16:26Z,"Comedy Driving, Inc."
Nathan,1.0,"Best drivers safety course in Texas

Excellent course very easy and entertains. 100% would recommend this site for anyone taking a drivers safety course and I would take it again if I had to easily!",US,1,2021-05-26T18:14:47Z,"Comedy Driving, Inc."
Judith,1.0,"Good class went fast

Good class went by fast",US,1,2021-05-26T18:10:15Z,"Comedy Driving, Inc."
Renika,1.0,"This course was awesome

This course was awesome. It wasn't boring and kept me watching. I didn't want to even take my breaks, but I had to. I wanted to finish the course in one day.",US,1,2021-05-26T15:24:56Z,"Comedy Driving, Inc."
Jason,1.0,"The Comedy Defensive Driving course…

The Comedy Defensive Driving course really helped in making something that puts most people to sleep a fun course to take. It did succeed in keeping me engaged in the lesson.",US,2,2021-05-25T23:46:19Z,"Comedy Driving, Inc."
Diana,0.8,"I did not like waiting for the seconds…

I did not like waiting for the seconds to count down. Twice the audio stopped and I just had to wait for the time to expire to go to the next page.",US,1,2021-05-25T22:34:25Z,"Comedy Driving, Inc."
Isabel,1.0,"Great course!!!

Great course!!!! I was able to do the course at my own pace over a course of one week. Easy to manage the course while working on it and I was able to log in and out with ease. The course is very informative and they make it simple to understand. The certificate download was a breeze to do and I am not tech savvy. Fun course to do if you want it for insurance purposes and informative for those who need a defensive driving course.",US,1,2021-05-25T21:22:55Z,"Comedy Driving, Inc."
Michael S. Dwyer,0.8,"Well paced and informative and I…

Well paced and informative and I appreciated the ability to take breaks and return.",US,5,2021-05-25T21:09:46Z,"Comedy Driving, Inc."
Benito,1.0,"Very easy to keep up with and stay…

Very easy to keep up with and stay attentive.
Thank you.",US,1,2021-05-25T18:25:12Z,"Comedy Driving, Inc."
Eric,1.0,Great course!,US,1,2021-05-25T16:13:29Z,"Comedy Driving, Inc."
Roy,1.0,"This class was informative and…

This class was informative and interesting. Online worked fine no problems and certificate was downloaded immediately after the class. Thanks!",US,1,2021-05-25T04:53:08Z,"Comedy Driving, Inc."
Darla,1.0,"Technically handicapped

Completed course without complications or confusion. Very easy and straight forward.",US,1,2021-05-25T03:14:09Z,"Comedy Driving, Inc."
Nancy,1.0,"I enjoyed the class and actually…

I enjoyed the class and actually learned a few things!
I highly recommend them.",US,1,2021-05-25T03:07:49Z,"Comedy Driving, Inc."
Patricia,1.0,Easy informative course,US,1,2021-05-25T01:37:06Z,"Comedy Driving, Inc."
Sandra,1.0,"It was funny and entertaining

It was funny and entertaining. Thank you!",US,1,2021-05-24T21:25:13Z,"Comedy Driving, Inc."
Jovanny,1.0,"I have fun with the driving safety…

I have fun with the driving safety course, great way of information",US,1,2021-05-24T18:12:38Z,"Comedy Driving, Inc."
Dave,0.8,"better than others and funny sometimes

better than others and funny sometimes. but still drfensive driving.",US,1,2021-05-24T16:46:46Z,"Comedy Driving, Inc."
Norma,1.0,VERY INFORMATIVE WITH HUMOR GOOD COMBO,US,1,2021-05-24T05:37:26Z,"Comedy Driving, Inc."
Gloria,1.0,"I enjoyed the class so much

I enjoyed the class so much. It was very informative and hilarious. I learned a lot about driving defensively and how important it is to drive safe.",US,1,2021-05-24T03:31:11Z,"Comedy Driving, Inc."
Robert,1.0,"A Great Creative Mix

A creative mix of funny content and educational videos. Great job of breaking up the monotony of traditional class room training.",US,1,2021-05-24T02:23:03Z,"Comedy Driving, Inc."
Ronald,0.6,"It was over all a good program

It was over all a good program. The only issue was the buffering on some of the videos.",US,1,2021-05-24T00:13:43Z,"Comedy Driving, Inc."
Mark Wilson,0.8,"It was as I expected not bad keeps you…

It was as I expected not bad keeps you reminded not to speed",US,2,2021-05-23T22:15:57Z,"Comedy Driving, Inc."
Paul,1.0,"Very easy to understand

Very easy to understand! chapters and segments were comical and engaging. The real-life stories were very compelling.",US,1,2021-05-23T04:33:20Z,"Comedy Driving, Inc."
Student,1.0,"Well done

Well done, educational, and entertaining as you can make the subject.",US,1,2021-05-23T02:29:48Z,"Comedy Driving, Inc."
Randy,1.0,"I have taken courses before and this…

I have taken courses before and this was by far easy to follow without getting bored and offered some new information I had not learned in the past as well as some true life stories that touched me and I will pass on to my kids. Worth the time.",US,1,2021-05-22T21:30:12Z,"Comedy Driving, Inc."
Gloria,1.0,"Comedy Driving, Inc

Very good course.",US,1,2021-05-22T21:14:28Z,"Comedy Driving, Inc."
Sjuanje,1.0,Great program didn’t seem long at all,US,1,2021-05-22T02:59:49Z,"Comedy Driving, Inc."
Joshua,1.0,"Excellent and goofy

Excellent and goofy! Lol

But it makes it more easier to focus and pay attention 👌🏼",US,1,2021-05-22T02:15:58Z,"Comedy Driving, Inc."
SSweet,1.0,"Enjoyed the class this is my 4th time…

Enjoyed the class this is my 4th time taking their class. It’s quick easy and painless!",US,1,2021-05-22T00:17:20Z,"Comedy Driving, Inc."
Michelle,1.0,"I'm glad I took this course

I'm glad I took this course. It reviewed important information. It was a reminder about the importance of not texting while driving. It made me re-think about driving with my friend who often drinks and drives with me in the car. I also learned about details of road markings. It was a very helpful course.",US,3,2021-05-21T18:30:31Z,"Comedy Driving, Inc."
Pam Brandon,0.8,"Delivered in micro-learning segments so…

Delivered in micro-learning segments so easy to start and stop. Overall a very informative course.",US,2,2021-05-21T15:01:23Z,"Comedy Driving, Inc."
Cotrina,1.0,"Really enjoyed the course

Really enjoyed the course. Very engaging and informative.",US,1,2021-05-21T06:08:36Z,"Comedy Driving, Inc."
David,1.0,"You made it interesting

You made it interesting. I learned a couple things, making it time well spent.",US,1,2021-05-21T02:22:41Z,"Comedy Driving, Inc."
Alejandra,1.0,"Easy course

Easy course
And very informative",US,1,2021-05-21T00:49:10Z,"Comedy Driving, Inc."
Max,1.0,"This was a fun and very educational…

This was a fun and very educational program! Would definitely recommend it!",US,1,2021-05-20T23:34:39Z,"Comedy Driving, Inc."
David J,1.0,"Funny

even online, Comedy Driving was funny.",US,1,2021-05-20T22:19:36Z,"Comedy Driving, Inc."
Gilbert,1.0,"The class was very informative and I…

The class was very informative and I was able to grasp things I didn't know. I now stop behind vehicles where I can see there tires. That was one of the things that caught my attention. The class was long, but my cliche of, "" Only you can prevent your own forest fire "" once again prevails.",US,1,2021-05-20T19:25:03Z,"Comedy Driving, Inc."
Shenu,1.0,"Excellent course

Excellent course. it went so quick and the animation helps learn.",US,1,2021-05-20T18:31:28Z,"Comedy Driving, Inc."
Forrest,1.0,"My son has a hard time w these

My son has a hard time w these, but not this one. He did it in a day with the animation!!!",US,1,2021-05-20T17:50:37Z,"Comedy Driving, Inc."
Tara,1.0,Great course,US,3,2021-05-20T10:40:23Z,"Comedy Driving, Inc."
Moises,1.0,"Funny and entertaining

Great program with good honest humor..but also great content for the most part needed for driving instruction.",US,1,2021-05-20T08:50:17Z,"Comedy Driving, Inc."
Clark S.,1.0,"I give it 5*****

I give it 5***** . It was educational, easy to follow, and very Eye outing in understanding the actions consequence of our decision-making.
Applications"" to the families & friends, to those who have been lost.
Sincerely, Clark S.",US,1,2021-05-20T05:23:17Z,"Comedy Driving, Inc."
Mordecai,0.8,"I took this class

I took this class, easy to follow.",US,1,2021-05-20T02:42:41Z,"Comedy Driving, Inc."
Scott,1.0,"class was easy to listen

class was easy to listen. only took a weekend to complete.",US,1,2021-05-20T02:03:46Z,"Comedy Driving, Inc."
Lee,0.8,"Kind of corny

Kind of corny, but very informative! I learned MANY things!",US,1,2021-05-19T23:56:31Z,"Comedy Driving, Inc."
Fred,1.0,"VERY GOOD

VERY GOOD AND I WOULD RECOMMEND TO OTHERS",US,1,2021-05-19T22:44:00Z,"Comedy Driving, Inc."
Student,1.0,"Thank you so much I really learned lots…

Thank you so much I really learned lots of information I was not aware of. I think this class should be viewed in high schools",US,3,2021-05-19T22:13:15Z,"Comedy Driving, Inc."
Mario,1.0,"Course was great

Course was great. Thank you",US,2,2021-05-19T20:19:04Z,"Comedy Driving, Inc."
Rod,1.0,"I was pleasantly surprised at how…

I was pleasantly surprised at how smoothly everything went. As far as I could tell, you had all the bases covered.",US,1,2021-05-19T19:19:49Z,"Comedy Driving, Inc."
Anita,1.0,"Not boring

I wasn't able to sit and do my entire course in one day, so I love that I could just do bits and pieces when I had time. I was done before I knew it! I barely felt it. I'm glad it's not boring and the videos are really short and don't drag on.",US,1,2021-05-19T17:27:20Z,"Comedy Driving, Inc."
Julie,1.0,"This was an engaging and entertaining…

This was an engaging and entertaining course. I appreciated the humor but also the seriousness of texting and driving and drunk driving came through loud and clear.",US,1,2021-05-19T16:41:58Z,"Comedy Driving, Inc."
Tmarina,1.0,"The Best

Best to take!",US,1,2021-05-19T16:14:36Z,"Comedy Driving, Inc."
Amber,0.8,"Its always comical to watch

Its always comical to watch. Some of the videos and timing was off. Overall it was a good experience!",US,1,2021-05-19T14:49:30Z,"Comedy Driving, Inc."
Veronica,1.0,"I really enjoyed the class very…

I really enjoyed the class very Informative and entertaining. I actually listened and learned this class kept me focused.",US,1,2021-05-19T13:20:23Z,"Comedy Driving, Inc."
Marilu,1.0,"Informative easy

I’ll definitely recommend this online course to family friends and anyone! It was very informative and the time went by quick!",US,1,2021-05-19T12:01:02Z,"Comedy Driving, Inc."
Ly,1.0,"Short to the point

Short to the point , funny animated cartoon videos",US,1,2021-05-19T05:02:45Z,"Comedy Driving, Inc."
ken,1.0,"Great job!

Great job! If I have to do this again, it will be with you!",US,2,2021-05-19T04:59:30Z,"Comedy Driving, Inc."
Jose,1.0,It was very helpful thank you,US,1,2021-05-19T04:17:06Z,"Comedy Driving, Inc."
Bethany,1.0,"I really appreciated the comedy in it

I really appreciated the comedy in it. This class is very informative through its use of animated slides and helps you to remember them.",US,1,2021-05-19T03:55:36Z,"Comedy Driving, Inc."
