Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
"Haines (with an ""i"")",1.0,"I contacted a ForeverCar representative…

I contacted a ForeverCar representative about concerns and questions of the warranty contract. Questions were answered to my satisfaction. Thanks.",US,3,2022-08-10T17:04:13Z,ForeverCar
ALFREDO EDWARDS,0.6,"Way to much red tape

Way to much red tape. I have been with forever car for several years. And I currently have the platinum rate just because my Lexus has 104,000.00 I no longer qualify for the platinum but silver which is sad.",US,3,2022-08-10T04:30:23Z,ForeverCar
Deborah Harvey Travis Morris,1.0,"Carlo was very informative

Carlo was very informative. He had excellent manners which today is lacking with the younger people.",US,1,2022-08-09T23:03:31Z,ForeverCar
Glen Stockmal,1.0,easy to understand i hope,US,1,2022-08-09T20:18:48Z,ForeverCar
Ashley Tanamor Byers,1.0,"Great Customer Service

I worked with Carlo. He is very knowledgeable friendly and also gave me suggestions of shops in your network where I could take my vehicle for service. He also went over what was covered in my warranty. He explained everything very well from beginning to end and made sure that I understood. He reassured me that I could call him if ever I had any questions. His understanding, the suggestions , his tone and compassion are great customer service!!",US,1,2022-08-09T20:02:27Z,ForeverCar
Beverly Cornelious,1.0,"Great customer service and follow up.

Great customer service and follow up. Friendly, knowledgeable and personable.",US,1,2022-08-09T01:43:53Z,ForeverCar
steve Andrade,1.0,"Carlo was excellent sold me and very…

Carlo was excellent sold me and very pleasant great attitude",US,1,2022-08-08T22:37:03Z,ForeverCar
William,1.0,Charlie very knowledgeable and curtious,US,1,2022-08-08T18:06:18Z,ForeverCar
Woody Cohen,1.0,"Carlo's help.

Hello Erick. I am a current customer of Forever Car. I have two cars with your company. I had the pleasure of speaking with Carlo Rallo today. He helped me delete a vehicle I sold Saturday, and replaced it with a vehicle I purchased. He is a true asset to your company. Your company needs more like Carlo. Great job, well done!",US,2,2022-08-08T17:40:03Z,ForeverCar
Robert Dodd,1.0,"Easy to buy

Easy to buy, had this plan before and I like it.",US,3,2022-08-08T16:16:41Z,ForeverCar
Timothy Donahue,1.0,"Great customer service from Charley

Great customer service from Charley. Knowledgeable, fast and efficient.",US,1,2022-08-06T20:21:16Z,ForeverCar
James Hickman,0.8,"customer service was friendly and…

customer service was friendly and knowledgeable as to questions and concerns about this product and made my purchase decision must easier.
have not had any reason to use it as of yet but when i do need it {which i hope never have to} that will show me that i made the right decision",US,1,2022-08-06T16:45:45Z,ForeverCar
Doris Morris,1.0,"I was extremely grateful for all of the…

I was extremely grateful for all of the information I received about the coverage. Poi was very helpful and patient with all of the questions I had. I truly appreciated her kindness. Thank
you.",US,1,2022-08-05T23:25:08Z,ForeverCar
customer,1.0,"Thanks so much

Thanks so much. Process was so easy.",US,2,2022-08-05T22:02:31Z,ForeverCar
Grace Jerido,1.0,"My Customer Service personal today was…Victoria.

My Customer Service personal today was Victoria, she was very people friendly, knowledgeable and courteous.",US,1,2022-08-05T21:05:57Z,ForeverCar
Reuben Moses,1.0,"NEW CUSTOMER

ASSOCIATE WAS VERY HELPFUL AND POLITE DON'T KNOW HOW EXACTLY WELL THE COMPANY IS THOUGH BECAUSE I JUST SIGNED UP WITH THEM BUT TIME WILL TELL",US,1,2022-08-05T00:24:28Z,ForeverCar
Steven Ott,1.0,"Carlo was very thorough explaining…

Carlo was very thorough explaining everything. I would recommend him to anyone. We extended our current plan through Carvana. Silverrock has done a good job, no headaches just like it should be.",US,1,2022-08-04T23:50:33Z,ForeverCar
Elaine Lee,1.0,"After speaking to a representative

After speaking to a representative, I was able to make a sound decision for myself. Explanation of different eligible programs was helpful and appreciated.",US,2,2022-08-04T23:43:31Z,ForeverCar
Alexander Mullins,1.0,"Victoria Gets All 5s From Me

As a return/renewing customer Victoria was a rep was very helpful an nice I really appreciate her services process was not stressful at all an I thank her for that an well as you all as a company",US,2,2022-08-04T03:27:04Z,ForeverCar
Lydia Trammell,1.0,"Car Insurance

I like the immediate service.",US,2,2022-08-04T02:20:12Z,ForeverCar
Jorge Escobar,1.0,"Seguro

Not enough information yet.
Thank you!",US,1,2022-08-04T02:12:52Z,ForeverCar
Customer,1.0,Very easy to understand the policy.,US,3,2022-08-04T01:30:55Z,ForeverCar
Michael Medley,0.8,"Just joined and looking forward to…

Just joined and looking forward to excellent service when needed.",US,1,2022-08-03T20:35:37Z,ForeverCar
Odilon Amamio,1.0,Good costomer service,US,1,2022-08-03T04:43:41Z,ForeverCar
BJ Barnes,1.0,"Thank you Charlie Hohnstein

Thank you Charlie Hohnstein for providing excellent customer service; not only were you knowledgeable you were also very thorough and committed to ensuring we understood the enrollment process and what to expect thereafter.",US,1,2022-08-03T04:35:32Z,ForeverCar
Jeffrey Bonabard,1.0,"Great customer service

Got a great service and detail information I needed Samantha Jaeger .",US,1,2022-08-03T00:23:55Z,ForeverCar
Benjamin Schlabach,1.0,"I was looking for coverage for my GMC…

I was looking for coverage for my GMC as I just passed the 60k miles mark and went out of factory powertrain warranty. I wanted peace of mind for coverage on any major repairs and found Forevercar through my credit union. I was in contact with Carlo who was extremely helpful and the process was painless.",US,1,2022-08-02T21:11:53Z,ForeverCar
Robert Munger,1.0,"Good customer service,very easy to deal with.

Good customer service, Carlo was a great help and very informative, appreciate his consistency.",US,1,2022-08-02T19:20:26Z,ForeverCar
Thomas Plunkett,1.0,"Carlo was very friendly and…

Carlo was very friendly and professional during my application for coverage. He answered all my questions and explained my plan very well.",US,1,2022-08-01T20:57:39Z,ForeverCar
njp,1.0,"This was easy to sign up for to extend…

This was easy to sign up for to extend my Silverrock warranty for a 2012 Mercedes I bought from Carvana. Since I just signed up I haven't had to use it yet and hopefully I never will. If I do I'll rate my experience.",US,1,2022-08-01T20:43:02Z,ForeverCar
Christian T. Cielenou,1.0,"Wonderful experience purchasing an…

Wonderful experience purchasing an extended warranty subscription with Forevercar and Carlo who help me to understand all the policy, was very helpful, great communication. Highly recommended!",US,1,2022-08-01T18:36:30Z,ForeverCar
Cassandra Rattle,1.0,"Charlie Hohnstein who is a customer…

Charlie Hohnstein who is a customer representative with Forever CarCare was very helpful, fast and explained the renewal plan I need for my vehicle. He was thorough in explaining the coverage and cost. He was very attentive to my needs. Thank you for being outstanding!!",US,3,2022-07-30T22:43:13Z,ForeverCar
Paulina Daniel,1.0,Very professional,US,2,2022-07-30T04:52:10Z,ForeverCar
Simple Simon,1.0,"Very Pleasant Experience

I received an email offer nearly at the end of my car's original bumper-to-bumper platinum plan coverage through my bank's connections for a discount toward continuation of auto coverage with a third party. After I read the comparisons between Gold and Silver plans, I called the number a day later and got a live person immediately for the one question that I had about it to find out that it is a month-to-month pay as you go contract which works for me because I may decide to trade in or sell my car shortly after the 100k mark. Previously, I had to pay all at once for a 3-5 yr plan. This plan only charges me per month for coverage and I can stop it anytime without fees or hidden charges for up to 36 months! After a few days later I went online and filled out all the information and set up my contract hassle-free. Now I can maintain coverage once my Platinum plan expires and my Silver plan goes into effect next month.",US,1,2022-07-30T02:52:28Z,ForeverCar
W. Everett,1.0,"I called in to get insurance for my G80…

I called in to get insurance for my G80 and Charlie was very helpful in explaining the plans on what will be covered for my car in case of any issues during the 36 months. I was very impressed. He did an excellent Job.",US,1,2022-07-30T01:06:33Z,ForeverCar
Glendora Matthews-Bogerty,1.0,"Representative was very pleasant and…

Representative was very pleasant and helpful.",US,1,2022-07-29T23:50:59Z,ForeverCar
Seth Lenzi,1.0,"Carlo was awesome dude helped me with…

Carlo was awesome dude helped me with everything i needed to know and helped me get what I needed done today",US,1,2022-07-29T17:31:07Z,ForeverCar
Daryll Sharpe,1.0,"Victoria was awesome in getting me set…

Victoria was awesome in getting me set up on a new policy very pleasant to talk to thank again",US,1,2022-07-29T04:43:16Z,ForeverCar
Stephanie,1.0,"CARLO was very helpful and answered all…

CARLO was very helpful and answered all my questions. Made it easy for me in signing up for car warranty coverage. I like the peace of mind it gives me.
Thank you!",US,1,2022-07-29T01:30:12Z,ForeverCar
Kevin Archer,1.0,Charlie thanks your awesome,US,1,2022-07-28T22:11:37Z,ForeverCar
Peggy Krepto,1.0,"Extended Warranty renewal

Although the phone system was down, I was able to use the chat system and spoke with Carlo. He called me and answered all of my questions helping me to renew my contract for my Ford Edge. He explained all of the plans that were available for me, helping me to choose the one that was best for me. Very professional and friendly! Thank you Carlo!",US,3,2022-07-28T14:18:45Z,ForeverCar
Monika Fuchs,1.0,"Carlo was an excellent representative

Carlo was an excellent representative. Explained the policy and thoroughly answered our questions.",US,2,2022-07-28T06:18:26Z,ForeverCar
Michael E,1.0,"Charlie Was super helpful and made sure…

Charlie Was super helpful and made sure I understood everything A+++",US,1,2022-07-28T02:50:17Z,ForeverCar
Andre Magee,1.0,"Charlie was very helpful and very…

Charlie was very helpful and very informative to helping me pick a plan.",US,1,2022-07-27T21:37:55Z,ForeverCar
Chelsea Wilkins,1.0,"Victoria was an excellent customer…

Victoria was an excellent customer service representative",US,1,2022-07-27T21:00:49Z,ForeverCar
Anna Salt,1.0,"Representative Miquel was very helpful…

Representative Miquel was very helpful with my forever car policy when I realized it had expired and I did not realize it did. So he helped me resume my policy for the next 36 months. I am very satisfied with his assistance.",US,3,2022-07-27T19:31:51Z,ForeverCar
Murray Paxton,1.0,"Rack and pinion issue with my Kia Sedona van

Christian Brothers Auto in Lexington South Carolina diagnosed problem and perform the work in an expedient way. It was a considerable benefit for me to have forever car warranty!",US,3,2022-07-27T02:34:58Z,ForeverCar
Ebony Little William Harris II,1.0,"Forever car is amazing it has always…

Forever car is amazing it has always been quick and easy anytime that I needed my car serviced it took them no time to get the job done and me back on the road",US,1,2022-07-27T01:43:09Z,ForeverCar
Amadou Dione,1.0,"Just registered another car with…

Just registered another car with ForeverCar. Charlie was great to sign me up again. Thanks for your help Charlie.",US,5,2022-07-26T23:45:31Z,ForeverCar
Jeffrey Hajny,1.0,"Excellent service

Painless and quick. Excellent customer service!",US,1,2022-07-26T23:09:29Z,ForeverCar
James and Sherry Jones,1.0,"Carlo was Excellent!

Carlo answered all my questions and helped me determine the best coverage for us. Excellent customer service",US,1,2022-07-26T22:20:44Z,ForeverCar
Amadou Dione,1.0,"Thank you Charlie Hohnstein

Charlie Hohnstein, was very helpful today. He explained to me all the benefits and why I should sign up, and save money with ForeverCar. Thanks for all your help Charlie.",US,1,2022-07-26T21:26:55Z,ForeverCar
Momesha Lewis,1.0,"So far so good I’ve only had my car for…

So far so good I’ve only had my car for 90 days it’s currently in the shop and being fixed and fully covered",US,1,2022-07-26T21:09:58Z,ForeverCar
Jose,1.0,"Today I have a pleasan of informatio.

Today I have a pleasant time with Victoria who was able to review my 2019 Kia Sorento Repair service contract. She was able to answer all my questions and went beyond providing me with accurate information. Thanks a lot for your friendly service.",US,2,2022-07-26T20:20:46Z,ForeverCar
Joseph Young,1.0,Very helpful and made everything east,US,1,2022-07-26T18:28:41Z,ForeverCar
Charles Todd,1.0,"Victoria was great and professional…

Victoria was great and professional explaining the coverage to me.",US,2,2022-07-26T05:56:30Z,ForeverCar
John Burr,1.0,"Samantha J.was very helpful and…

Samantha J.was very helpful and friendly and very knowledgeable!!",US,1,2022-07-26T01:10:40Z,ForeverCar
William Foster,1.0,"Easy

It could not be easier.",US,1,2022-07-26T00:30:19Z,ForeverCar
PAULETTE NELSON,1.0,"My experience with the company

Thank you for your service. I really appreciate your representative Charlie. Charlie was very polite, patience very knowledgeable. An took alot of time to go over the policy. Which i felt good about getting the warranty.",US,3,2022-07-23T07:11:13Z,ForeverCar
ERIKA SPARKS,1.0,"Great Customer Service

After signing up for coverage, I received a call from Charlie, who offered more comprehensive coverage plan. He was very helpful, knowledgeable and courteous. I accepted the plan based on his recommendation and am happy! Thanks, Charlie!",US,2,2022-07-22T19:46:10Z,ForeverCar
mike,1.0,"Charlie did a great job at explaining…

Charlie did a great job at explaining everything to me!",US,2,2022-07-22T04:26:50Z,ForeverCar
Warren Eaton,1.0,"The easiest way to purchase mechanical…

The easiest way to purchase mechanical coverage for whatever automobile you own. I purchased my coverage on line everything was easily laid out and easier to understand.",US,1,2022-07-21T05:11:52Z,ForeverCar
Tae,1.0,"ForeverCar Excellent Customer Service

Contacted ForeverCar to add a vehicle to my policy. Carlo was very helpful and answered all my questions. Carlo sent me quotes for my vehicles so all I had to do was click a button to add them to the policy. I appreciate the time Carlo spent to make sure I understood all the information. Customer Service at its finest!!! Thank you!!",US,1,2022-07-20T22:48:38Z,ForeverCar
Thomas Wrublewski,0.8,"Disappointed that they do not offer multicar discountsa…

Disappointed that they do not offer a discount for having more than one policy.",US,1,2022-07-20T22:23:01Z,ForeverCar
Nora Shariff,1.0,"Victoria was very helpful and…

Victoria was very helpful and professional",US,2,2022-07-20T22:13:17Z,ForeverCar
Paul Schell,1.0,"Nice people

Nice people, easy to do and great coverage!!!",US,1,2022-07-20T18:48:20Z,ForeverCar
Karen Pickett,1.0,"Overall I had the best experience…

Overall I had the best experience shopping for mechanical repair. Ash had such good customer service. He was professional and gave me details on what plans he thought would work best for me. His personality was awesome. To the point he made me laugh and smile, that just made my day. Thank you.",US,7,2022-07-20T03:07:44Z,ForeverCar
CAROL MURPHY-DAVIS,1.0,"New customer signup

Spoke to Miguel Pineda who was very pleasant and informative from beginning to end with all our conversations; gave me the room to ask and get answers from him comfortably ; the services and price options offered to me were easy for my budget and glad I was a credit union member to receive such an offer; thank you",US,2,2022-07-19T18:53:24Z,ForeverCar
Anthony Barsanti,1.0,It’s exactly what I needed to know.,US,1,2022-07-19T02:52:50Z,ForeverCar
Mark Reeves,1.0,"She was very helpful and friendly

She was very helpful and friendly. Explain everything in detail. Answered all my questions and very professional.",US,1,2022-07-19T01:31:40Z,ForeverCar
Ronald Fortier,1.0,"I was surprised at how easy this was

I was surprised at how easy this was. Eric and Carlos answered my questions and made this a good experience",US,1,2022-07-19T00:29:43Z,ForeverCar
ila Arkin-Granieri,1.0,"Coverage for a Major Repair

I called Space Coast Credit Union, Forever Car because if my car needed any major repairs in the future, I would be covered with just a $250 deductable. It gives me peace of mind. The representatve, Brittany was very helpful and knowledgeable.",US,3,2022-07-18T21:22:06Z,ForeverCar
Alton Coles,1.0,"Satisfied

Ms. Jaeger was very helpful in explaining the process and assisting in signing up for your coverage. There were a couple of persons whose “Tone” left a little to be desired, didn’t sound very interested when I requested to speak to Ms. Jaeger.",US,1,2022-07-18T20:23:24Z,ForeverCar
Nana and Papa Seymour,1.0,Great experience,US,2,2022-07-18T18:44:49Z,ForeverCar
Antonio Escalante,1.0,"Samantha is the definition of Top of the line Customer service rep!! Give her a raise!! She was amazing agent!!

Just want to express my gratitude for she was above and beyond my expectations and by detailing everything being in my contract from roadside assistance to electrical to mechanical issues, I have a peace of mind now knowing that my car is in good hands from a great company who stands behind their customers",US,1,2022-07-16T20:38:26Z,ForeverCar
Jo Ciaccia,1.0,"Carlo was very helpful and answered all…

Carlo was very helpful and answered all of my questions! He took the time to go over everything with me so I could make an informed decision.",US,1,2022-07-16T00:29:25Z,ForeverCar
Tiffany Barton,1.0,"Carlo Rallo

Carlo Rallo, is the man!!! He was an awesome representative, explained everything thoroughly and walk me through the whole online sign-up process. He made my first experience purchasing a warranty very easy and smooth.",US,1,2022-07-15T18:59:27Z,ForeverCar
Joseph Deiuliis,1.0,"i am so glad happy with my rep Charlie…

i am so glad happy with my rep Charlie he explained it so good plus i love to know i have my car protected",US,1,2022-07-15T14:17:20Z,ForeverCar
Kayla Virgo,1.0,"I had a great experience

I had a great experience with this set up the agent Carlos was very clear and helpful in all means with the setting up and explaining the quote and what I would be getting for my money.",US,1,2022-07-15T02:16:27Z,ForeverCar
Anthony Capriola,1.0,"Miguel was very helpful &…

Miguel was very helpful & knowledgeable. Helped explain it all",US,1,2022-07-15T02:04:23Z,ForeverCar
Willie Jackson,0.8,"The service was very good

The service was very good, but there is always room for improvement.",US,2,2022-07-15T01:20:47Z,ForeverCar
Tami,1.0,"Very helpful with all the questions I…

Very helpful with all the questions I had",US,1,2022-07-15T00:42:01Z,ForeverCar
Tracey Tomak,1.0,"Forever Car

Charlie was very helpful in explaining the plans",US,2,2022-07-14T20:00:13Z,ForeverCar
Guy Madison,1.0,"Carlo was really understanding and went…

Carlo was really understanding and went thru it all and gave me the best information to make the best choice for me … Thank you Carlo
Guy Madison",US,1,2022-07-14T18:58:41Z,ForeverCar
Sherry Reichert,1.0,"Very Satisfied

Samantha was very helpful. I had many questions and concerns, and I really thought I would end up not going through with it. I was wrong.",US,1,2022-07-14T01:39:14Z,ForeverCar
Nikki,1.0,"I called in to purchase the warranty…

I called in to purchase the warranty available to me and Carlo was extremely helpful. He made certain to explain everything to me in such a clear and patient way that I was immediately put at ease. He was polite and willing to answer all of my questions. I wish more companies had a Carlo because he knows how to provide exceptional customer service. Thanks Carlo!!!",US,1,2022-07-13T19:56:28Z,ForeverCar
Kevin Kellogg,1.0,"The more I thought about it

The more I thought about it, I need to get a warranty. I opted out of the warranty when I was purchasing my car from Carvana. I went on the web site and I qualified to get a warranty after the fact. I called the number not knowing what to expect but I was pleasantly surprised how fast and easy it was and the customer service rep who I talked to was friendly and knowledgeable. Keep up the good work..",US,1,2022-07-13T16:08:10Z,ForeverCar
Kevin/Lisa Brown,1.0,Very knowledgeable customer service rep.,US,1,2022-07-13T04:42:00Z,ForeverCar
Elson Pinkney,1.0,"Ashton was Great at explaining the…

Ashton was Great at explaining the coverage. He made sure to explain to us the ends and outs of the coverage. Before hanging up with us he made sure we understand well. We were very pleased with Ashton. Great Job Ashton, Keep up the good work. Thanks",US,1,2022-07-13T04:25:35Z,ForeverCar
George Bodie,1.0,"Carlo took care of me today

Carlo took care of me today, honestly it scared me when I realized I didn’t have a warranty on my car I JUST bought. Carlo explained to me that TrueCar works with my credit union to warranty vehicles. I feel a lot better knowing I have a warranty. I still owe 25,000 on the car and I was told I get a warranty included, which was a lie. Now I got a bumper to bumper warranty.",US,1,2022-07-13T03:17:13Z,ForeverCar
Bucks Lewis,1.0,"Carlo Is very knowledgeable and a great…

Carlo Is very knowledgeable and a great numbers man.
He helped me pick the best plan for my 2018 Ford Taurus.
Thank you Carlo
Looking forward to working with you and your company.",US,1,2022-07-13T01:52:48Z,ForeverCar
Frank Pace Jr.,1.0,"Easy Listen and we’ll spoken

Working with Carlo Rallo was so easy. He was so easy to talk to, clear voice and explain everything about the coverage that was offered. It was easy doing g business with him.",US,1,2022-07-13T01:52:02Z,ForeverCar
Ms.Cooper,1.0,"Excellent Customer Service

Victoria provided excellent Customer Service. She was very professional and knowledgeable. I did not feel pressured to purchase.",US,2,2022-07-12T23:13:33Z,ForeverCar
Robert Camacho,0.8,"Excellent

I was extremely empress by the person care in taking my information and all the deals of the plan that would cover my car in case there any mechanical problems. He does your company well!!!!",US,2,2022-07-12T22:53:01Z,ForeverCar
Verona Riley,1.0,"Piece of Mind

I was concerned about a warranty on my car. So I called Forever Car. Carlos understand my need.He was patient and knowledgeable, answered all my questions and put my mind at ease. Thanks.",US,1,2022-07-12T01:40:00Z,ForeverCar
Dennis Schumacher,1.0,"Good place

Good tires great prices",US,1,2022-07-11T04:00:18Z,ForeverCar
Michael Potzmann,1.0,"Charlie was great

Charlie was great! He called me and explained everything about my policy. He helped me upgrade.",US,1,2022-07-09T06:21:28Z,ForeverCar
Darnell Pickett,1.0,"My experience was very good the…

My experience was very good the customer service representative helped me and was polite and on top of her game thank you",US,1,2022-07-09T01:55:06Z,ForeverCar
Maureen and Mark Zalaoras,1.0,"Great communication with customer…

Great communication with customer service reps, including Datrell who originally handled my call and forwarded a sample contract to me; and Victoria who signed us up for the warranty. Both were highly courteous and professional.",US,1,2022-07-08T21:59:29Z,ForeverCar
joseph carlo,1.0,"Charlie did fantastic with me answered…

Charlie did fantastic with me answered all my questions explained everything to me very very carefully made sure I understood everything made the experience amazing I’m so glad I got Charlie and I’m very happy and I will definitely tell my friends and family how How happy I am about my warranty",US,1,2022-07-08T04:05:25Z,ForeverCar
Sheri Clancy,1.0,"Charlie was great!

Signed up online and then Charlie called to confirm my application and helped me upgrade my application and get my payment situated for the correct amount",US,1,2022-07-08T03:30:28Z,ForeverCar
Michael Scott,1.0,"The process was super easy

The process was super easy. The rep was very knowledgeable professional and understanding of what I was looking for. I am a DIRECTOR or 20+ emoyees if she worked for me I would give her a raise.
Michael scott",US,1,2022-07-08T02:26:39Z,ForeverCar
Donald Reaume,0.8,"What is there to review

What is there to review? I just signed up.",US,1,2022-07-08T00:52:16Z,ForeverCar
Kim Staggers,1.0,"Great value,planning to keep my car…

Great value,planning to keep my car longer now!",US,2,2022-07-08T00:10:53Z,ForeverCar
Rosemary Padilla,1.0,"excellent assistance

I was able to get excellent assistance to add another vehicle gold plan coverage",US,1,2022-07-07T23:59:00Z,ForeverCar
Calvin Flowers,1.0,"Forever Car Review

I recently reached out to Forever Car in an effort to get a quote for a vehicle warranty. This was a good positive experience with great interaction. Emily contacted me and was very helpful in explaining the two warranty plans that were available. She was very knowledgeable and helpful and able answer all my questions.",US,1,2022-07-07T19:36:58Z,ForeverCar
Krista M,1.0,"Helpful and Kind

Charlie was so helpful and kind. He answered all of my questions and reassured me with my concerns.",US,1,2022-07-07T17:20:33Z,ForeverCar
Dina Ramos,1.0,"Easy to compare package and easy to…

Easy to compare package and easy to purchase the selected plan.",US,1,2022-07-07T07:54:25Z,ForeverCar
John Bailey Jr. Virginia A. Ba,1.0,"Victoria was awesome!

Victoria was awesome!! The experience was fast and simple. Give this lady a raise.",US,1,2022-07-07T04:27:14Z,ForeverCar
Ruby Jefferson,1.0,"Sent Already

I already sent a review. Excellent customer service. Loved Carlo.",US,3,2022-07-07T03:55:34Z,ForeverCar
Nadia Fontaine,1.0,"Carlo's customer service skills were…

Carlo's customer service skills were awesome. He took time to understand his customer. He was very nice, humble and patient. He explained the coverage well to help me understand the warranty being purchased for my vehicle. I had a great experience.",US,1,2022-07-07T02:34:57Z,ForeverCar
Anthony,1.0,"Carlo helped me tremendously

Carlo helped me tremendously! Thank you.",US,1,2022-07-06T23:32:37Z,ForeverCar
Barbara,1.0,"Explained a warranty for our second car…

Explained a warranty for our second car very well, plus answered questions on a warranty we held earlier. Got all my questions answered.",US,2,2022-07-06T21:45:52Z,ForeverCar
Julius and Linda Saucier,1.0,"Carlo Rallo was so helpful & courteous

Carlo Rallo was so helpful & courteous. He was very patient, guiding me through the application & taking the time to explain the policy to me and helping me navigate through everything, since I am not that knowledge about computers.",US,1,2022-07-06T21:00:09Z,ForeverCar
Melina Arredondo,1.0,"Carlo Rallo was very helpful

Carlo Rallo was very helpful, kind and explained everything to me regarding policy. Great customer service.",US,2,2022-07-06T20:31:36Z,ForeverCar
Agustina Castaneda,1.0,"I spoke to Victoria

I spoke to Victoria, she was indeed very helpful to me and my transaction went very well. my expections were met.",US,1,2022-07-06T19:42:36Z,ForeverCar
Cindy Stanfield,1.0,"The sales agent, Ashton

The sales agent, Ashton, was knowledgeable and professional. Enjoyed my experience setting up my coverage.",US,1,2022-07-06T18:12:32Z,ForeverCar
Bernard,1.0,"I found the agent to be knowledgeable…

I found the agent to be knowledgeable and quick to offer help and suggestions.",US,2,2022-07-06T15:40:33Z,ForeverCar
Vashawn Gill,1.0,"This was the easiest process I have…

This was the easiest process I have ever experienced trying to buy Mechanic insurance. I would refer this service to anyone, and Ashton was absolutely amazing awesome work!",US,1,2022-07-06T03:29:39Z,ForeverCar
Christopher Way,1.0,"Very easy process (so far) and the…

Very easy process (so far) and the account manager was very knowledgeable!",US,1,2022-07-06T00:12:21Z,ForeverCar
