Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Adewale Tijani,1.0,"Easy to follow; each module is concise to the topic

Easy to follow; each module",US,1,2022-08-12T05:03:14Z,iDriveSafely
del,1.0,Well explain,US,1,2022-08-12T04:57:26Z,iDriveSafely
Angel S.M.,0.8,"Worth it

To be honest, the videos are boring but alright because I get a good laugh from the audio quality, but I am learning quite a bit. I'm only halfway done and the questions are easy to read and answer. Overall, I give it an 8/10 for the price and quality.",US,1,2022-08-12T03:51:23Z,iDriveSafely
Na'ilah Williams,1.0,"I just started this course yesterday

I just started this course yesterday, and I am already halfway through. Definitely worth it.",US,1,2022-08-11T22:13:05Z,iDriveSafely
Solista Yamazaki,1.0,Very well put together and not boring.,US,1,2022-08-11T21:07:28Z,iDriveSafely
Timothy,1.0,"The best Tool to learn and or refresh your knowledge in Safe Driving

The program video is great. It keeps your attention so that you can succeed in learning or refreshing you mind of safe driving techniques.",US,2,2022-08-11T20:32:16Z,iDriveSafely
Kyiesha Richards,1.0,"Very Knowledgeable

Easy and I learnt a lot.",US,2,2022-08-11T06:15:45Z,iDriveSafely
ARYA EMPSON,1.0,"It was good

It was good. It went smoothly.",US,1,2022-08-10T20:32:55Z,iDriveSafely
Ricardo,1.0,Videos are brief and to the point.,US,1,2022-08-10T20:03:09Z,iDriveSafely
Ty M,1.0,Easy to navigate and informative,US,1,2022-08-10T19:43:00Z,iDriveSafely
Kamlesh Brahmbhatt,1.0,"VERY HELPFUL INFORMATION

VERY HELPFUL INFORMATION. EXCELLENT",US,1,2022-08-10T03:10:54Z,iDriveSafely
Consumer,1.0,"Easy to understand

Easy to understand. It give usable information and reminds us of things we may have forgotten",US,1,2022-08-10T02:47:53Z,iDriveSafely
Dorinda Ward,1.0,"I learned a lot so I’m grateful for the…

I learned a lot so I’m grateful for the class",US,1,2022-08-10T02:19:34Z,iDriveSafely
kenneth brozowski,0.2,"This has been the worst experience

This has been the worst experience. not easy to navigate and there's no costumer service to help anyone.",US,1,2022-08-10T02:17:30Z,iDriveSafely
Jacqueline Piña,1.0,Very educational,US,1,2022-08-10T00:50:18Z,iDriveSafely
Joanne Mansfield,0.2,"online course…

I have been at the library one and a half hours trying to sign in to the course. so frustraited. paid twice for this same course.",US,1,2022-08-09T21:28:51Z,iDriveSafely
Poojita,1.0,"This a good course to understand the…

This a good course to understand the rules",US,5,2022-08-09T20:35:12Z,iDriveSafely
Patrick Piggott,1.0,Awesome method of instruction and review,US,1,2022-08-09T05:28:14Z,iDriveSafely
Walter Janek,1.0,"I'm very happy I have had this…

I'm very happy I have had this opportunity to get an education after all I've been driving a motorcycle 50 pluss years now.",US,1,2022-08-09T05:20:49Z,iDriveSafely
Sierrra Brownlow,1.0,"The experience was amazing and I…

The experience was amazing and I learned a lot.",US,1,2022-08-09T02:40:58Z,iDriveSafely
Bahtinur Turgut,1.0,"this course helps me a lot to…

this course helps me a lot to understand and learn the traffic rules thank you",US,1,2022-08-08T00:25:14Z,iDriveSafely
FERNANDO SANCHES,1.0,"Worth it

Very easy, video is super helpful, little old… highly recommended",US,1,2022-08-07T23:50:19Z,iDriveSafely
R L,1.0,"What you didn't know about driving safely

I thought I knew everything about driving safely there is to know but this course actually taught me things I didn't realize are very important that is not taught on your average driving exams. I'm extremely glad I took the course. What I have learned is going to make me a safer driver. Thank you",US,1,2022-08-07T16:09:07Z,iDriveSafely
MygachaChildren.,1.0,"This program is very helpful and…

This program is very helpful and educative I'm glad I took it and I did understand it all. It will make me a better driver.",US,1,2022-08-07T04:51:36Z,iDriveSafely
customer,1.0,"This course worked well as I was able…

This course worked well as I was able to take it over time.",US,3,2022-08-07T04:50:15Z,iDriveSafely
Guillermo Sanchez,1.0,"excellent course I will recommend it to…

excellent course I will recommend it to my friends and relatives not boring at all.",US,1,2022-08-07T04:37:56Z,iDriveSafely
Francis Gill,1.0,"Very Useful for all who drive

Very Useful for all who drive. I think everyone should take this course from time to time. It is good, if the whole family watch this course.",US,1,2022-08-07T04:34:51Z,iDriveSafely
Sheryl Hire,1.0,"I was very discouraged until I spoke…

I was very discouraged until I spoke with the help center!!
thank You!!",US,1,2022-08-07T00:23:38Z,iDriveSafely
Catherine Ming,1.0,"This program is helpful

This program is helpful, educational, easy to use and well organized.",US,1,2022-08-06T23:57:40Z,iDriveSafely
Barbara Bradford,0.8,"The information is great

The information is great. I'm learning a lot. Just wish it wasnt 6 hours to complete the course.",US,1,2022-08-06T19:53:46Z,iDriveSafely
Markell Wright,1.0,Great experience 👍🏾,US,1,2022-08-06T17:42:47Z,iDriveSafely
Kayla Ferrer,1.0,"so good such a great way to earn your…

so good such a great way to earn your licesnse you learn alot",US,1,2022-08-06T03:56:40Z,iDriveSafely
Cruz S,1.0,"Good site

Idrivesafely was recommended to me by CarTalk and I'm happy I took their advice. This is one of the best and most streamline sites to use in my experience. They're also 1000x better than LowestPriceTrafficSchool. Use IDrive instead.",US,1,2022-08-06T03:55:09Z,iDriveSafely
Tayla,0.8,"Great

Great, it could use a few more visual examples and videos but everything is really nice!",US,1,2022-08-06T02:58:44Z,iDriveSafely
Minister Miranda Salas,1.0,"Easy to Listen and Learning is made…

Easy to Listen and Learning is made visual. if you missed a part of the session you can always play it back.",US,1,2022-08-06T02:45:09Z,iDriveSafely
Jane PALOMO,1.0,"this is great experience for anyone…

this is great experience for anyone age. it is very good information everyone should take this before getting a license. they can learn a lot",US,1,2022-08-05T23:44:41Z,iDriveSafely
Sundeep Roy Maddineni,1.0,"Good experience for me learning about…

Good experience for me learning about rules and regulations. Illustrations given are easy to understand. It will build confidence and courage about driving.",US,1,2022-08-05T22:28:18Z,iDriveSafely
Nattie Bennett,1.0,"I had an amazing experience!!!

I had an amazing experience! They helped me so much, and so fast! 10 out of 10 would recommend!!! Keep being awesome!!!",US,1,2022-08-05T06:48:28Z,iDriveSafely
KINGG SAIESO,1.0,"Awesome

Awesome. The fact I lost Internet an did not lose where I was left at . The retake the test part . Love it",US,1,2022-08-05T01:44:32Z,iDriveSafely
Matthew Greer,1.0,"Great class I've learned a lot while…

Great class I've learned a lot while taking this driving class",US,1,2022-08-04T20:35:28Z,iDriveSafely
Grace Love,1.0,Very professional,US,1,2022-08-04T18:31:34Z,iDriveSafely
Chukwubueze Ikondu,1.0,such a great website,US,1,2022-08-04T18:20:23Z,iDriveSafely
Step,1.0,"Awesome

Awesome! Great course easy to use and have highly recommend.",US,1,2022-08-04T16:50:13Z,iDriveSafely
Abraham Crocamo,1.0,"The course is very informative and…

The course is very informative and keeps you focused.",US,1,2022-08-04T09:23:29Z,iDriveSafely
Jan Comstock,1.0,I find this course informative.,US,1,2022-08-04T03:04:09Z,iDriveSafely
KR,1.0,"Would highly recommend

Amazing and easy way to get the information you need to answer all the questions at the end of each lesson/ passages. Good pricing for what you would be receiving in the long run. Very informational and love how it gives you an extra review of all the passages you've read to give you a quick recap before you take the tests. Would definitely recommend for anyone who would have a hard time doing the in-person tests etc. and would rather get it done quicker and at their own time.",US,1,2022-08-04T02:53:52Z,iDriveSafely
Cameorn Howell,1.0,"very easy but very time consuming

very easy but very time consuming. but its worth it although when you take the permit test the questions are not the same at all",US,1,2022-08-04T01:46:39Z,iDriveSafely
David Blackmon,1.0,"I got a speeding ticket for go to fast…

I got a speeding ticket for go to fast but this has helped me to slow down and pay more attention to the road signs",US,1,2022-08-03T19:52:37Z,iDriveSafely
Aaron Tang,1.0,it is helpful.,US,1,2022-08-03T06:50:15Z,iDriveSafely
C T,1.0,Great course I'd recommend to anyone,US,1,2022-08-03T04:30:52Z,iDriveSafely
Lacey Parker,1.0,"Fantastic course!!!

This was a great curriculum and even better staff! Everyone is so helpful when you have questions or problems. I'm so grateful for this course!",US,1,2022-08-02T23:56:48Z,iDriveSafely
Seus Parker,1.0,"The IDSC review.

My experience so far with the course has been good, and I believe this course will benefit all the driver who take it.",US,1,2022-08-02T21:21:04Z,iDriveSafely
Steven Beckman,1.0,"Its good to be brought up to date on…

Its good to be brought up to date on all the new laws, new technology on vehicles. Ways to stay out of accidents. Makes you a better driver",US,2,2022-08-02T18:10:06Z,iDriveSafely
Sony Achary,1.0,"Great Videos and Content for sharing…

Great Videos and Content for sharing the knowledge on driving and answering the questions.",US,1,2022-08-02T06:14:56Z,iDriveSafely
Alexzander Whitehouse,1.0,"i'm not quite done but i love it so far

I'm not quite done taking this course, but i'd say it's very thorough. It even takes some of the information from you state and inputs it in your course i would recommend this.",US,1,2022-08-02T05:47:47Z,iDriveSafely
Joni,1.0,"Great service

Was misled by false bad reviews. Wonderful customer service and interactive program!",US,1,2022-08-02T04:33:05Z,iDriveSafely
Angel Flores,1.0,Great video overviews for the tests !,US,1,2022-08-02T02:00:44Z,iDriveSafely
Kris Groover,1.0,"This is a self explanatory test site

This is a self explanatory test site. All info you need is repeated multiple times and a review is given.",US,1,2022-08-02T01:45:08Z,iDriveSafely
DehydratedWater,1.0,"Easy To understand

Title says it all 👍",US,1,2022-08-02T01:30:16Z,iDriveSafely
DJ KD Services,1.0,so far everything is going great.,US,2,2022-08-02T01:15:38Z,iDriveSafely
Avis Colvin,1.0,"I appreciate this program because it…

I appreciate this program because it gives you second chances.",US,1,2022-08-02T01:13:32Z,iDriveSafely
Anjali Sharma,1.0,"It teaches us very effectively…

It teaches us very effectively explaining every detail.",US,1,2022-08-02T00:28:19Z,iDriveSafely
nice,0.8,"It's alright.

Purchased an iDriveSafely course to complete my 30-hour course requirement for my permit and while the mandatory timer on each page is annoying and excessive the course has a lot to teach and offer, although I have heard about some issues with getting your certificate over to the DMV but I haven't finished my course so I don't know about that yet, but I'll update if I have any concerning issues.",US,1,2022-08-01T22:05:06Z,iDriveSafely
Sue Black,1.0,took some time but got it done,US,1,2022-08-01T16:56:40Z,iDriveSafely
Narendra,1.0,"These videos are very good and easy to…

These videos are very good and easy to understand the rules with good explanation",US,1,2022-08-01T06:27:28Z,iDriveSafely
Lily,1.0,"Great so far its helping so much and…

Great so far its helping so much and the process is great",US,1,2022-08-01T06:01:45Z,iDriveSafely
Fritz Evans,1.0,"I believe this is very good information…

I believe this is very good information and is presented in a reasonable way to make it interesting.",US,1,2022-07-31T21:10:22Z,iDriveSafely
Devin Duval,1.0,I really appreciate the test.,US,1,2022-07-31T12:02:47Z,iDriveSafely
J. Foday,1.0,"Informative and User friendly

The course is user friendly and very informative to the extend that you really don't get bore with the length of time it take to complete.",US,2,2022-07-31T07:12:38Z,iDriveSafely
Emanuel Passos,1.0,It’s very good and very easy to use,US,1,2022-07-30T07:32:18Z,iDriveSafely
Mar,1.0,"It helps a lot and u learn everything u…

It helps a lot and u learn everything u need to know",US,1,2022-07-30T00:37:45Z,iDriveSafely
Arielle Grier,1.0,great experience,US,1,2022-07-29T23:33:28Z,iDriveSafely
Rich,1.0,"I took the course about 1 1/2 years ago…

I took the course about 1 1/2 years ago and didn't realize an email that I had gotten about my report wasn't reported to the DMV. I called idrivesafely and told them that their was a mistake on my drivers license part of the cert. and that I try to get a duplicate for $10 and it wouldn't. she said thats because i wasn't taking the course but they will send me one for free.. wow this is great and the course was even batter",US,1,2022-07-29T22:37:17Z,iDriveSafely
Mark Brackett,1.0,"Very Informative

Very Informative, Program . Sure refreshed me on my driving skills.",US,1,2022-07-29T21:14:34Z,iDriveSafely
Judy BouKheir,1.0,"I'm about 1/2 way through my defensive…

I'm about 1/2 way through my defensive driving course, and have only had one issue - it was addressed very quickly through the chat feature. I'd recommend this course to anyone, who's looking for a ticket dismissal, and wants a concise and informative course!",US,1,2022-07-29T19:30:35Z,iDriveSafely
Yogesh Patel,0.8,"Overall great material.

Overall great material.
Some of the material is too lengthy and seems contrived.",US,1,2022-07-29T00:53:47Z,iDriveSafely
Princess Aleja Pia Ibrahim,1.0,"Easy

Easy to learn and very informative.",US,1,2022-07-28T20:32:22Z,iDriveSafely
Katherine Mattei Quinones,1.0,"I have learned so much from this course…

I have learned so much from this course so far! I would definitely recommend it!",US,1,2022-07-28T19:54:49Z,iDriveSafely
ariel,1.0,"very helpful learned some new things to…

very helpful learned some new things to
great course i recommend it!",US,1,2022-07-27T23:02:13Z,iDriveSafely
john taylor,1.0,It worked well.,US,1,2022-07-27T20:35:20Z,iDriveSafely
THOMAS PAYNE,1.0,"This was a great spend

This was a great spend. If you are looking 4 a company to help with defensive driving PLEASE give them a try.",US,1,2022-07-27T20:06:54Z,iDriveSafely
Shabbir Baig,1.0,"great experience and simple easy…

great experience and simple easy operation",US,1,2022-07-27T11:35:21Z,iDriveSafely
Paul Pupo,1.0,"Easy and best way to get this done

Easy and best way to get this done, as it lets you go at your own pace.",US,1,2022-07-27T09:14:38Z,iDriveSafely
TOO CUTE,1.0,I really love this 💕,US,1,2022-07-27T07:47:07Z,iDriveSafely
Sue Warrington-Doud,1.0,"Great Course !

This course was great...it really made me think about all of the things that can and cannot happen while driving a car.....thank you very much. It was very eye opening and I feel as though I need it in the traffic congestion that I drive in most every day.
Sue",US,1,2022-07-27T04:23:27Z,iDriveSafely
Sofia Marquess,1.0,"Best online course

This course helped me a lot, the explanations are understandable and did not disappoint. Super recommend.",US,1,2022-07-27T01:25:59Z,iDriveSafely
Gera Castillo,1.0,Thank you for your time,US,1,2022-07-26T23:26:32Z,iDriveSafely
Miles Underwood,1.0,"Is it legal to flash your lights once…

Is it legal to flash your lights once at a driver with their brights on? I was under the impression that it wasnt.",US,1,2022-07-26T15:03:08Z,iDriveSafely
Angela,1.0,"As much I hated having to take this…

As much I hated having to take this blasted course, I have to say that I actually did learn a couple things, and was reminded of a few basic things that I really already knew, but maybe did not necessarily think about very much. (When maybe I need to think about it more often, if that makes sense.)
There were a couple of times where it was possible to become confused, because there was the necessity of having to remember too many numbers; feet etc.
But all in all, the test was relatively easy to follow.",US,1,2022-07-26T05:27:11Z,iDriveSafely
Colevia Terrell,1.0,This is the best course no exceptions !,US,1,2022-07-26T04:51:19Z,iDriveSafely
Alejandro,1.0,Better then other online courses,US,1,2022-07-25T22:59:36Z,iDriveSafely
kenny,1.0,really helpful,US,1,2022-07-25T21:23:58Z,iDriveSafely
Cameron Adil,1.0,"A hands-on process with no hidden fees…

A hands-on process with no hidden fees like other websites, I loved the courses. affordable prices and timely services, Thank you!! I'm forever a customer!",US,1,2022-07-25T04:55:34Z,iDriveSafely
Logan Nicholson,1.0,"is what it is... and more.

Pretty good for a court ordered online drivers safety course... except the CGI people... they will live in my nightmares forever.",US,1,2022-07-25T03:24:23Z,iDriveSafely
Howard,1.0,"Having electively experienced taking an online Drivers Safety Course

Having electively experienced taking a Drivers Safety course in the past with an instructor I find this online methodology much better. It is not boring or uncomfortable and gives you the freedom to do other tasks, if necessary, i.e., a bathroom break, a snack, to rest your eyes, to regain your concentration and most importantly to learn how dangerous driving can be. In fact, I have taken a few screen shots to share with people that I know so they recognize their safety for others shortcomings while driving.",US,1,2022-07-24T21:49:16Z,iDriveSafely
Scott,1.0,"Relaxed and Informative!

Very relaxed and informative!",US,1,2022-07-24T20:49:45Z,iDriveSafely
Michele Lee,0.8,"TEST SOONER on LESS INFO PER TEST

Considering that this test is designed for ""mature"" drivers, my suggestion would be to have more tests that cover less material per test. I found myself sometimes a bit overwhelmed with the amount of statistics and variety of material before being tested. Worrying that you won't remember the potential question on the many statistics causes one to become anxious and therefore not retain the more important points of each section. It is interesting, however, that the final section was the most difficult for me and I scored 100% which made me feel it was worth the extra time I gave each section.",US,1,2022-07-24T03:18:38Z,iDriveSafely
David Frausto,1.0,It's very helpful and entertaining,US,1,2022-07-23T23:34:20Z,iDriveSafely
Consumer,1.0,"Very informative

Very informative. I’ve learned a lot from this driving course. Strongly recommend.",US,1,2022-07-23T23:23:40Z,iDriveSafely
Lizz Fairall,1.0,"This course has been truly in…

This course has been truly in formative..and helpful. Thank you",US,1,2022-07-23T20:16:19Z,iDriveSafely
Orion Jacobs,1.0,"Very pleasant and easy to follow

Very pleasant and easy to follow. Lots of technical math and science, but general info is all that is needed for us simple folks. BONUS points for having an audible option!!!",US,1,2022-07-23T18:57:17Z,iDriveSafely
France Rene,1.0,I love idrivesafely is good,US,1,2022-07-23T15:27:15Z,iDriveSafely
Dove Bonjean-Alpart,0.2,"I've had no ability to log into my…

I've had no ability to log into my account since I made it even after trying to click ""forgot password"". Scam!",US,1,2022-07-23T01:10:47Z,iDriveSafely
Norman Scott,1.0,Its a great way to spend 8 hrs...,US,1,2022-07-22T14:42:47Z,iDriveSafely
shirley ayala,0.8,"Idrivesafely helped me get started…

Idrivesafely helped me get started learning the rules of the road, after completing the course I am confident to take my written driver's license test.",US,1,2022-07-22T10:18:31Z,iDriveSafely
Wes Fain,1.0,Thorough and easy to navigate,US,1,2022-07-22T07:13:32Z,iDriveSafely
chris,1.0,Solid well done,US,1,2022-07-22T05:08:47Z,iDriveSafely
r.n.h.q,1.0,"Easy program

Easy program, affordable, and it allows you work when times are convenient for you.",US,1,2022-07-22T04:49:43Z,iDriveSafely
Juan Olano,1.0,"was a really good experience thanks I…

was a really good experience thanks I really enjoyed,looking forward to be more careful than ever driving from now on",US,1,2022-07-22T04:19:59Z,iDriveSafely
Tomas Garcia,1.0,"I liked it

I liked it, great program,good customer service.
Highly recommend!!",US,1,2022-07-22T03:33:48Z,iDriveSafely
Gianelle_,1.0,"Very good course for an affordable…

Very good course for an affordable price! I enjoy this course as it makes learning to drive easy and I got my learner's license because of it! My only questions are: if I finish the course and receive my certificate for a drivers license already, but the 6 months aren't up on my learners license and I'm not 18 yet, will my certificate expire? In this case, do I have to drag out my course for the remaining months and not finish it until I'm close to getting my license or can I just save the certificate a good amount of time beforehand??",US,1,2022-07-22T02:09:53Z,iDriveSafely
Melissa Augustin,1.0,"This website provides a driving course…

This website provides a driving course that is beneficial and allows me to obtain my permit license and it is easy to understand and I love it so much.",US,1,2022-07-22T00:01:56Z,iDriveSafely
Raymundo Lima,1.0,"Awesome

Very well though, easy to understand.Easy to comprehend.love it",US,1,2022-07-22T00:00:53Z,iDriveSafely
Bacilio Garcia,1.0,"Pretty good

Pretty good , easy understanding.",US,1,2022-07-21T23:40:08Z,iDriveSafely
Tina Soto,1.0,"I like the fact I can come back to…

I like the fact I can come back to reading and continue where I stop",US,1,2022-07-21T21:55:32Z,iDriveSafely
Olivia wilson,1.0,"Simple

Very easy to understand and makes the process of getting your learners permit very simple. Was recommended this website by multiple friends and so glad I used it!",US,1,2022-07-21T06:43:32Z,iDriveSafely
Tonya,1.0,"Awesome class to learn the laws and to…

Awesome class to learn the laws and to be a safe driver",US,1,2022-07-21T03:37:46Z,iDriveSafely
Delina Bramuchi,1.0,"Very informational and made the test…

Very informational and made the test easier. It also made me more aware of potential dangers in and outside the car. I will also note that I do not anger easy but letting my emotions or another aggressive driver is not beneficial to me in any way.",US,1,2022-07-21T03:17:17Z,iDriveSafely
Carl Alexander,1.0,"Been driving since 1983 at age 15 and…

Been driving since 1983 at age 15 and this course has made me recognize some common mistakes a make from time to time. As a plus 5 driver, I'm learning things that will make me a even better driver. The research through the NTHA has made driving safer and will get better. I'm a war vet, and would recommend this course to all war vets, you will be a better driver upon completion.",US,5,2022-07-21T03:01:18Z,iDriveSafely
Leslie,1.0,"Excellent information - Easy Format

So far so good, I just completed Level 5. Very informative but not overwhelming.",US,1,2022-07-20T19:57:38Z,iDriveSafely
Robert Hairston,1.0,"i love this course

i love this course, it not only offers me ability to study around my long work schedule but it also gives lets me go back and review if i missed or didnt understand something.",US,1,2022-07-20T19:23:21Z,iDriveSafely
Tamela,0.8,"Driving 101 -the easy to comprehend Advance level

This course is easy to follow, take notes, and comprehend. I enjoy the no pressure, self paced format provided. I tried another program before this one and suffered several tech issues, with not customer support so it is refreshing to complete this course with none of those issues. I am learning a lot, and definitely see the benefit for this refresher course. I love the way they incorporate real life scenarios and tips from experts.

Highly recommend",US,1,2022-07-20T08:00:16Z,iDriveSafely
mark Erman,1.0,Theresa is very helpful!,US,1,2022-07-20T02:53:38Z,iDriveSafely
Anil Bagai,1.0,"I find this class very well written and…

I find this class very well written and comfortable progress.",US,1,2022-07-20T02:13:51Z,iDriveSafely
uzoma charles,1.0,Very easy to learn and understand,US,1,2022-07-20T01:51:41Z,iDriveSafely
kim shipp,1.0,"The test are timed so you cannot rush…

The test are timed so you cannot rush through. So you spend a long time getting it done, but the information is priceless!!! I learned so much. Every driver should have this information before they get a license. This is thought 💭 provoking information!!!",US,1,2022-07-20T01:44:29Z,iDriveSafely
kakashi,1.0,"Helped me get my drivers license

This a very great experience. It was a lot of work but it finally helped me get my drivers license and I greatly appreciate it.",US,1,2022-07-20T00:04:25Z,iDriveSafely
Darshana Patel,0.8,"It was informative and eye opening…

It was informative and eye opening regarding some incidents happens with drinking and driving. I thinks defensive driving test should be enforced for every time one renews drivers license.",US,1,2022-07-19T23:05:08Z,iDriveSafely
Mary Webber,1.0,"I really needed this as a refresher…

I really needed this as a refresher course because I have been driving for so many years and I accidentally let my liscence expire! I found this very informative and I wasn't bored or distracted at all! It was great!",US,1,2022-07-19T08:54:56Z,iDriveSafely
Dan Stanciu,1.0,"excellent topics presentation material…

excellent topics presentation material leading to a comprehensive quiz",US,1,2022-07-19T08:18:41Z,iDriveSafely
joe,1.0,excellent program,US,1,2022-07-19T05:24:33Z,iDriveSafely
gween yt,1.0,its truly amazing,US,1,2022-07-19T00:27:45Z,iDriveSafely
Jacob Neufeld,1.0,"hello i like this website

hello i like this website, its very interesting. Thank you for sher them",MX,2,2022-07-18T20:54:04Z,iDriveSafely
Zoe Snider,0.8,"its good information, just annoying.

In my opinion its a great learning tool, you get tons of valueable information about driving and the rules of the road. The only bummer is that there is no games or anything interactive exept for the chapter test. And if you finnish reading the set page in say, two minutes, you have to wait another three until you can move on, and thats annoying. but i do understand why they do that, to meet the set time of 32 hours of drivers ed or whatever the set time is.",US,1,2022-07-18T19:33:57Z,iDriveSafely
TAMMARA FAILS,0.8,"Great material..

Great material... Easy to follow",US,1,2022-07-18T19:01:36Z,iDriveSafely
christian cadet,1.0,Totally Recommended 1000%,US,1,2022-07-18T18:19:17Z,iDriveSafely
Bruce Jones,1.0,"Well presented in easy to understand lessons

Well presented in easy to understand short lesson. Love that you can literally save to the page you left off at if you don't complete the lesson.",US,1,2022-07-18T18:05:08Z,iDriveSafely
Lolo,1.0,"I like the way it's set up

I like the way it's set up, it's very easy to navigate, you can take the courses on your own timing all you have to do is remember your login and password, and it's convenient online, no lines.",US,1,2022-07-18T11:51:56Z,iDriveSafely
