Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Becky Kilgore,1.0,"I had my Honda CRV service at Mavis…

I had my Honda CRV service at Mavis Tires and Brakes at 7608 on Schomburg Road in Columbus, Ga. They did superb work and customer service visit Mavis Tires for all your car needs. See Caiti and Rusty. Jennifer G . They deserve 5 stars for such great job.",US,1,2022-08-10T03:05:33Z,Mavis Discount Tire
MAX TAPIA,0.2,"Lost my wheel lock and Replaced the wrong Control A

Took my car in for Passenger front lower control arm, Sway Bar links and Tie Rod ends along with alignment, I had the control arm and sway bar links parts, I got told the control arm was not the right one and ended up paying triple the price I paid for the control arm already have. After getting a new lugnut key because my original was never given back I did a tire rotation and while doing it I found out that my passenger front control arm was not replaced, reason I know its because my driver side control arm was replaced some months ago and its clear that my passenger side remains the same. It was never Replaced",US,1,2022-08-10T06:37:37Z,Mavis Discount Tire
customer,0.2,"1894 Central ave Colonie NY location

1894 Central ave Colonie NY location. Made appointment for 4 new tires, they up sold me an alignment and valve stems. they had the car on the lift for around 45 minutes and then pulled it out, guy at counter yells out I’m all set. I ask how was the alignment done on a 2 post lift and not on the alignment rack… oops, he rus out and tells tech it needs an alignment as well. after around 1 hour twenty minutes total I was out the door, and the car was tracking straight, everything seemed good. Almost home and the steering was getting a little vague, odd… lift up the front end and find the jam nuts that lock the tie tod end links in place were LOOSE!, yep loose. I look at the other work “done” and notice the valve stems were not replaced. call the manager, he agrees to refund the valve stems and that’s is, they offer to fix the alignment. no way I’m letting them touch any of my cars again. wasted an hour driving back and home again, not to metion gas for the valve stem refund. my advice stay away from this location, it seems that the manager is either not paying attention to what the techs are doing or they are just ripping people off.",US,2,2022-08-16T21:10:21Z,Mavis Discount Tire
METICA WHITE,1.0,"IT’S ALL ABOUT CUSTOMERS

I would like to take this time out to thank Donnie & Daniel for their excellent and efficient services I received on Saturday morning 8/6.
Every time I visit the store Donnie is alway available and ready to assist. Again, I wanted to let you know that I greatly appreciate the effort of your company especially your service team. Your great customer service is highly appreciated.",US,1,2022-08-08T18:27:05Z,Mavis Discount Tire
SCHFUNCELL WHITLEY,1.0,"This is the only place I do business at…

This is the only place I do business at when it comes my car. The management and staff are excellent. There is never a long wait and I'll remain a loyal customer too this location only.",US,2,2022-08-12T20:03:18Z,Mavis Discount Tire
NEAL BRITTON,1.0,"Awesome service

Awesome service. Staff goes above and beyond to ensure your vehicle is properly evaluated and repaired. Staff keeps you up to date and explains everything thoroughly.
No pressure at all when deciding what repairs should be done. And the cost, very reasonable.

This facility deserves your business!!!",US,1,2022-08-08T17:14:40Z,Mavis Discount Tire
ASSERTIVE COURIER,1.0,"Had Alex the manager wait on me.Great…

Had Alex the manager wait on me.Great service great personality great will go back and spread the word we love Mavis..",US,1,2022-08-15T16:41:56Z,Mavis Discount Tire
BARRY HARRIS,1.0,"Roberto is the man took care of me real…

Roberto is the man took care of me real quick and got me outta there in under 30mins. Let’s not forget about kristie hopefully I’m spelling the name correctly but definitely amazing person too!! Keep up the great work",US,1,2022-08-10T17:32:09Z,Mavis Discount Tire
Customer,1.0,"Catskill NY Mavis the place to go for car repair

Mike,Kevin and team always look to provide an extremely high level of customer service. It is great to see that customer relationship is alway number one.",US,3,2022-08-12T19:59:30Z,Mavis Discount Tire
Shara Canaday,1.0,"Needed my Tire Fixed

I went in today needing my tire checked and although they were scheduled for the day - they said I could drop it off and they would get to it. They had my car ready to go in a short amount of time. The price they quoted was very reasonable - The people at the counter were very pleasant and professional!!! I highly recommend this company for your tire service needs. EXCELLENT!!!",US,1,2022-08-05T00:34:25Z,Mavis Discount Tire
Douglas,1.0,"Excellent, prompt services

The front end customer service/manager was very knwoledgeable and friendly, professional. The service was started and completed as promised.",US,2,2022-08-12T18:07:22Z,Mavis Discount Tire
TINA DINAPOLI,1.0,"Another satisfied customer

I’m a third shift worker and was so happy when I got off work and went straight to Mavis hoping for a quick oil change. Howie was able to get me right in. He’s so pleasant & accommodating. Mavis is the best. Heading back hopefully next week for tire rotation and alignment. Thank you, keep up the good work",US,2,2022-08-04T22:25:41Z,Mavis Discount Tire
Kerol,1.0,"Excellent service- from the time Brian

Excellent service- from the time Brian, assistant mgr, answered the call and provided directions to the Arnold Mill Road location and then greeted me in the parking lot!

From there- Chelsea kicked in with a management style that was professional and in control! She kept her cool with customer concerns too- housekeeping and all the above. Great location- I'm pleased with my less than an hour experience.",US,1,2022-08-04T19:15:57Z,Mavis Discount Tire
PAUL GRANATO,1.0,"My car was taken at the scheduled…

My car was taken at the scheduled appointment time and the work was completed promptly and efficiently. The staff was highly professional and courteous.",US,1,2022-08-11T18:54:17Z,Mavis Discount Tire
STEVE ORTEGA,1.0,"Excellent customer service

Excellent customer service. Reliable work and done right. Thank you James and Bill!",US,1,2022-08-16T18:11:28Z,Mavis Discount Tire
Eric Ortiz,0.2,"Had a terrible experiencia at the…

Had a terrible experiencia at the Larchmont Mavis. Went in for a tire change and ended up with broken rims and no explanation as to what happened. I know 100% my rim.was not broken. All they said was we don't break rims here. But it happened and no one assumed the responsabiliza. I had to leave with a broken rim which ended up costing me $352.00 plus the wait and hassle. My advice is don't go there. Save yourself a mayor headache. Corporate took their side. Even though there should be video proof of what happened. In Short. Mavis Sucks! No Bueno myfriend.",US,1,2022-08-05T06:12:30Z,Mavis Discount Tire
PRISCILLA EPPS,1.0,"Great customer service

I had an appointment there this morning to get new tires and an oil change. Service was quick and the new manager Steve was wonderful as well, he exhibited such great customer service and it was just an overall wonderful experience, I will be using this location from now on.",US,1,2022-08-05T18:54:19Z,Mavis Discount Tire
JOE RICE,1.0,"oil change

This crew is always great to work with! I drive 30 minutes past many shops because of their honesty, helpfulness and quick work. when I have problems they go out of their way to help as quickly as they can, so on routine maintenance I go out of my way to use them. nice people to do business with. best prices in town.",US,1,2022-08-04T18:03:20Z,Mavis Discount Tire
customer,1.0,"Always excellent service

I always go here now. They’re really friendly and have great customer service.",US,2,2022-08-16T17:58:27Z,Mavis Discount Tire
Matt Zipper Matty's Zip's Auto,1.0,"Allie service was very excellent

Allie service was very excellent. when you expect the time car will ready It's ready at that time. Excellent service!",US,2,2022-08-13T19:27:32Z,Mavis Discount Tire
Shirley Kimber-burgess,1.0,"Awesome place to take your car for…

Awesome place to take your car for anything you need done.
Today was just oil change and tire rotation. In and out in 30 minutes.
Everyone is always so pleasant to talk to.
Highly recommend!",US,2,2022-08-08T17:00:37Z,Mavis Discount Tire
JOHN KOTOWSKI,1.0,"Just brought 1 of my 3 daughters cars…

Just brought 1 of my 3 daughters cars in for an inspection. Steve got me in and out 15 minutes, great as usual. Dave checked out the car for anything that may need to be done in the future. He is always on top of his game👍",US,1,2022-08-06T17:38:55Z,Mavis Discount Tire
Savitri,1.0,"Great Fast Service

Service Advisor Raj took care of me in a timely and efficient manner. Would go to again.",US,1,2022-08-15T20:29:58Z,Mavis Discount Tire
customer,1.0,"Steve is always very helpful getting me…

Steve is always very helpful getting me an appointment when I need them. They give excellent service",US,3,2022-08-14T20:50:24Z,Mavis Discount Tire
GLADYS TILLMON,1.0,"Mavis is the place to go!!!

Mavis is the place to go! The employees inclusive of the Manager go above and beyond to not only take care of your needs, but to ensure you’re totally satisfied!!! I wouldn’t dare go anywhere else than Mavis on Schomburg Road, Columbus, GA",US,1,2022-08-05T20:44:57Z,Mavis Discount Tire
MARTY,1.0,"Fast oil change

Didn’t have appointment but they got me in for oil change and tire rotation before my trip. Roughly 50 minutes in and out. Great job.",US,1,2022-08-11T19:13:26Z,Mavis Discount Tire
NANCY KING,1.0,"East Windsor

East Windsor, NJ Mavis
They always do an excellent giving same quality whether large or small job. Excellent management and workers.",US,1,2022-08-11T18:35:20Z,Mavis Discount Tire
CustomerJeff,1.0,"Needed an oil change entire rotation…

Needed an oil change entire rotation for my wife's minivan. Thank you for getting me out the door so quickly and doing a great job! I'll be back!",US,5,2022-08-10T20:56:45Z,Mavis Discount Tire
KATHY GRAGG,1.0,"Easy care and service

They are always there to help with all my cars needs and always friendly",US,1,2022-08-16T14:38:12Z,Mavis Discount Tire
LUCY DALBERTO,1.0,"These guys are AWESOME

These guys are AWESOME! Quick efficient & professional. I'll chose them over anybody! I went in today because I was going on a beach trip and they did my oil change so quick! THANK YOU THANK YOU THANK YOU",US,1,2022-08-06T17:46:20Z,Mavis Discount Tire
NICK RIVERA,1.0,"Staff members are always helpful and…

Staff members are always helpful and courteous. Service is prompt and professional.",US,1,2022-08-15T17:27:16Z,Mavis Discount Tire
Christine,0.2,"Unreliable and unfair policies

I made an appointment over a week in advance to have my state inspection done, however when I arrived they said they couldn’t do my inspection because they were too busy with walk ins, and that it didn’t matter that I made an appointment. This is a terrible policy and I will not be returning since they are unreliable.",US,1,2022-08-01T00:36:50Z,Mavis Discount Tire
Vladislav Gesterak,0.2,"If zero stars was an option

If zero stars was an option - this place would get zero stars.

Incompetent, negligent, liars, and cowards.

I will be posting details here again of how badly a customer gets treated. Misdiagnosed what's needed a fix, not fixing the whole thing, telling me it is fixed when it wasn't, and promising a refund and not paying. Multiple months chasing for a promosed refund, and that's only after multiple trips to fix a problem.

Avoid this place ... cause the only sure thing is - they do not deserve your money.",US,1,2022-08-01T05:21:42Z,Mavis Discount Tire
BRIAN THOMAS,1.0,"Tire Repair

Went in for a simple tire repair. Out within the hour and no issues.",US,1,2022-08-16T05:14:49Z,Mavis Discount Tire
Natalie Morse,0.2,"The service I received at Mavis was TERRIBLE

The service I received at Mavis was terrible and I have had to have two repairs since the original break job was “completed”. Now they are not reimbursing me the full amount the new break job cost. I was told by the manager of the store I had the work done at, that when the first issue occurred with this break job, that I could bring it to any mechanic that I wanted to have it fixed. He even stated that he wouldn’t want to bring it back to the shop that messed it up the first time. When I brought my car in to be looked at last week, as my local mechanic, I did not know what the problem was. After finding out that the breaks needed to be replaced, that is when I reached back out to Mavis for a second time. They have been very rude about assisting with this problem, when I just want to be compensated for the full repairs, but they will not pay the $500 difference. Not only was customer service rude and unhelpful, so was the regional manager.",US,1,2022-08-09T18:09:53Z,Mavis Discount Tire
M B,0.2,"Took my truck in for an inspection to…

Took my truck in for an inspection to the mavis in Patchogue NY and was told that they could not do it because I have wheel spacers on my truck, mind you they have been on there for years and have never had a problem and it has always passed with them on. Took it to a different place and got it inspected was told my wheel spacers have nothing to do with the inspection. So what is Mavis’s problem. Obviously they just did not want to do it. I will never recommend Mavis in Patchogue NY.",US,1,2022-07-31T17:56:40Z,Mavis Discount Tire
DEMIL COURTS,1.0,"Always a great job

This company always gets the job done and right. They also let me know what needs work now or what can wait.",US,1,2022-08-12T20:53:04Z,Mavis Discount Tire
EBONY,1.0,"I came in for tires and they didn’t…

I came in for tires and they didn’t have the brand that I wanted. I was able to get a different brand. Shawn and Jose were very informative and pleasant. Fast and efficient service.",US,1,2022-08-06T20:00:27Z,Mavis Discount Tire
TUCCI,1.0,"As always

As always, Harry was a pleasure to deal with. He was able to get me in and out in under the time expected. Harry is always friendly and courteous, always taking the time to explain everything to me in detail. I appreciate the time he takes to make me feel at ease.",US,1,2022-08-01T19:04:16Z,Mavis Discount Tire
T.Lee,1.0,"always helpful and friendly and they…

always helpful and friendly and they never try to sell me anything.
Fast and efficient service.",US,2,2022-08-13T18:20:56Z,Mavis Discount Tire
BRETT BETHEIL,1.0,"Brad and Kevin were very professional

Brad and Kevin were very professional. Great store and great employees.",US,1,2022-08-15T16:53:03Z,Mavis Discount Tire
Corletta,1.0,"Mavis tire service in rincon ga they…

Mavis tire service in rincon ga they were excellent service and price was affordable ,service didn't take long .Thank ,you",US,2,2022-08-09T22:46:44Z,Mavis Discount Tire
GENE MAZLIN,1.0,"Always fast and on time.

My wife and I bring our car for service to the Mavis Tire Supply LLC located at 20 West Jericho Turnpike, Huntington Station, NY 11746.
There we always receive fast and professional service and that is why we keep coming back.

Gennady and Inna Mazlin.",US,2,2022-07-30T21:11:55Z,Mavis Discount Tire
KEITH BUTLER,1.0,"Always great service

Even though I have now moved over an hour away, I still make the drive passing 3 other Mavis locations to use this one in Covington, GA, as every individual I have ever dealt with at this location has been extremely professional and customer focused.",US,2,2022-07-31T05:33:28Z,Mavis Discount Tire
RORY FULMER,1.0,"Preacher. Anthony. Roy. Moe. Z. These guys make this place the DREAM TEAM. I go there just to say hi. It's the way they treat people that makes you want to go back.

I love going to the Mavis in Phenix City AL. Preacher and Anthony have been nothing but",US,1,2022-08-13T04:17:42Z,Mavis Discount Tire
ROBERT,1.0,"I will always continue to use this…

I will always continue to use this branch of Mavis.
They get the job done quickly and it’s always correct.",US,2,2022-08-11T18:29:22Z,Mavis Discount Tire
CHUCK SCHNEIDER,1.0,"Excellent service as usual

Excellent service as usual. All work was done in a very timely fashion. Courteous and professional as always..thank you again Joe. Keep up the great work",US,2,2022-08-06T16:42:25Z,Mavis Discount Tire
JEFF ANDREWS,1.0,"Always treated very well and the time…

Always treated very well and the time is never too long",US,1,2022-08-16T20:37:30Z,Mavis Discount Tire
Cira Hartley,1.0,"BEST EXPERIENCE TO DATE!!!!

This was my best experience with Mavis to date!!!!
275 Franklin Ave..... Rocks!!!!
Clean, pleasant environment. Professional workers and speedy work completion!!!
Will highly recommend!!!",US,8,2022-08-03T19:48:44Z,Mavis Discount Tire
Frankie Cicala,1.0,"The staff was knowledgeable top notch…

The staff was knowledgeable top notch service and help me out completely this particular Mavis has my business forever",US,2,2022-08-09T11:55:19Z,Mavis Discount Tire
Mark riggo,1.0,"Best shop in commack

Best shop in commack. Always honest and get the job done right. Will definitely be back time and time again.",US,2,2022-08-10T17:16:13Z,Mavis Discount Tire
shane trip,1.0,"Albert and Eddie helped me with…

Albert and Eddie helped me with exceptional service.",US,1,2022-08-16T17:26:25Z,Mavis Discount Tire
ROBERT YCAZA,1.0,"Allen was very helpful

Allen was very helpful. Easy experience every time I go there",US,1,2022-08-15T17:03:40Z,Mavis Discount Tire
LYNN MERRILEES,1.0,"This is the only place I take my car to…

This is the only place I take my car to be serviced. The manager of the store is AMAZING! Trust is key and I will always only return here! Thank you for thorough, honest, and efficient craftsmanship",US,1,2022-08-01T17:58:30Z,Mavis Discount Tire
Joanne,1.0,"I had my oil changed

I had my oil changed. No wait. Friendly helpful gentlemen. Done in 30 minutes.",US,4,2022-08-13T19:52:49Z,Mavis Discount Tire
MELINDA YOUNG,1.0,"Very Pleased with Service

I needed an oil change this morning and it was done within the hour. I am always pleased with the quality of work and friendly customer service at this location.",US,1,2022-08-04T18:43:58Z,Mavis Discount Tire
Kim M,1.0,"Well Mavis tires did it again had an…

Well Mavis tires did it again had an appointment for an oil change this morning they were efficient friendly and fast please everyone give them a try they are awesome",US,1,2022-08-03T18:04:41Z,Mavis Discount Tire
ROSEIMARIE BURGUIERE,1.0,"Always courteous and willing to…

Always courteous and willing to accommodate. But most importantly I trust them to do a good job.",US,1,2022-08-10T20:23:55Z,Mavis Discount Tire
Greg P,1.0,"Gary and Arturo and the rest of the…

Gary and Arturo and the rest of the Mavis team do a fantastic job on my cars. Fast, professional, and honest! Wouldn't bring my cars anywhere else!",US,5,2022-08-03T23:57:24Z,Mavis Discount Tire
Happy Customer,1.0,"I took my car in for an oil change (I…

I took my car in for an oil change (I provided oil and filter). Service was completed timely, and they took the time to explain a couple of questions I had about oil change service on my particular vehicle.",US,1,2022-07-28T22:02:04Z,Mavis Discount Tire
WESLEY TAYLOR,1.0,"Great opportunity

Great assistance from manager and assistance manager .
Made sure that I was treated in a professional manner.",US,1,2022-08-08T16:17:22Z,Mavis Discount Tire
Michael Simone,1.0,"Hello I just want to see Joey and Oz at…

Hello I just want to see Joey and Oz at the Carmel New York Mavis location got me in and out on Monday, August 1, 2022. They couldn’t be better or more professional!!",US,2,2022-08-01T16:48:46Z,Mavis Discount Tire
BRYAN VEGA,1.0,"Satisfied

Love the fact that they love my car, how they treat you is just above and beyond. Great service will keep going with them if needed.",US,1,2022-08-05T17:29:53Z,Mavis Discount Tire
Valued Customer,1.0,"Wonderful experience very quick and…

Wonderful experience very quick and polite service",US,2,2022-08-15T18:29:58Z,Mavis Discount Tire
Customer,1.0,"Staff was polite

Staff was polite, courteous, and knowledgeable. Price was good, had a coupon which was honored, Work was completed in a timely manner.",US,2,2022-08-04T14:44:43Z,Mavis Discount Tire
Tara Brochu,0.2,"0 stars is sadly not an option here

0 stars is sadly not an option here, I am currently sitting in the store at 9pm at night 9 hours after I dropped my car off to be serviced. It is still sitting on the lift with nothing being worked on and my rim sitting on the floor. I was originally quoted 2-3 hours then when I arrived the riverhead location I was quoted 4-5 hours because “there are quite a few cars ahead of me”. Ahead of my appointment I might add, A time that is supposed to be reserved for my car to be serviced, at mavis tire an appointment means your car will be sitting in the lot until 10 mins before the location closes. The front desk was not accommodating besides disrespectful remarks to my 19 yr old self and my mother and in addition discriminating remarks to their employees. Do yourself a favor and go to firestone.",US,1,2022-07-29T10:59:59Z,Mavis Discount Tire
Annr-Marie,1.0,"Every single time I come to this Mavis

Every single time I come to this Mavis, I am treated with respect and honesty. Plus, they do good work! I really appreciate it!!",US,5,2022-08-04T19:48:36Z,Mavis Discount Tire
KAITLIN SANTOS,1.0,"Shelby up front was super friendly she…

Shelby up front was super friendly she has by far been the best experience I’ve ever had with mavis",US,1,2022-08-08T17:15:42Z,Mavis Discount Tire
KATHY BONNER,1.0,"Pleasant staff and excellent service

Excellent service and very pleasant atmosphere",US,1,2022-08-15T09:37:17Z,Mavis Discount Tire
BRIAN GRAIME,1.0,"Always great service

Always great service. Never an issue!",US,1,2022-08-16T19:56:14Z,Mavis Discount Tire
Larry R,1.0,"Always good service

Always good service. I was the first customer. Unfortunately they are short help but they try their best.",US,2,2022-08-07T20:16:45Z,Mavis Discount Tire
Carolyn West,1.0,"All of Tom and workers are great.

All of Tom and workers are great. Told me what was wrong and what was needed. I really liked the service and people. Great Job everyone.",US,1,2022-08-02T00:16:40Z,Mavis Discount Tire
GARY MOSELEY,1.0,"Anthony, Preacher and the entire Phenix City Team!

Anthony, Preacher, and the entire team at this store are consistently top notch. I regularly have 2 cars serviced at their Phenix City Mavis location. They are the most friendly and kind automotive repair folks I know. My family has previously owned an auto repair facility, and I am aware that not all large chains are trustworthy, however, I have complete confidence in the staff at this Mavis location. I highly recommend them, and as long as the current team members remain there, I will in turn remain a loyal customer. An auto repair facility chain is only as good as it’s people, and while I can’t speak for all stores, this one in Phenix City will continue to exceed expectations as long as they provide incentives to keep their current team onboard and as long as those employees continue providing their excellent customer service.",US,1,2022-07-28T23:33:36Z,Mavis Discount Tire
JASON RANGEN,1.0,"Title

I have been going to Mavis Tires for years. Tom and his crew always do an excellent job and I'm always happy with the results",US,1,2022-08-03T12:07:54Z,Mavis Discount Tire
VINCENT AQUILINO,1.0,"The experience was great

The experience was great! Had a 9:00am appointment & my car went right in on time. Service was excellent! Thankyou very much.",US,1,2022-08-03T18:49:53Z,Mavis Discount Tire
Mike Goble,1.0,"I had a nail in my tire and the got me…

I had a nail in my tire and they got me right in and took care of me - treated me like family. Thank you Hector, Tony & Mark at the Oldsmar location. You guys ROCK!!",US,1,2022-07-28T19:57:17Z,Mavis Discount Tire
PAUL AFONSO,0.2,"Made to wait to long as technician…

Made to wait to long as technician attended to other things while car was already on lift….tire rotation wasn’t done properly, had to be redone",US,1,2022-07-31T08:26:44Z,Mavis Discount Tire
Michele,1.0,"Great service

Great service, friendly staff. Oil change was completed done under an hour! Thank you for the timely service.",US,1,2022-08-05T17:11:43Z,Mavis Discount Tire
DOUG BODENHANER,1.0,"Could not ask for better service

Could not ask for better service. I have a history with the manager at this store. Earlier this year, at one of your acworth stores, we got really bad service on my wife's car. This manager came over and took control of that store to get it back where it needed to be. He personally came to my house and took care of my wifes car. When I went back later to get two new tires, they had a new manager, and the service went straight back to crappy. I had a flat this morning, and I drive for a living so every second costs me money. This store was the closest to get to. I pulled up and he came out and asked how he could help. Him and his guy jumped right on it, and I was back on the road in less than 20 minutes. This gentleman has won my loyalty and service. I can't really give glowing remarks about my other Mavis services of the past. He really gives Mavis a great name. Could not be more pleased.",US,3,2022-07-29T17:04:52Z,Mavis Discount Tire
JALNA OYMAN,1.0,"professional service

professional service personnel, did a good job, Thanks Austin and the team.",US,1,2022-08-10T18:50:58Z,Mavis Discount Tire
VINCENT GEORGE,1.0,"Last minute inspection

I needed my vehicle inspected and had been trying all week at different places. Walked in to Mavis and they took care of it right away. Friendly staff.",US,1,2022-07-29T17:51:54Z,Mavis Discount Tire
GLENN OGDEN,1.0,"Very happy with visit at Sawgrass Mavis…

Very happy with visit at Sawgrass Mavis in Sunrise, Fl. Visit for oil change conducted in friendly and professional manner.",US,1,2022-08-02T04:45:06Z,Mavis Discount Tire
Suresh DV,1.0,"Suresh Raju

Excellent service, it was quick fix and customer service was excellent",US,2,2022-08-10T17:13:47Z,Mavis Discount Tire
ALAA SALLAM,1.0,"I got my inspection done with no time…

I got my inspection done with no time and assistance store Mrg Aaron is awesome as always",US,1,2022-08-07T17:49:50Z,Mavis Discount Tire
DAVID WORSTER,1.0,"Brian is awesome

Brian is awesome, you need more employees like him",US,1,2022-08-13T20:26:44Z,Mavis Discount Tire
DAVID SANDS,1.0,"Always helpful and thorough with my…

Always helpful and thorough with my visits.",US,1,2022-08-14T18:02:26Z,Mavis Discount Tire
NICHOLE WAYAND,1.0,"Mavis is where I take my vehicles and…

Mavis is where I take my vehicles and not had any issues with the service at the location in Haughton, Louisiana.",US,1,2022-08-03T16:52:27Z,Mavis Discount Tire
