Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Orlando,1.0,"My experience with Street Smart

It was a pleasure working with Street Smart Transmission, I placed the order on July 13th, 2022, for a remanufacture transmission for a GMC 2018 Yukon, it was delivered at my mechanic shop one day before the due delivery day, which was six days after I placed the order, impressive service at a competitive price. The shop installed the transmission and worked as advertised without any issues, and the returning process for the core was quick smooth. I would highly recommend Street Smart to a friend.",US,3,2022-07-23T14:11:25Z,Street Smart® Transmission
John Hargrove,0.8,"Wanted to give 5 stars but had a pan…

Wanted to give 5 stars but had a pan gasket leaking on me that caused a lot of problems. Lost fluid on my garage floor, then had to take it and have it changed out. Just a lot more time and effort than I should have had to endure. For what little time I have driven the car, the tranny seems just fine. Shifts good and no shudder, but it is new. Time will tell. As far as handing warranty, it took a bit, but they did take care of the problem in full since it was a new transmission. Kudos to them and Charla.",US,1,2022-07-22T21:15:26Z,Street Smart® Transmission
Dennis O'pry,1.0,"Excellent service and quality…

Excellent service and quality craftsmanship! Very pleased with my remanufactured transmission and the timely drop off and pick up!",US,1,2022-08-06T01:23:47Z,Street Smart® Transmission
Robert Jones,1.0,"Easy and best price !

I saved some money and which the experience was great ! Will do business again if time warrants! It couldn’t of went smoother! Thank you all !",US,1,2022-08-04T00:00:22Z,Street Smart® Transmission
jeff lewis,1.0,"Extremely satisfied with this purchase…

Extremely satisfied with this purchase and delivery. Very simple and quicck order to delivery. I would recommend Street Smart to anyone.",US,1,2022-08-03T00:53:11Z,Street Smart® Transmission
Eric McCaw,1.0,"Very easy transaction

My mechanic, Hill and Sons Automotive, metro Charlotte, NC, highly referred Street Smart, and so far so good. I got a quote on Jun 1, made the purchased approximate July 1, and though they said the transmission would arrive August one, it came 3 weeks sooner. I drive a 2001 Ford Explorer Sport Trac, and we are riding good. Everyone tells me that the warranty I got is EXCELLENT. That is fine, and I hope never to have to use it. Thank you",US,1,2022-07-15T10:10:03Z,Street Smart® Transmission
Carl Cleveland,1.0,"Easy ordering of parts

Easy ordering of parts, arrived 2-3 weeks before the estimated scheduled delivery. Customer service is also very customer oriented.",US,2,2022-08-03T00:38:53Z,Street Smart® Transmission
Smitty,1.0,"The most simple solution for a failed…

The most simple solution for a failed transmission.
No waiting for the trans to get rebuilt. The day the transmission arrives is the day I pull the broken trans, I'm able to pull the vehicle back out of the shop the same day.
The price, more then fair. Costs less then I was quoted by a local trans builder to rebuild my transmission.",US,2,2022-07-13T14:00:24Z,Street Smart® Transmission
David Wicker,1.0,"Got transmission way earlier than…

Got transmission way earlier than estimate date. And great feedback",US,1,2022-08-10T21:25:58Z,Street Smart® Transmission
Mike K,1.0,"Definitely one of the absolute best…

Definitely one of the absolute best companies I have had the pleasure of doing business with in several years. From order placement to core return, I have had nothing but 100% professional service. Fair price, quality workmanship, faster than quoted delivery, and quick and easy core return. I was very impressed with the customer service as well. Niki and anyone else I spoke to, have been knowledgeable and courteous. Honestly I can't think of a single thing they could improve upon.",US,2,2022-07-10T21:05:14Z,Street Smart® Transmission
FC,1.0,"Street Smart Transmission is Terrific company.

Street Smart Transmission is a well organized and well run company. And, they had the transmission we needed when it was on back-order at the dealer! It arrived earlier than expected and they are quick with communication and core pickup. Definitely worth your time to contact them. Very Satisfied.",US,1,2022-07-12T18:56:21Z,Street Smart® Transmission
not telling,0.6,"The transmission I was sent had a bent…

The transmission I was sent had a bent tone ring that wouldn't read correctly. My mechanic fixed the tone ring. This cost extra time and more of a hassle. Street smart covered the cost of the extra labor. The transmission i have shifts a little hard but othere than that is okay. There was a problem. Street smart covered the cost but it was a hassle to deal with.",US,1,2022-07-09T00:18:29Z,Street Smart® Transmission
Eternal Kamal Allah,1.0,"Awesome company!!!

I bought a remanufactured NAG1 transmission from this company and saved at least $800 compared to the price that a Dodge dealership quoted me... $2589 vs $3400... I'm very happy about that ☺️",US,1,2022-07-22T15:45:10Z,Street Smart® Transmission
Robert Jones,0.8,"My trans went out just after arriving…

My trans went out just after arriving in Washington state from Iowa. Had new Harley in bed. I was happy it didn’t leave me stranded between states. I found street smart company on line and decided to get reman from them. Easy to deal with, trans has worked out great. Easy core return, delivered ahead of schedule. Highly recommend them",US,1,2022-07-08T02:25:57Z,Street Smart® Transmission
James Bullock,1.0,"My wife’s Ford Escape transmission …

My wife’s Ford Escape transmission went out with 117,000 miles Ford wanted 3500 dollars for a transmission which is junk and I would have to wait 8 months to get it Street smart sold transmission for 2480 dollars with 3 years warranty had transmission in 2 weeks great customer service will use again when needed thanks street smart",US,1,2022-07-08T01:17:41Z,Street Smart® Transmission
Friendly One Auto,1.0,"Great service

Great service
Great product",US,1,2022-08-15T21:57:14Z,Street Smart® Transmission
Richard Bostwick,1.0,"You guys are the very best I love the…

You guys are the very best I love the transmission that I received well before it was due it shift so smooth that I can't tell when it shifts I love it I'm so happy I did business with you I have a 78camaro z28 project and will use you guys again also I recommend you to all my friends I drive a cab and talk about how happy I am with the customers have a blessed day",US,1,2022-07-05T00:28:39Z,Street Smart® Transmission
Braxton Brown,1.0,"Best Price, Best Service Unmatched!!

This company is on Par with Jasper eng in customer Service and are an absolute pleasure to work with, will do their best to accommodate your shipping situations! Not to mention i have had to Warranty a trans from them and it went super smooth with no negative attitude what so ever, I always Recommend Street-smart transmissions to my customers in need!!",US,1,2022-07-05T18:30:32Z,Street Smart® Transmission
Ernest Clark,1.0,"Best transmission experience

Company was very helpful and knowledgeable.company made online order and communication so easy . Felt like I was in-person with them .shippedorder very quickly and made return of old transmission so easy and hassle free.would do business with this company if reason arises too again",US,2,2022-07-09T03:03:44Z,Street Smart® Transmission
Julian Muniz,1.0,"Quick easy and convenient

The entire process was very easy and the follow up communications were great.",US,1,2022-08-08T05:26:39Z,Street Smart® Transmission
Travis Kipp,1.0,"Great to work with?

My friend an I work mostly opposite rotating schedules and do work for friends and family and sde work in our off days together. We haven't had a day to put a part I bought from streetsmart in the warranty/ core time limit. After just a call I was given enough time to get what I need done & mot void a core or warranty. Plus the price was great! Thank you!",US,1,2022-06-25T18:20:12Z,Street Smart® Transmission
David Bush,1.0,"Top notch service

Street smart transmission was very good to work with, the staff was polite and helpful plus knowledgeable, the transmission arrived in a timely manner and works flawlessly.",US,2,2022-07-18T19:01:38Z,Street Smart® Transmission
Nicholas,1.0,"Transmission for 02 Accord

Bought a transmission for my 02 Accord. So far so good smooth shifting. Will be breaking it in with a 1000 mile trip here soon. The buy process was simple and delivery was easy. As was the core pickup.",US,1,2022-07-12T07:26:38Z,Street Smart® Transmission
Kevin Graham,1.0,"Went well for me.

Price was fair - best of the similar options I found online or locally. Shipping went faster than originally indicated. Return of old transmission went smoothly. New (remanufactured) transmission working properly.",US,1,2022-07-08T21:22:11Z,Street Smart® Transmission
Richard Mcginnis,1.0,"My old Dodge Ram is smiling again

My old Dodge Ram is smiling again! Street Smart Transmissions delivered exactly what they promised. Fair pricing, complete product including torque converter, no core charge, and everything fit. My truck drives like a dream. I would recommend Street Smart Transmissions to anyone needing a new transmission that doesn’t want to waist time and money. Good job SST!",US,1,2022-06-21T00:07:50Z,Street Smart® Transmission
Nathan,1.0,"Excellent company to work with.have…

Excellent company to work with.have ordered multiple transmissions from them. The customer service is great to deal with not to minchin how good there products are. Thank you street smart",US,3,2022-07-11T23:34:18Z,Street Smart® Transmission
Clayten Wetherby,1.0,"Ordered my transmission online

Ordered my transmission online
It came in very quickly. My shop guy received the product and he made plans to install on my vehicle. It took them about a week an 1/2 to make time for install. After I received the vehicle back from the shop it drove Lille a new van.
Thanks for high quality product and you delivered what you promised in your add.",US,1,2022-06-15T23:01:38Z,Street Smart® Transmission
Charles Watson,1.0,"I feel you have provided a great 6l90…Great Tranny!

I feel you have provided a great 6l90 tranny for a
replacement unit for my Chevy 2500 HD truck. It
shifts well (up and down shifting). I hope it will last
me for a few years using the truck less 5K miles
a year.

Thank You!",US,2,2022-06-30T01:10:01Z,Street Smart® Transmission
Mark,0.8,"After I ordered

After I ordered, I received a confirmation stating that the ship date was about 1 month after my order date. I called to ask if it could be expedited since it would cost me alot more if I had to wait that long. The lady I talked to said she would put through my request. The next day I got an email stating that my transmission had shipped. It was received 2 days later and installed. Car is running great. I appreciate the great service I received.",US,1,2022-06-07T01:42:41Z,Street Smart® Transmission
Henry Felton,1.0,"My 2006 GMC Envoy Transmission Experience

The transmission on my 2006 GMC Envoy decided to quit on me recently. i did not want a REBUILT Trani. i was looking for REMANUFACTURED ones, so i searched for companies that strictly remanufactured.
Street Smart came up and in reading their profile vs the others there was no question. So now i have a transmission--who was going to install it. Many transmission shops do not want to install someone elses and you are stuck with a rebuilt one. When i asked Street Smart if they had a list of preferred installers in my area, they were happy to provide me with several. i chose one nearby that had good reviews.
the order process was easy and understandable--their website lays out step by step instructions. as to order, shipping, and return, along with a 3 (three)year warrantee better than the one year some trani places provide--Easy and Simple.
Would highly recommend Street Smart to anyone looking for a Remanufactured Transmission",US,4,2022-07-15T23:57:19Z,Street Smart® Transmission
Brian Gossett,1.0,"5 Star Company

I had a remanufactured transmission from them put in my van in August 2021, it failed to perform normal operation by April 2022. I took it to a shop that street smart transmission recommended and the shop did an awesome job in diagnosing the issue. Street Smart Transmission replaced the tranny on warranty And when I let them know it was more for labor and fluids they paid the difference since I had already paid for these things the first time",US,1,2022-06-03T02:26:44Z,Street Smart® Transmission
Steve Horton,1.0,"So far so good

So far so good! Shipping was faster than expected by a few weeks. The 6L90 transmission I got works perfect and it feels like I have a new truck again at 200k miles lol. Definitley would recommend. The ONLY thing I didnt like was the return instructions. I'm not okay with diagnosing the old transmission for you. You want the core, you figure out what's wrong with it! Overall, I would highly recommend their transmissions.",US,1,2022-05-20T20:58:49Z,Street Smart® Transmission
customer,0.8,"Ordered a 5R55S for a Mustang

Ordered a 5R55S Trans for a Mustang and all went well. There was a 4 1/2 week wait but it showed in that time. In this day and age that was expected. Trans showed and was installed and it shifts great. Everything seems perfect. Also fill tool came with trans, a plus. Would recommend Street Smart to anyone.

Bill",US,2,2022-05-24T16:16:04Z,Street Smart® Transmission
Graham Pait,1.0,"Miss Karen at Street Smart Transmission

The experience from start to finish was very simple especially with the kind hearted young lady I call Miss Karen. Call, ordered, paid and was shipped out in a week. My experience with Nissan dealership” wasn’t quit the same. They sold me on wanting to earn my business, but 1 week to ten days turned into 3 weeks. That said we picked Murano up on a Friday and at this point, a couple days riding, we are happy. Miss Karen was very accommodating to the “slow motion” of the dealership for core return. But I’ll see yal when we’ve took I first long distance trip on new reman trans. Happy travels.",US,1,2022-06-05T06:15:20Z,Street Smart® Transmission
David Mahe,1.0,"I ordered my NAG1 and within weeks it…

I ordered my NAG1 and within weeks it was put together and shipped to the mechanic, schedule the installation and the truck was back on the road the same day, 500 miles a week later with no issues, truck running perfect, what amazing service. I would recommended to any one with transmission problems, don't wait until breaks down, get it inspected and plan ahead , my downtime was 1 day.",US,1,2022-05-10T03:03:59Z,Street Smart® Transmission
Nancy,1.0,"2014 ford escape transmission

Ordered a transmission for my 2014 ford escape and the transaction is super easy, the shipping department shipped it sooner than expected and they were able to work with me on my core until my car was ready to go into service. This was the easy decision I made for my vechile. I do appreciate all the help from street smart transmission. The reman transmission ships beautifully it is a such a major different from my slipping one to this one. 10/10",US,3,2022-05-10T23:28:58Z,Street Smart® Transmission
Lonnie Huckleby,1.0,"Best place period

Quick getting my transmission to me plus gave me enough time to put new transmission in and easy free return of core transmission. My transmission is working great! The Warrenty is the best part for me and peace of mind for me going forward, well the price too! Cant make up my mind customer service too! Everything was/is great.
Thank you Street Smart Transmission",US,1,2022-05-09T05:08:31Z,Street Smart® Transmission
Adrian Harper,1.0,"The best service by far.And best price

The best service by far.And best price. They told me that my transmission would take 2-3 weeks to get to California. I got it in 5 days. Everyone was so nice to me. In very helpful. I would rate them a 10 Star ⭐.",US,1,2022-06-16T18:48:55Z,Street Smart® Transmission
Mark D.,1.0,"GREAT COMPANY AND EASY TO DEAL WITH

The transaction and communication with StreetSmart was absolutely fantastic. The product seems to be of good quality as well but I have only had it installed for a little over a week and so far no issues. The only issue I had was with the time it took to recieve the transmission. It passed through 3 different carriers to get to me and took over a week to go 400 miles, I would have liked to have gotten it sooner than that as this was for my daily driver. All in all this was a great experience and I would recommend StreetSmart Transmissions to anyone. Thier communication and ease of ordering and scheduling pickup was litterally at the click of a button!!!",US,1,2022-06-07T23:49:24Z,Street Smart® Transmission
Ron Smith,1.0,"Trust

Never have done business with this company, but they made the process very easy to order the exact transmission that was required for the vehicle. Customer Service was exceptional when asking for information pending on the order in question. Once my transmission arrives and installed I will let you all know how well the transmission works out.",US,1,2022-04-26T23:19:30Z,Street Smart® Transmission
George Williams,1.0,"It was a very successful process

It was a very successful process. Help was available at every step. No problems with the exception of picking up the core. I suspect because the shop is on base. Best was the best price available and excellent to boot!",US,1,2022-06-08T05:29:28Z,Street Smart® Transmission
"Scott - Arvada, CO",1.0,"Excellent price and service!

Excellent price and service. Answered all questions throughout. Timely availability and shipment. Excellent referral to a great installer/mechanic. Overall saved over $1000 from other shop quotes in town.
Got 399,721 miles out of the original 4l60e tranny - well cared for - so expectations are high and time will tell. Everything seems great after the first 3 weeks and the first 1,000 miles.",US,1,2022-04-18T03:34:39Z,Street Smart® Transmission
Larry Harreld,1.0,"Kept their word

Kept their word, delivered early and picked up promptly. Trans is in and working great. The mechanic only charged what they said as well. I was given an estimate of $6,000 from another shop and only ended up paying about $2,700 by the time I picked up my car 3 days after I dropped it off.
Larry",US,1,2022-05-05T16:42:52Z,Street Smart® Transmission
Brad Benton,1.0,"My automatic transmission quit…

My automatic transmission quit shifting. I changed the filter and fluid but still not working properly. I went online and found Street Smart Transmission. I watched the video's and decided to give them a shot. Ordering was very easy. I just entered my VIN number and they had an exact match. Shipped to my installer with no core charge and they picked up my old one. Very easy process. I would and have recommended Street Smart to my friends.",US,1,2022-04-20T00:22:08Z,Street Smart® Transmission
Dee George,1.0,"Very fast service

Very fast service - got the transmission on the third day after ordering. I was told that it may take up to six weeks. That was a little misleading. Because of it I wasn't checking my emails more regularly. It comes out the email telling me the transmission was shipped went into the Junk mail folder. Almost missed the deadline for returning the core.",US,1,2022-04-20T02:30:46Z,Street Smart® Transmission
"Evors Contruction Services, LL",1.0,"Great experience with Street Smart

Great experience with Street Smart. The whole process from ordering to return was smooth. Transmission runs perfectly. They even gave me extra installation time when I was falling behind. Their warranty is second to none. Highly recommend these folks",US,1,2022-05-22T05:56:40Z,Street Smart® Transmission
Jim Flowers,1.0,"Highly Recommend Street Smart

I ordered the transmission 5/18/2022 and received it in Houston, TX on 5/27/2022. I had it shipped to a repair shop I selected using Street Smart's recommended service center near my house. I picked my car up the morning of 6/1/2022. I'm writing this on 6/3/2022 to report the entire experience cost me, all in, $3,927.78. I've driven my car (2009 Tahoe) about 2,25 miles and so far everything is perfect. I was quoted as high as $6,900 for a new transmission and a little less than $3,000 to for a rebuild replacing ""consumable parts"" only, which means they disassemble the transmission and like tell you you need another $3,000 for additional work. I am very pleased wiht Street Smart.",US,1,2022-06-03T22:21:07Z,Street Smart® Transmission
willaim kingsbury,0.8,"service

everything was good untill the day the part was to arrive it was not here called and they said they were having a test issue it finny arrive very late i installed it and it seams to be working great after all this i hope i dont have a problem down the line",US,1,2022-05-16T18:44:17Z,Street Smart® Transmission
Bonnie Bartek,1.0,"Wonderful product and service

I can't say enough how wonderful my experience was with Street Smart transmissions! Great customer service, quick delivery and so far a wonderful product! I would highly recommend anyone to this company!!!!",US,1,2022-06-07T04:19:04Z,Street Smart® Transmission
David Berry,1.0,"Street Smart has been excellent to work…

Street Smart has been excellent to work with! Unfortunately I did have a defective transmission, BUT, Street Smart has been on it, and the replacement was shipped immediately once things were confirmed. The defect could have been anyone's (other company's) problem, but Street Smart has been very proactive and responsive to the problem. I honestly couldn't ask for anything more.",US,2,2022-04-07T15:39:38Z,Street Smart® Transmission
Bruce Fife,1.0,"10 Stars for this company

10 Stars for this company. Wonderful experience dealing with Street Smart Transmission. From start to finish. A+++ Wish every company was this easy to deal with. Thanks Street Smart. My truck has been great so far!!!!

Very Very satisfied. If you don't deal with Street Smart on all your transmission issues, shame on you. LOL",US,1,2022-04-12T22:31:00Z,Street Smart® Transmission
Les Shifflett,1.0,"Thank you Street Smart Transmission

Having a issue right out of the box was a trying situation. But! All of the folks we dealt with were curtious and professional. They did exactly what their site claims. The unit was replaced and the reinstall labor was covered. I am grateful that Street Smart Transmission is an honest and trustworthy company.",US,1,2022-05-05T22:52:08Z,Street Smart® Transmission
Danny Akin,1.0,"streetsmart transmissions gives a…

streetsmart transmissions gives a really great product for a great price it is stronger and works better than the stock transmission they saved me over $1000 for a modified transmission in my 1997 dodge ram 2500 Cummins Turbo diesel pickup truck other companies cost a lot more to rebuild one and to get the modifications they do for a cheaper price than having one rebuilt a custom built will cost $4000 and more and the warranty for a rebuild is only 90 days there warranty is 3 years unlimited millage you cant beat it",US,2,2022-04-22T02:44:11Z,Street Smart® Transmission
Jeff Wilson,1.0,"I have a small used car business in…

I have a small used car business in Durham NC and have dealt with a lot of vendors. Street Smart was 1st class and when I ran into a problem they were very helpful and did not put me off they addressed the issue immediately. I can't imagine purchasing another transmission from anyone else. Jeff Wilson Wilson Auto Durham NC",US,1,2022-04-08T03:41:55Z,Street Smart® Transmission
Jim Pettit,0.6,"The Trany arrived in good shape except…

The Trany arrived in good shape except the threads on one of the shafts was buggered up and needed to be rethreaded. I didn’t appreciate the $300 price increase from when I was quoted a price to when I ordered the trany.",US,3,2022-05-27T20:30:33Z,Street Smart® Transmission
Bruce FIfe,1.0,"G.M Transmission issues!

From the start of this project to the end. Street Smart Transmission has been spot on!! I myself am in the retail business and this is by far some of the best customer service i have ever seen. You guys/girls rock!! I will tell anyone who needs transmission parts or complete units about you!!! If i could leave 10 stars, i would!!",US,1,2022-03-31T21:11:05Z,Street Smart® Transmission
Ric Morgan,1.0,"The whole process from buying the…

The whole process from buying the Transmission 6L80 2017 with tow package was flawless. They were upfront with delivery and communication was excellent. We used Mission Village Auto Care here in San Diego and they were 100% excellent. No extras added, and had the transmission changed out, programmed and on my why within 30 hrs.

Highly Recommend StreetSmart Transmission",US,1,2022-03-23T00:10:56Z,Street Smart® Transmission
KH,1.0,"You can trust street smart.

Was skeptical about ordering at first but at the end all worth it. The transmission came 2 weeks faster than the estimated shipping time and it also came appearing brand new rather than remanufactured. I am one month into the ""new transmission"" and it is perfect. If you are multiple websites into searching for parts this should be your last stop.",US,1,2022-03-26T21:11:52Z,Street Smart® Transmission
David Evans,1.0,"so far everything is good and very easy…

so far everything is good and very easy to deal with",US,1,2022-08-05T20:25:04Z,Street Smart® Transmission
Randall Draper,0.8,"The transmission arrived the day they…

The transmission arrived the day they said it would. The only hang up I had is the studs used to hold wires in place where at the bottom of the transmission and should have been on the top of the back end of transmission. Had to switch the bolts and studs around. The pickup service was right on time with no hassle.",US,2,2022-04-01T19:12:26Z,Street Smart® Transmission
michael keith,0.8,"Quality transmission

Quality transmission. I had it installed several weeks ago and it performs like factory. My only issue is that when I ordered it street smart didn’t inform me they didn’t have one in stock. I discovered this several days after I purchased it. I would not have purchased if I knew it would take weeks to receive it.
Otherwise good transaction.",US,2,2022-03-22T01:30:06Z,Street Smart® Transmission
Mike Mcentire,1.0,"this is the best transmission…

This is the best transmission replacement company I could have asked for. I replaced the transmission in my 1999 Ford F-350 last year and can not say enough good things about them. The tech support after the sale was also 5 star. I have estimates from the Ford dealership to have the transmission replaced would cost me more than $5,000 dollars. I checked around to find a better price and the best of the competition was $4500. I have been in the mechanicing trades for almost 50 years and know many sides of the business so I decided to by a rebuilt tranny and install it myself. The best warranty and service after the sale was offered by Streetsmart Transmissions so I ordered one. Even though I didn't have a real shop and my truck barely fit in it. I put the transmission in it with alittle help from a friend and my motorcycle jack. I did have some small issues with the installation, but when I called Street Smarts technical support they were awsome and helped me more than once. I feel that I made the best decision and would do the same thing if I ever had another transmission failure. I will be 73 soon and if I can do it many other people can. be sure to have a flat solid floor and be carefull as they weigh about 250+/- lbs and don't get in a big hurry. good luck, Mike M. Idaho/ arizona.",US,1,2022-07-24T19:25:29Z,Street Smart® Transmission
Norman Towler,0.8,"A good quick service

A good quick service, the people are friendly an helpful. Transmission runs great, pulls good, no noises...

Free home delivery, would be nice, the extra 200.00 for home delivery makes their service less appealing...
Overall, fast service, good communication, friendly service",US,1,2022-04-18T14:39:09Z,Street Smart® Transmission
Ralph Pina,1.0,"I've been an A1-L1 Auto tech for 30 yrs…

I've been an A1-L1 Auto tech for 30 yrs and an independent shop owner for 20+yrs. I have never been so impressed by a transmission rebuilding company as i was with Street Smart. I swear if i didn't know better, I'd believe that the owners of this company went to my school of business/ customer service and satisfaction training. From step to step and every step of the process these guys knocked it out of the park. Not only will I recommend them within my circle of automotive business owners, but they will be my first call every time from now on for any transmissions i need. Par Excellance... Barr none",US,2,2022-04-27T06:35:03Z,Street Smart® Transmission
David Gross,1.0,"Great packaging

Great packaging, great tranny, went in and drives great. Shipping time was 3 weeks.",US,1,2022-07-26T01:32:49Z,Street Smart® Transmission
Timothy Holt,1.0,"Just what I needed!

Great service here! They helped me get the transmission I needed and shipped to me early! The folks I talked to on the phone were wonderful help, and super nice! Thank y’all so much for helping me get my truck back on the road! God Bless!",US,3,2022-05-06T18:11:36Z,Street Smart® Transmission
Sleight,1.0,"Let me just say hearing the words “you…great experience

Let me just say hearing the words “you need a new transmission” was dreadful. I got multiple quotes of 5000+ dollars. I thought there’s got to be a more affordable way so I did a little research and found streetsmart transmission. My experience was great the transmission was affordable it was shipped directly to my repair shop as well as picked up for my repair shop there was no upfront core fee, And a bonus of a three-year warranty. I would definitely recommend getting your transmission from streetsmart transmission",US,1,2022-03-26T14:55:38Z,Street Smart® Transmission
Brian Elardo,1.0,"Just picked up the car from the shop…

Just picked up the car from the shop yesterday. Was able to put about 200 miles on it and it is sifting great so far. It was a tuff decision on which reman shop to go with, but all transactions and communications with Streetsmart have been professional and prompt. My shop had fell behind schedule installing the transmission and a simple call to Streetsmart extended my core return time easily. Time will tell on quality, but my impression this far is A plus...",US,1,2022-03-04T14:50:29Z,Street Smart® Transmission
