Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Roy C,1.0,"Good value, fast and efficient

I have used the Netherland's based Chromeburner 3 times so far. Great value, especially for big ticket items or an order above AU$475 when postage is free.
The website is easy to use. Prices displayed in currency of country selected.
The orders are dispatched same day depending on time ordered. The shipping is reasonably quick to AU. 10 days on average, second order arrived in 7 days.
They use PostNL & AusPost. They will give you a tracking link if you email them. There is also a DHL option too, but expensive.
Overall, a great experience. Very happy",AU,1,2022-08-07T06:51:18Z,ChromeBurner Motorgear
David,1.0,"Cardo slim units at a fraction of the price.

The Cardo Slim units we purchased were authentic and brand new. I don't know what the catch is, but the price we paid is almost 50% cheaper than any Australian stock.

The units work perfectly fine. Sound quality is crystal clear, even at freeway speeds.
We all commented that we should have purchased helmet comms ages ago.

I chose express delivery. FedEx has the item to me in 4 days (Netherlands to Melbourne is 16,000km!).

Would purchase from Chromeburner again.",AU,2,2022-08-06T01:36:04Z,ChromeBurner Motorgear
Tony,0.6,"Good delivery, poor quality control.

The purchasing experience an delivery was good.
My Helmet turned up damaged and I had to repair it which was disappointing.
I was offered a replacement but this was going to mean posting back internationally.
Unsure whether To buy something like this by post again.",AU,3,2022-08-07T01:27:33Z,ChromeBurner Motorgear
Kevin,0.8,"Good Pricing as prompt dispatch.

Good Pricing as prompt dispatch.
But unfortunately terrible delivery. Not Chrome Burners fault. But DONT choose FEDEX for delivery. Was supposed to be delivered 13/7 and eventually arrived 25/7 after I had to chase up on the status.",DK,27,2022-08-07T21:28:25Z,ChromeBurner Motorgear
Guido Del Re,1.0,"Perfect transaction

This was a perfect transaction, received my helmet faster than predicted the price was very competitive I recommend ChromeBurner to anyone looking for Motorcycle gear.",US,1,2022-08-11T02:27:39Z,ChromeBurner Motorgear
Kam,1.0,"I’m very happy with purchasing my new…

I’m very happy with purchasing my new helmet from ChromeBurner Motorgear. The price was great, the delivery time was very reasonable and the product arrived as expected. I will be purchasing more stuff from them in the future.",US,1,2022-08-07T18:37:09Z,ChromeBurner Motorgear
Abby,1.0,"Great boots and arrived in the time…

Great boots and arrived in the time expected from Europe to Australia. Managed to supply me with boots that are currently sold out in Australia so very happy. Alpinestars Tech 7 red mens boots, love them!",AU,2,2022-08-09T07:19:31Z,ChromeBurner Motorgear
Michael,0.2,"Extremely dissatisfied…

Waiting 10 days just to get an item shipped, paid 600$ for a helmet, with express shipping only to be made to wait 10 days (and counting) for them to ship it, not to mention 7 day wait for a reply email (I’ve sent three emails so far) seems like they only reply back to reviews so here we are, email me thanks, this is ridiculous, why did I pay 100$ for express if you’re going to suck on your toes for 10 days?",AU,1,2022-08-05T03:25:29Z,ChromeBurner Motorgear
Richard Jarrard,1.0,"Ordering from ChromeBurner is…

Ordering from ChromeBurner is absolutely the best. Second order from me in the Unites Stares. Wonderful prices and customer service. Super fast shipping too! I will define be ordering from them again!",US,1,2022-08-08T21:36:56Z,ChromeBurner Motorgear
Charlie,1.0,"Incredible price & efficient shipping

Incredible price for a brand new motorbike helmet - significantly lower than anyone else, which I was a bit wary of at first, but it was the real deal - and very efficient processing & shipping. Very impressed, frankly. I would definitely recommend them from my experience here.",GB,7,2022-08-05T17:14:17Z,ChromeBurner Motorgear
Dave,1.0,"I read a few reviews before purchasing

I read a few reviews before purchasing. I saw that there were some who had concerns about shipping time, so I cannot speak to the challenges those people experienced. I never write reviews but thought I should share that the product arrived exceptionally quickly and exactly as expected. Frankly, based on some of the other reviews, I thought it was going to take longer. I would buy from them again.",CA,1,2022-08-03T22:32:22Z,ChromeBurner Motorgear
customer,1.0,"Great price

Great price, couldn't beat it anywhere. Super fast shipping and great communication",AU,2,2022-08-16T02:22:05Z,ChromeBurner Motorgear
Jean-Pierre,1.0,"Bagster Luxe Seat- fast shipping

Ordered a seat for my motorcycle. I was expecting it to take a while to be delivered. It came in less than a week.
Seat is a huge improvement over the stock seat.",US,1,2022-08-09T19:36:09Z,ChromeBurner Motorgear
Rich Woodhouse,1.0,"I shopped for best price and…

I shopped for best price and Chromeburner was by far the lowest price . I had some concerns about buying from an international seller but it turns out I didn’t need to worry . I got my new helmet 4 days after ordering in perfect condition ! Thanks Chromeburner !!",US,1,2022-08-04T18:25:28Z,ChromeBurner Motorgear
Lance,0.8,"Needs improvement on packing please

Good products and reasonable delivery time, but the packing is the worst I've seen. It's even sloppier and a lunch takeaway. The tape was already off and the box was half-open, one of the items could drop out at any time. I was lucky not to lose it on the way.",AU,5,2022-08-04T06:19:17Z,ChromeBurner Motorgear
Duncan,1.0,"""No Problems, mate!""

Ordered from Australia. Easy purchase process, standard email communications (purchase confirmation, shipping/tracking advice). My Cardo Freecom 4X Duo arrived very quickly (4 days - I did select and pay for FedEx express delivery). Packaging for shipping was maybe a little excessive in size (outer box was about triple the volume of purchase box), but I'm very happy that all care for the safe delivery of my purchase was taken. Would recommend, and I'll certainly be purchasing from ChromeBurner again.",AU,1,2022-08-02T09:11:27Z,ChromeBurner Motorgear
Darryl,1.0,"Bagster seat for MT-07

Ordered a bagster seat for my wife's MT-07, checkout was quick and easy and shipping was fast, the seat got to me 5 calendar days earlier than anticipated.",CA,1,2022-08-09T03:20:54Z,ChromeBurner Motorgear
Zack Alexander,1.0,"5 stars!!!

If you’re debating on ordering from ChromeBurner due to international delivery, stop debating and order! I ordered a helmet to be delivered to me in the US, and I received it faster than I’ve received an orders sent from within the US. ChromeBurner’s prices are the best around, their customer service is top-notch, and I will be ordering all my motorcycle gear from them moving forward. If I could give them more than five stars, I would!",US,1,2022-08-01T02:00:55Z,ChromeBurner Motorgear
Al Batarla,0.2,"You fail to disclose that you are…

You fail to disclose that you are shipping from the Netherlands to Canada until I purchased the product for something manufactured in the U. S. After shipping, duties & taxes I saved approximately $3 on a $266 purchase and it took 3 days longer to arrive. Will be ordering local in the future.",CA,1,2022-08-01T19:38:07Z,ChromeBurner Motorgear
jr,0.8,"Easy, fast, good price

The order process was straightforward, pricing was clear and fair. I didn’t like the surprise customs brokerage fee charged by the shipper however, but it did arrive quickly which was great.",CA,2,2022-08-06T02:09:34Z,ChromeBurner Motorgear
Lee,1.0,"Great value

Great value. Trouble free service. Remarkably fast shipment to USA.",US,1,2022-08-15T22:42:58Z,ChromeBurner Motorgear
David,1.0,"Amazing fast service....second purchase…

Amazing fast service....second purchase from them... zero issues... great price.... very happy.....",US,5,2022-08-12T21:21:32Z,ChromeBurner Motorgear
Ben,1.0,"Super Fast Shipping

Super Fast Shipping! My products were delivered in perfect condition, for a Great Price, and did I say Fast? I’ve already ordered another helmet and N-comms from them!",US,3,2022-08-06T19:56:18Z,ChromeBurner Motorgear
Kelly,1.0,"The pants are great quality and very…

The pants are great quality and very comfortable. They are definitely an mild weather pant. They are way to hot in 30°C + weather. They also fit small in the waist as they fit high on the torso encroaching on your stomach. A bit of a belly may hinder the fit. Wish I went up a size. I am 6' and 230+/-, 2xl is tight around my stomach. Other than the sizing issue these are awesome pants.",CA,2,2022-07-28T19:27:29Z,ChromeBurner Motorgear
Sylvain Duquette,1.0,"I ordered from Canada

I ordered from Canada, the service was perfect and I received my order in four days, what can you expect more!
Great value, excellent services!
Thanks to you all !!!",CA,1,2022-08-06T01:42:15Z,ChromeBurner Motorgear
Mr Boyle,1.0,"supplied to UK

Ordered two helmets, delivered to UK in three days, great service, 5*",GB,5,2022-08-15T01:27:40Z,ChromeBurner Motorgear
Rozalyn Veersma,1.0,"Rock solid customer service

This is my second purchase from ChromeBurner and I’m located in Australia. It’s rare to find a company these days that has such a great range and exceptional customer service & shipping times. This company has it all!",AU,3,2022-08-01T16:51:09Z,ChromeBurner Motorgear
Joshua DePietro,1.0,"Best website for Helmets

Chrome Burner offers the widest array of helmets and gear I’ve seen. Their prices can’t be beat and shipping to the US is fast and reliable. I love my Petrux replica Nolan helmet and the process to big couldn’t be easier.",US,1,2022-07-31T16:11:26Z,ChromeBurner Motorgear
Tony OReilly,1.0,"Fabulous service from ChromeBurner in the Netherlands…

Fabulous service from the Netherlands to Australia with a return and a resupply. Everybody from the support team was super approachable and extremely efficient.
I have no hesitation in purchasing from you in the future.",AU,3,2022-08-01T08:50:45Z,ChromeBurner Motorgear
Darren,1.0,"Kreiga R25

The Kreiga R25 has been great so far. I’ve used quite a few times and I’ve had it packed full and it’s been hardly noticeable when riding. It really does take the load off of your shoulders and put it on your chest. The quad lock works great and it’s easy to use. The pack itself has more than enough room for what I need. It is pricey but I’m happy with the purchase and the use I’ve gotten out of it so far.",CA,1,2022-07-26T12:16:13Z,ChromeBurner Motorgear
Greg Johnston,1.0,"Nolan 100-5 helmet

I was looking for a Nolan 100-5 helmet. There was no stock in my local shops and the shop prices were also high. I ordered from Chromeburner had it was delivered quicker than I could source it locally and substantially cheaper.",AU,1,2022-07-31T04:25:21Z,ChromeBurner Motorgear
Martin Tregaskes,1.0,"Good Customer Service

Ordered a helmet - great price although turned up without the pinlock. I emailed to let them know and within a couple of days they sent one out to me. Can’t fault the customer service. Helmets do not attract VAT so no import duties either although all other merchandise will do factor that into the cost.",GB,1,2022-07-26T23:33:36Z,ChromeBurner Motorgear
Marcus Engstrom,1.0,"Great experience buying from Canada

Great experience buying from Canada. I ordered my jacket a little too small at first, initially I thought I was a 46 but it turns out I'm a 50 in a jacket. One thing to be aware of duties when ordering from Europe but even with the duties the jacket was still much cheaper than anywhere else in Canada. The customer service is top notch too!",CA,1,2022-07-26T01:18:42Z,ChromeBurner Motorgear
JChen,0.8,"Good Prices, Good service

Exchange rate being what it is, Chromeburner is a solid place to get things at a fairer price. However, I ordered the wrong size and immediately (same day as order) contacted customer service to see if I could adjust. By the time they saw the message they shipped which isn't a big deal. I paid return shipping with form clearly marked for an exchange, but instead they just refunded and i had to rebuy at a higher price than initially.

EDIT:
Chromeburner reached out after the review and offered to refund the difference. Kind and generous of them.",US,1,2022-08-03T15:36:42Z,ChromeBurner Motorgear
Ian,1.0,"Packtalk Bold Duo

The service was great. The parts were as advertised and shipping was fast to Australia.",AU,2,2022-08-12T00:18:04Z,ChromeBurner Motorgear
joey alkais,1.0,"Super fast delivery at a great price

I was a bit cautious at first but after reading a lot of positive reviews I decided to do business with them.
I was impressed with the experience, item delivered quicker than expected and it was a few hundred dollars cheaper than anywhere else locally",CA,1,2022-07-28T05:10:04Z,ChromeBurner Motorgear
Rachel,1.0,"Fantastic and hassle free transaction

Easy website to navigate. Plenty of notifications to let me know where my order was up to. Super fast delivery! 100% happy and definitely recommend.",AU,2,2022-08-04T13:38:13Z,ChromeBurner Motorgear
Bill,1.0,"Fast shipping to the U.S.

I'm in the United States and they actually got my order to me faster than Revzilla does here in the U.S. Granted I was looking for a specific item and specific size which was not available in the U.S. so I did pay international shipping of $26 through FedEx, but they literally got me my riding boots from the Netherlands to Atlanta, Georgia in one business day. That is amazing speed. It was well packaged and item arrived safely. Well worth the $26 fee to get exactly what I wanted.",US,1,2022-07-23T18:59:51Z,ChromeBurner Motorgear
Speights@4164740,1.0,"A++++ Cannot Rave About the team anymore really

Recently I found a AGV Helmet in a local store that I really liked but the pricing was pretty high - I used google and found the ChromeBurner site - I must admit I was a little skeptical at first and I did some online research to check out that they were legit - they seemed ok so I placed an order for a Helmet, Boots and DOT Visor insert for less than what the Helmet alone was going to cost me here in New Zealand. I was stoked when everything arrived perfectly in just 13 days from Europe. I had a small issue with the DOT visor as a miss-pick, but the customer service was amazing and just refunded that item. A++++ will definitely be shopping with the ChromeBurner team again. Cheers M",NZ,3,2022-07-28T02:09:17Z,ChromeBurner Motorgear
Robert Lyle,1.0,"Super fast shipping to the US!

I ordered my HJC RPHA 90s Helmet on a Saturday, paid for the Internarional Priority Shipping, and received it by the following Tuesday. I was very impressed. The helmet was exactly as advertised and I was very happy with my first experience on Chromeburner.",US,1,2022-07-25T00:10:49Z,ChromeBurner Motorgear
Kevin,1.0,"Fantastic to deal with

Fantastic to deal with, dont hesitate to order fromCromeBurner",US,3,2022-08-13T19:38:05Z,ChromeBurner Motorgear
Sharon L.,1.0,"Extremely pleased with service and product

My helmet came very quickly and in perfect condition. I’m extremely pleased with the whole experience.",US,1,2022-08-08T22:58:15Z,ChromeBurner Motorgear
Doug Williams,1.0,"I was surprised how quickly my order…

I was surprised how quickly my order arrived. Ordered on Monday and had package on Wednesday. Pricing was good, customs and duty were a bit of a surprise. Should have researched better did not realize it would be an international delivery.
That said I would still look to Chromeburner for future purchases.",CA,1,2022-07-22T04:07:49Z,ChromeBurner Motorgear
Kelvin Wong,1.0,"Shipping was fast and communications…

Shipping was fast and communications good!",CA,1,2022-08-16T08:58:00Z,ChromeBurner Motorgear
Randall Bonner,1.0,"I purchased a scorpion Carbon helmet…

I purchased a scorpion Carbon helmet from the ChromeBurner team (all the way from Australia on a Sunday). On the same day i received confirmation of order receipt and it was shipped within 14 day's time. Arrived well packaged, damage free and on time! The website was also easy to navigate and stock levels were shown which is key! Well done guys, thanks, will shop here again.",AU,1,2022-07-18T06:48:20Z,ChromeBurner Motorgear
Hien,1.0,"Received my shoes in a shorter time…

Received my shoes in a shorter time frame than expected.",CA,2,2022-08-14T00:57:42Z,ChromeBurner Motorgear
Ian,0.6,"Be wary of import tax

Wow'd by the price of a duo pack headset, but you then have to import tax and a charge from Fed ex to import to the UK, so I'm now actually paying more!

Look around properly first.",GB,6,2022-07-28T18:49:06Z,ChromeBurner Motorgear
ROBERT WILLIAMS,1.0,"They had the helmet I wanted a shipping…

They had the helmet I wanted a shipping was very fast.",US,2,2022-08-13T15:23:07Z,ChromeBurner Motorgear
Mark Holtge,1.0,"Great service and communication

Great service and communication. Super fast delivery with the FedEx option, Arrived in Australia 5 days after ordering. Could not be happier and will definitely buy from again.",AU,1,2022-07-29T01:33:34Z,ChromeBurner Motorgear
Nikola Wandler,1.0,"Even with shipping

Even with shipping, and customs, its still cheaper to buy from chrome burner than anyone locally in Canada. Gear came from across the pond in 3 days too! Couldn't be happier!",CA,1,2022-07-29T04:55:53Z,ChromeBurner Motorgear
Greg Custer,1.0,"I had a great experience shopping here

I had a great experience shopping here. Prices were the best I could find. The seat I ordered shipped right away and was exactly as described.",US,4,2022-08-02T08:25:32Z,ChromeBurner Motorgear
Caleb Ostheller,1.0,"Good company

Fast response to my questions and reasonable shipping costs for how fast I got the item from halfway across the world. Item arrived in good condition as described.",US,1,2022-07-29T20:21:03Z,ChromeBurner Motorgear
Lars,1.0,"Great experience

Painless ordering. Order arrived faster than expected. Everything was exactly what it was supposed to be and the price was the best I could find.

AAA :-)",CA,3,2022-07-31T06:06:33Z,ChromeBurner Motorgear
Grant Bull,0.8,"Freight updates would be great

Just needed an update email, where my parcel was. Would have been nice. I had no idea what was going on but when I asked you guys you responded quickly.",AU,1,2022-07-31T02:34:41Z,ChromeBurner Motorgear
Martin Grant,1.0,"Fantastic service

Fantastic service, Purchased the Cardo Freecom +4 Duo. Always a little bit of worry buying from overseas but awesome experience with ChromeBurner Motogear. Kept informed during the shipping transit period & arrived well before the estimated delivery date. Highly recommended for customer service. Well done. Cheers Martin Grant",AU,2,2022-07-15T06:25:29Z,ChromeBurner Motorgear
James,1.0,"Great service

Great service, no problems with the transaction including shipping. I love the helmet! Thanks",US,1,2022-08-08T04:56:29Z,ChromeBurner Motorgear
Aria Komari,1.0,"Great 1st experience

Fast, reliable and secure. Based on my 1st purchase, I was honestly impressed.",US,2,2022-08-09T23:14:41Z,ChromeBurner Motorgear
Cam,1.0,"Z 900 Bagster Ready Seat - Great!

Great service and unexpectedly fast delivery. Any concerns regarding seat fitment were quickly allayed once it clicked into place. Really comfortable and my wife even likes her pillion seat! :)",AU,2,2022-07-25T12:29:52Z,ChromeBurner Motorgear
Eric cote,1.0,"Price product and shipping #1…

Price product and shipping #1 👍🏻👍🏻👍🏻",CA,1,2022-08-14T18:19:56Z,ChromeBurner Motorgear
Juan Santizo,1.0,"Nothing like ChromeBurner Motorgear!

It was so easy to purchase my new Alpinestars boots at ChromeBurner and the price was great!
The service and communication excellent.
My order arrived on time and everything inside as expected. I’m really happy with my order. Thank You",GT,1,2022-07-20T06:15:39Z,ChromeBurner Motorgear
Douglas Brandt,1.0,"I was very surprised my shipment came…

I was very surprised my shipment came from Belgium and not from inside CANADA
That’s what I thought considering I believe you have an outlet in Canada
My product is perfect
Thank you
I’ll be your on going customer
Doug Brandt
British Columbia
CANADA V2A8W2",CA,1,2022-07-16T20:16:36Z,ChromeBurner Motorgear
Woody,0.6,"It came to a Aust delivery later than…

It came to a Aust delivery later than expected and while it was here in the country and i recieved it ,, the tracking number said it was still overseas,??? I understand there are delays everywhere and i still got it in a reasonable time frame.",AU,4,2022-07-17T14:32:13Z,ChromeBurner Motorgear
Chris Earle,1.0,"Thanks

The service from ChromeBurner Motorgear was excellent, I had some questions that were responded to quickly and with plenty of information. Their tracking was good and my helmet was sent the day after I order it.
Will definitely use them again.

Australian post let me down terribly.",AU,1,2022-07-14T13:19:26Z,ChromeBurner Motorgear
sandeep singh,1.0,"Great people, fast service

First time dealing with chromeburner. They Exceeded my expectations. Before buying i had a question about the helmet. So I emailed and got a reply back. I placed the order and it showed up within a week initially the shipment was showing month away. Can’t wait to order more parts.",US,1,2022-07-14T10:10:44Z,ChromeBurner Motorgear
Thomas Triplett,1.0,"Sena 50s dual pack

My experience was great. The order came quick and everything worked as it should. Price was way under what I could find locally. I was a little apprehensive about ordering from overseas, but that was misplaced. I highly recommend Chromeburner and will be using them again!",US,3,2022-07-13T20:04:51Z,ChromeBurner Motorgear
Celine Miousse,1.0,"Perfect 10

Exactly what i ordered. Super fast shipping. Very pleased with customer service. They answer quickly and efficiently. I will buy again for sure",CA,2,2022-07-30T00:09:54Z,ChromeBurner Motorgear
patrick meissan,1.0,"great product....very satisfy and price…

great product....very satisfy and price is pretty good...
ill keep looking fou some other stuff for my bike...multistrada 2019
best regards
Patrick Meissan...Quebec city..Canada",CA,1,2022-07-24T18:21:07Z,ChromeBurner Motorgear
Simon Berner,0.4,"Service was excellent however the size…

Service was excellent however the size was not UK size it was too small the postage was more than the helmet to send it back",GB,1,2022-08-02T09:55:38Z,ChromeBurner Motorgear
Dave,1.0,"Fast postage

Fast postage, great products, excellent price",AU,1,2022-08-14T07:41:02Z,ChromeBurner Motorgear
tokaitelejohn,1.0,"Spartan RS - great price, fast postage

Great price from Chromeburner for this new ECE 22.06 helmet (Shark Spartan RS) - probably the cheapest on the Web- fast postage and a great helmet! Would definitely buy from Chromeburner again! Very satisfied.",IE,1,2022-07-23T16:18:40Z,ChromeBurner Motorgear
Rider from Canada,1.0,"Great customer service and Quick Delivery

Great customer service and fast shipping. I ordered from Canada and the Helmet arrived super fast. All my questions were answered in a timely manner. Will definitely order again.",CA,1,2022-07-22T22:59:54Z,ChromeBurner Motorgear
PETER MASON,1.0,"Great service thought sizing guide…

Great service thought sizing guide could be better meant it was a tad tighter than I expected it to be but overall great service",GB,9,2022-07-30T16:55:57Z,ChromeBurner Motorgear
Robin Blom,1.0,"Delivered quickly

Delivered quickly, fast and helpful support. 👍👍",SE,1,2022-08-13T11:13:45Z,ChromeBurner Motorgear
John King,1.0,"Happy with service

I received my GPS VERY quickly and in perfect condition. Considering that it traveled from overseas, I was blown away by the delivery. I will definitely use them again",US,1,2022-07-23T18:26:46Z,ChromeBurner Motorgear
Grant Ward,1.0,"I am a buyer from Canada

I am a buyer from Canada. Chrome burner offers great prices and fast shipping. I have bought a few helmets and they come with pin lock. I have referred all my friends.",CA,2,2022-07-23T17:38:32Z,ChromeBurner Motorgear
Khairul,1.0,"Great experience w Chromeburner

Great experience w Chromeburner. Bad experience w Fedex. Suggest change international courier company. My order was delayed 2 weeks.",MY,2,2022-07-28T15:34:08Z,ChromeBurner Motorgear
Gordon Macarthur,1.0,"Very happy with my purchase from…

Very happy with my purchase from chromeburner. The item arrived in perfect condition and I wasn't waiting long for it to arrive. From placing the order to delivery was about 10 days. Excellent service.",IE,1,2022-07-16T16:47:07Z,ChromeBurner Motorgear
Tomas Kriz,1.0,"Goog Price And Fast delivery

Goog Price And Fast delivery. From Europa to Canada in two days. Thank you!",CA,1,2022-08-08T07:15:56Z,ChromeBurner Motorgear
Eric Gagnon,1.0,"Chrome Burner is Hot !

Lowest price on what I was looking for. Transaction was simple. Package arrived Real Fast !
I defenitely recommand Chrome Burner, and will certainly will buy from them, again !",CA,1,2022-07-20T19:22:59Z,ChromeBurner Motorgear
Douglas Rhomberg,1.0,"What’s not to like?

Great product, fast shipping and unbeatable price. I am so glad I found this site. A wonderful service!",US,1,2022-08-02T22:43:21Z,ChromeBurner Motorgear
Lesley Butler,1.0,"Had to wait a while for my purchase to…

Had to wait a while for my purchase to arrive but when it finally did I was very pleased! It was well packaged and exactly as described",GB,1,2022-07-27T23:50:10Z,ChromeBurner Motorgear
Simon Morgan,1.0,"Cost and delivery were very good

Very happy with the speed of delivery from Chromeburner. The package arrived quicker than some local parcels get to me. Cost of the jacket I bought was also good.",AU,3,2022-07-23T05:13:47Z,ChromeBurner Motorgear
Robert,1.0,"Great service

Great service. 5 day delivery to US. Quick email response to questions. 5 stars for sure.",US,1,2022-08-04T23:13:26Z,ChromeBurner Motorgear
Mark Michelin,1.0,"Great

Great, I’ve ordered 3 times and all have been headache free.",CA,2,2022-08-09T17:57:35Z,ChromeBurner Motorgear
Kon Andrew Stan,1.0,"HJC RPHA 11 helmet and Delivery…

Product was as advertised and Delivery time was excellent , thanks . And easy to deal with ⭐️⭐️⭐️⭐️⭐️",AU,1,2022-08-02T03:38:13Z,ChromeBurner Motorgear
Graham,1.0,"Great service well recommended

Fabulous service from e-mailing for advice on the product to fast delivery, great comfortable seat too, thanks guys",IM,6,2022-07-29T21:42:46Z,ChromeBurner Motorgear
R Samuel,1.0,"Great supplier

Well packed, super fast delivery & cheaper than I could buy locally.",AU,1,2022-08-08T04:12:28Z,ChromeBurner Motorgear
David,1.0,"THE PLACE to buy helmets!

Over the years, I’ve purchased four helmets from ChromeBurner. Every purchase resulted in crazy fast deliveries of a few days to Central Florida. ChromeBurner are awesome!",US,2,2022-07-18T01:24:43Z,ChromeBurner Motorgear
Colin Hill,1.0,"The item was well packaged and the…

The item was well packaged and the process from ordering to delivery was super smooth and prompt, i received my delivery within days of ordering, i would definitely use this company again.",GB,2,2022-07-14T01:16:50Z,ChromeBurner Motorgear
Mark,1.0,"Awesome!!!

Awesome! Incredible price. Unbelievably FAST shipping!!",US,2,2022-08-09T21:27:14Z,ChromeBurner Motorgear
James Cameron,1.0,"Cardo and helmet donut

Well priced goods, delivered fast and efficiently and in perfect condition. Very happy with my experience.",AU,1,2022-07-31T07:13:47Z,ChromeBurner Motorgear
Zheng Tu,1.0,"Strongly recommend

Price is good, delivery is really fast. It just took about one week to delivered to Canada. Even there was customs duty, but it is still much cheaper than I buy it in local.",CA,1,2022-07-16T04:20:55Z,ChromeBurner Motorgear
Lynn Kromer,1.0,"Great company for great products and prices

Great product’s, fast shipping and excellent communication!",DE,1,2022-08-09T11:00:42Z,ChromeBurner Motorgear
EC SCOTT,1.0,great prices and very good products.,US,1,2022-08-13T08:37:12Z,ChromeBurner Motorgear
Carroll Brown,1.0,"Surprisingly Satisfied

Didn’t expect the unit to arrive so soon. Due to low price I thought I was gonna have to go thru some problems, pleasantly surprised!!!!",US,1,2022-07-22T20:30:33Z,ChromeBurner Motorgear
Tim Tzeng,1.0,"It was a wonderful experience

It was a wonderful experience! Your team worked so quickly and efficiently, and were very proactive in handling my questions, really appreciated it!",TW,1,2022-07-19T16:17:40Z,ChromeBurner Motorgear
Wonton Jon,1.0,Great place to purchase from!,CA,1,2022-08-14T00:44:53Z,ChromeBurner Motorgear
Andrew S,1.0,"Couldnt be better to deal with,received…

Couldnt be better to deal with,received my order really fast",CA,1,2022-08-07T18:02:49Z,ChromeBurner Motorgear
Anonymous,1.0,"Good Product Availability & Fast Delivery

Reasonable prices, good range of products and fast delivery.

Not much more to say really and not much more you could want from an on-line supplier!",GB,29,2022-07-19T11:49:49Z,ChromeBurner Motorgear
