Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Ben B.,1.0,"Great products

Hot shots secret makes great quality products. I used to use other brands before I learned about Hot Shots secret and they are by far better and there products actually work. Keep up the good work Hot Shots secret, you made a believer out of me and a customer for life.",US,1,2021-09-13T16:15:19Z,Hot Shot's Secret
Eugene Bradmon,1.0,"Great value

Great value,quick return, easy to read results, very satisfied.",US,1,2021-09-12T05:00:48Z,Hot Shot's Secret
Evan,1.0,"Excellent Products

Excellent products and quick fedex shipping. These guys take the worry out of diesel fill ups. Thank you for protecting my truck!",US,1,2021-09-11T00:45:52Z,Hot Shot's Secret
John Grigsby,1.0,"Well

Well, been using LX4 and edt. So far, my cp4 pump hasn’t grenaded due to lack of lubricity.",US,4,2021-09-10T22:45:05Z,Hot Shot's Secret
Steven Breland,1.0,"Ordering online saves time and money

Ordering online saves time and money. Always fast shipping.",US,3,2021-09-09T15:28:32Z,Hot Shot's Secret
Evan,0.8,"everthing worked out as it should

everthing worked out as it should, good timeline, receipts, transaction, etc. And a good product.",US,2,2021-09-07T00:52:33Z,Hot Shot's Secret
John Evans,1.0,"Fast shipping

Fast shipping. Got my order when they said I would.",US,3,2021-09-06T23:03:40Z,Hot Shot's Secret
Pat,1.0,"Happy Canadian

Up here in Canada we have high fuel prices and extreme weather conditions . My 05 F350 diesel truck is my baby . I discovered hotshots after I got it 5 years ago , I am so impressed with their products it's worth paying the exchange rate on dollar and have it shipped up to me . I believe I am extending the life of my truck , hey it would be cool if you guys could send me a sticker for my truck , keep up the good work guys .",CA,2,2021-09-06T15:42:36Z,Hot Shot's Secret
dalton tuchscherer,1.0,"I got the best diesel products and I’m…horny

I got the best diesel products and I’m really happy and my truck is also happy so that’s a bonus or maybe it was because I was happy but either way nice fuel stuff!!",US,1,2021-09-04T02:48:07Z,Hot Shot's Secret
Roger,1.0,"great products

great products, fast shipping. liked that i received a free decal and keychain.",US,4,2021-09-04T02:08:53Z,Hot Shot's Secret
Aaron Schulman,1.0,"2006 Dodge Ram Cummins AT 4x2

I have a 2006 Dodge Ram Cummins AT 4x2. It’s got lots of goodies hidden under the plain wrapper. I take really good care of my truck but still use it as a truck. It gets driven and used to pull a horse trailer. I use extreme diesel and edt and stiction eliminator as directed. I think I have one if the nicest non show built to use doing work 2006 2500s around. I swear by hit shot secret to keep me out of the repair shop. I buy hot shot secret products when they have specials. Only had one delivery issue and it was the shippers mistake. Great products for me!!!",US,2,2021-09-03T01:55:04Z,Hot Shot's Secret
Melanie Tighe,1.0,Excellent communication and service.,US,5,2021-09-02T03:38:45Z,Hot Shot's Secret
Kevin Chittum,1.0,"Very fast delivery and like the free…

Very fast delivery and like the free shipping. I have never found product that works just like they said it would work. I will use it always.",US,7,2021-09-07T18:31:06Z,Hot Shot's Secret
Travis,1.0,"Awesome customer service shipment was…

Awesome customer service shipment was lost by FedEx and they immediately shipped out a new order.",US,1,2021-09-01T21:39:23Z,Hot Shot's Secret
BILLY RALEY,1.0,"Fast shipping

Haven’t installed this item yet, as I work a lot. But the shipping was fast had it within 3 days of ordering and I’m looking forward to installing it, plan on Installing when I do my next oil change! Looking forward to seeing how well it works",US,1,2021-08-30T20:49:43Z,Hot Shot's Secret
Jared Sebesta,1.0,"Great product !!

Great product !!! Use the edt in my power stroke and love it , also bought some of the extreme gas treatment for the wife's car and my work car and noticed the difference . Better mpg and got rid of the sluggish performance. Will keep buying their products !",US,1,2021-08-30T20:29:55Z,Hot Shot's Secret
Terry Pitts,1.0,Great service,US,1,2021-08-30T17:08:41Z,Hot Shot's Secret
Tim,0.2,"Not Happy

I used the oil treatment and the fuel treatment. There was no noticable difference in performance at all. Mileage was the same, staring was the same. I will wait to see if the oil treatment takes a while to improve. I will not waste my money on the fuel treatment again.",US,1,2021-08-30T14:46:04Z,Hot Shot's Secret
anthony murray,1.0,Great oil stays clean,US,1,2021-08-24T03:50:58Z,Hot Shot's Secret
terry rucker,0.8,"will got the order when i open box to…

will got the order when i open box to look a the oil jug it was only 3/4 full how is it a gallon with3/4 of oil should at less be close to the top,will not buy this again sorry",US,1,2021-08-23T21:21:28Z,Hot Shot's Secret
Roger,1.0,Great products great service.,US,4,2021-08-23T21:03:34Z,Hot Shot's Secret
JAIME DELGADO,1.0,"Overall A Good Deal…!!!

Items arrived and performed as described. Great products and awesome quality. Good quality, fast delivery and reasonable price made this purchase overall a good deal!",US,5,2021-08-23T20:47:31Z,Hot Shot's Secret
Anar Gafarov,1.0,The best of the best as always,AZ,2,2021-08-23T20:45:28Z,Hot Shot's Secret
James Jones,1.0,"Great products

Always had great luck with their products from my 97 f150 to my wife's 2006 GMC Envoy with the cost of fuel and oil on the rise the additives that are offered will keep our vehicles running for a long while thank you",US,2,2021-08-23T19:25:23Z,Hot Shot's Secret
TC,1.0,"Great product

Great product, great service. I'm a longtime Amsoil customer.",US,5,2021-08-23T18:28:01Z,Hot Shot's Secret
Stephen Czekus,1.0,"Received this diesel fuel treatment…

Received this diesel fuel treatment quicker than expected. My 2012 Duramax is bone stock with 130,000 on the clock. So far, better mileage and a little piece of mind on the infamous CP4. More importantly is the knowledge being obtained from the podcasts. Fuels, oils, cp4/cp3 fuel pumps, etc.",US,1,2021-08-23T14:38:09Z,Hot Shot's Secret
Alex Noriega,1.0,"5W40 oil

I used the 5w40 oil for my 2017 ram 2500 diesel and I immediately noticed the difference in how the truck was running. Alot smoother and the idleness is just amazing with this product! I've used the stiction eliminator in the pass and it was just time to switch over to the oil! Forever a customer now! I do use the everyday diesel treatment on every fill up . Next I'm going to switch the transmission fluid! Great product 👌! Highly recommend.",US,1,2021-08-23T14:21:42Z,Hot Shot's Secret
Alvin Richter,1.0,Seems to be doing as advertised.,US,1,2021-08-20T19:59:04Z,Hot Shot's Secret
Gerhart Rodriguez,0.8,Great products,US,1,2021-08-20T19:09:09Z,Hot Shot's Secret
Gregg r,1.0,"Great products I use in all my vehicles…

Great products I use in all my vehicles gas and diesel can realy tell the diffrence",US,2,2021-08-20T00:32:49Z,Hot Shot's Secret
Curtis Henshaw,1.0,"Great products

Great products, wouldn't use anything else.",US,2,2021-08-19T22:23:30Z,Hot Shot's Secret
Memyselfandi,1.0,Expensive but works.,US,1,2021-08-19T21:11:45Z,Hot Shot's Secret
Rick Hipp,1.0,"Essential product for my equipment

Great product, great pricing, great shipping!!!
I put that **** in everything that has an engine or gears.
Thanks again Team for the excellent service!!! In the spirit of the great General Douglas McArthur, “I shall return”

Rick",US,6,2021-08-19T04:24:03Z,Hot Shot's Secret
James Rollo,0.8,Still missing part of my order,US,1,2021-08-17T00:07:51Z,Hot Shot's Secret
nikita,1.0,"Use there products in my semi truck and…

Use there products in my semi truck and see no problems so now I just did a oil change in my 2011 GMC Sierra 1500 with 95,113 miles with the siction eliminator to get ready for a beach trip. Will see how it does for my pick up truck. Or there then that I’m my semi truck is works great feel no drag from the motor climbing hills so I’m say it works and let’s all the moving parts free up from friction. Big plus in my book.",US,5,2021-08-10T22:45:43Z,Hot Shot's Secret
Larry D Jervis,1.0,"Have purchased numerous times from Hot…

Have purchased numerous times from Hot Shot and received the same excellent service. Products work as listed I have purchased both diesel and gasoline products and have increased mileage on all vehicles.",US,1,2021-08-10T05:15:14Z,Hot Shot's Secret
Gary Cooper,1.0,"Quick and accurate

Order was processed and delivered quicker than I expected.",US,1,2021-08-06T22:04:11Z,Hot Shot's Secret
Cody McCunn,1.0,"Great products and prompt…

Great products and prompt communication. Unfortunate that products were out of stock but they right on top of refunding my money.",US,4,2021-08-06T14:46:17Z,Hot Shot's Secret
Miguel Utra,1.0,"Nice product.

Nice product.

Thanks.",US,1,2021-08-03T05:11:58Z,Hot Shot's Secret
Ken Dippold,1.0,"Great stuff

Great stuff, super quick delivery, product lives up to its promise.
Thank you.",US,1,2021-08-03T01:52:03Z,Hot Shot's Secret
Darryle Cash,1.0,"There quick turnaround makes it a no-brainer!

They have always promptly gotten my order packed, shipped and delivered to my door within just a few days, makes it an easy decision to just pop on the website and order what I need versus driving to several outlets to find everything.",US,2,2021-08-02T21:28:30Z,Hot Shot's Secret
George,1.0,"I believe in Hot Shots Secret's additives…

I believe Hot Shots Secret's additives are what makes my Ram Cummins diesel run so great. Never a problem starting in the winter even at 20 below or colder. It's a smooth runner and great starter no matter how cold or hot. I started adding Hot Shots Secret to my older International diesel tractor as well and it starts great even in the cold as well. I never plug either one in!!!",US,2,2021-08-02T20:43:02Z,Hot Shot's Secret
Jeff Nye,1.0,"stiction and the Diesel extreme

I use the stiction and the Diesel extreme....
I have better throttle response and my injectors seem to have came alive it cleaned them and gave more power.....
Wish they offered more discounts cuz I would stock up on this stuff it's a guaranteed improvement.",US,1,2021-08-02T18:36:29Z,Hot Shot's Secret
Heath Meier,1.0,"The Beat Diesel Additives

I have been running the best fuel additives made from H.S.S. in both of my Duramax's!! I run the EDT and LX4 in every tank fill up,and sometimes with Diesel Extreme!",US,5,2021-07-30T03:55:57Z,Hot Shot's Secret
Charley Ivy Jr,1.0,"I've been using this stuff for several…

I've been using this stuff for several years in my old Cummins 5.9 and it runs great.",US,2,2021-07-29T17:06:04Z,Hot Shot's Secret
Bruce Creecy,1.0,"No problems with NEW Truck

No problems with NEW Truck. My mechanic was talking to an engineer at our refinery and said the lubricity is a fine line on diesel fuel. He said to pick up something that would raise the lubricity. I saw your ad on line and thought the product would could help. Ordered and had product in a reasonable amount of time. Added yesterday and motor seemed smoother with more zip. Will continue use as is a plus so far.",US,2,2021-07-29T15:52:32Z,Hot Shot's Secret
Robert Sears,1.0,"Website ease of navigation

Website ease of navigation, quick shipping & great products!",US,5,2021-07-29T06:55:27Z,Hot Shot's Secret
Rick B.,1.0,"My proof Gasoline Extreme really works!

I don’t think your products work…I know they work. Just recently I had to replace the knock sensors on my father-in-laws 2004 GMC Sierra with 147,000 miles due to “check engine” light. Six months earlier I had suggested my father-in-law start running Hot Shot Secrets Gasoline Extreme, so twice we poured a bottle in. When replacing the knock sensors 6 months later the fuel injectors were spotless and the fuel ports were almost completely clean of buildup at 147,000 miles. Please understand nothing other than 2 treatments of Gasoline Extreme had this truck ever seen….now I know it works!",US,2,2021-07-28T23:00:20Z,Hot Shot's Secret
Tony Matheny,1.0,"Hot shot reps are very good at…

Hot shot reps are very good at directing you as to what product you need.",US,1,2021-07-28T04:23:28Z,Hot Shot's Secret
Mitch D,1.0,"Love all hotshots Products!

Love all hotshots Products!! Won’t mind getting a few stickers sent with the Products!",US,1,2021-07-28T03:17:43Z,Hot Shot's Secret
CEDRIC MOSLEY,1.0,"Fast delivery

Fast delivery. Excellent customer service",US,1,2021-07-28T00:24:55Z,Hot Shot's Secret
BG,1.0,"Always fast.shipping of awesome…

Always fast.shipping of awesome products.",US,2,2021-07-28T00:03:00Z,Hot Shot's Secret
Don Shutts,1.0,"I've been using Hot Shots Secrets ever…

I've been using Hot Shots Secrets ever since I had to change 8 injectors due to striction. For the last 7 years using striction eliminator and EDT I haven't had a problem at all.
Great products that work!",US,1,2021-07-27T23:32:57Z,Hot Shot's Secret
Atlantic Construction U.S.Inc.,1.0,PRODUCT IS AS ADVERTISED GREAT PRODUCT,US,5,2021-07-27T22:55:34Z,Hot Shot's Secret
P Day,1.0,"Great products

Great products, great prices, great shipping and great customer service. What more could you ask for!!. Will be using Hot Shot as long as I own a diesel pickup truck.",US,2,2021-07-27T19:14:05Z,Hot Shot's Secret
Johnny Mcarthur,1.0,"Only complaint is the bottle leaked and…

Only complaint is the bottle leaked and the box was in bad shape. Other than that, love your products!",US,1,2021-07-27T17:06:08Z,Hot Shot's Secret
Wayne Hamlin,1.0,"Customer service is awesome

Had some issues with FedEx which made it frustrating. But Ashley was awesome and helped with my order. Products are great and I will be buying more",US,1,2021-07-24T07:58:44Z,Hot Shot's Secret
Daniel Miller,1.0,"Trusted

As always fast shipping and remarkable products.",US,1,2021-07-22T21:24:17Z,Hot Shot's Secret
Luke M. Robotti Sr,1.0,"It is a good product to make your…

It is a good product to make your diesel run better and last longer, I think all dieselbowners should use it.",US,1,2021-07-22T16:33:16Z,Hot Shot's Secret
David Brecht,0.8,"2021 F250 POWERSTROKE

Started using EDT after 10,000mil and noticed the difference in throttle response and millage seems to be more constant at hwy speeds 75-80mph. Plan to run every tank, as I drive about 1000mil/wk. My brother tried in his 08 powerstroke and was amazed how quiet it runs.",US,2,2021-07-22T15:16:56Z,Hot Shot's Secret
lonnie thompson,0.6,"Products where lost in transit

Products where lost in transit.
Finally shipped out my order for second time.
Took weeks.
I did not receive my shop banner.",US,3,2021-07-20T23:24:46Z,Hot Shot's Secret
Kelly Robinson,1.0,"Very fast shipping

Very fast shipping! Always the right product!
And this product works!!!
Thank you!!",US,1,2021-07-20T21:27:06Z,Hot Shot's Secret
Jan Kvas,0.2,"I placed my order 6/28/21 and I called…

I placed my order 6/28/21 and I called customer service once. Still no have it!",SK,1,2021-07-20T16:49:16Z,Hot Shot's Secret
larry lucas,1.0,"This stuff is the best I have ever used…

This stuff is the best I have ever used in my trucks! I will be buying more...",US,1,2021-07-20T14:21:32Z,Hot Shot's Secret
ALBERTO BENETTI,1.0,No words can describe just perfect,US,1,2021-07-20T00:38:49Z,Hot Shot's Secret
Ryan Greeves Lakeview Repair L,1.0,"Great products

Great products. Very impressed with everything u all do for lakeviwrepair. Looking forward to seeing what Hot Shot Secret comes out with next.",US,1,2021-07-16T21:20:42Z,Hot Shot's Secret
Narmin Karimli,1.0,"Instant positive result

Instant positive result. Just awesome",AZ,1,2021-07-14T21:46:17Z,Hot Shot's Secret
Daniel Rodriguez,1.0,"hot shot secrets everyday diesel works…

hot shot secrets everyday diesel works great.",US,1,2021-07-14T19:39:26Z,Hot Shot's Secret
James Luza,1.0,"Promotional Offerings Are Excellent!

I have an account with Lubrication Specialties and have ordered multiple products. In every case, I have found the ordering easy and the orders are fulfilled perfectly. I appreciate the free shipping on orders and I especially appreciate the special offers and discount packages that are offered on companion products. Please - keep them coming. I can tell you that I for one have taken advantage of the specials to try new Hot Shot's Secret products. It works for me!",US,1,2021-07-14T03:24:21Z,Hot Shot's Secret
Jon Weber,1.0,"I have a 6.7 powerstroke and as anyone…

I have a 6.7 powerstroke and as anyone knows the fuel systems on these trucks are sensitive to say the least. I use Hot shots secret every fill up to add lubrication to help the fuel system. I also use their FR3 in the oil and Shift restore in the trans. very happy with everything and ive been using their product for almost 2 years now. I recommend Hot shots secret to everyone i talk to about diesels.",US,4,2021-07-13T18:24:48Z,Hot Shot's Secret
Casey L.,1.0,"Fast Shipping

Shipping is free, arrived quickly, promptly, and in good condition.",US,1,2021-07-12T22:05:15Z,Hot Shot's Secret
C.W.T,1.0,"The first package was lost in mail

The first package was lost in mail. They sent a new package right away. Thanks again Great customer service",US,1,2021-07-12T21:27:38Z,Hot Shot's Secret
Lonnie Forrest,1.0,"Hot Shots Secret (aka) Lubrication…

Hot Shots Secret (aka) Lubrication Specialties - has met my expectations (above & beyond) when it comes to Fast Shipping & answering any questions I have with a prompt go to answer!
Thus the reason my 2017 6.7L Ram is running while using All Their Diesel Products - Diesel Fuel Additves / ATF +4 / Green Diamond HDEO!",US,3,2021-07-08T20:02:04Z,Hot Shot's Secret
William Webb,1.0,"I tell everyone they should be using these products.

Great products along with great service. I also like that they support our Military and First Responders.",US,1,2021-07-08T18:53:51Z,Hot Shot's Secret
Jerome A. Sutter,1.0,"I've been using your product as a fuel…

I've been using your product as a fuel treatment because my mechanic advised it would help my problem of long cranking, and it worked. I use it for every fill up now and used the winter additive with great results as well. Will be adding the oil additive with the next oil change. I believe these products are worth the investment and will continue to use them in the future.",US,3,2021-07-07T22:10:51Z,Hot Shot's Secret
Donald Bolinger,1.0,"HANDS DOWN THE BEST PRODUCT I HAVE…

HANDS DOWN THE BEST PRODUCT I HAVE USED. FROM LX4, EVERYDAY DIESEL TREATMENT, STICTION ELIMINATOR, AND THE DIESEL OIL. I HAVE GAINED 3 TO 4 MPG, TRUCK RUNS GREAT, AND ENGINE HAS LESS RATTLE AND IS PROTECTED WITH GREAT PRODUCTS",US,1,2021-07-07T19:05:43Z,Hot Shot's Secret
Colton Scheid,1.0,"Great products and prompt shipping

Great products and prompt shipping. Love their products.",US,1,2021-07-07T05:00:21Z,Hot Shot's Secret
Valued Customer,1.0,"Answer in a bottle?

Was looking for something to restore new life in my transmission, this was it.",US,2,2021-07-06T23:07:29Z,Hot Shot's Secret
Ron Roberts,1.0,"Products are great transaction…

Products are great transaction excellent shipping ahead of time. What else could you want!",US,3,2021-07-06T04:24:28Z,Hot Shot's Secret
Chris Henningsen,0.8,"Ordering was super simple

Ordering was super simple, easy and fast. My ONLY complaint is the shipping. When I ordered on June 7th, it showed a delivery of Friday June 11th, but Hot Shots shipped through FedEx, which has to be THE WORST commercial shipping these days, I ended up not getting my package till June 17th, a full week late, and for 5 days, FedEx's own tracking showed my package sitting in the warehouse in Roseville, which is literally 1.5 hours from my house, if I could have, I would have just driven down and picked it up.",US,1,2021-07-06T03:48:12Z,Hot Shot's Secret
Anthony,1.0,"Once again ,Fantastic products

Once again ,Fantastic products , uses for My Truck,Cars and Motorcycles!!!!!!!!!",US,4,2021-07-06T01:55:17Z,Hot Shot's Secret
Mac,1.0,"It just works

It just works, don't hesitate, get some now.",US,3,2021-07-05T22:59:03Z,Hot Shot's Secret
Customer,1.0,"Very good lubricant to coat firearms…

Very good lubricant to coat firearms for storage.",US,2,2021-07-05T22:40:35Z,Hot Shot's Secret
Tim Wilkins,1.0,"Hotshot Secret is a great company

Hotshot Secret is a great company and have always been quick to help every time I have had a question. I have used a lot of there products and all of them have been great!",US,5,2021-07-05T15:30:32Z,Hot Shot's Secret
Guest,1.0,"Definitely recommend

Ordered a pizza tonight turned up 30 mins early which was a bit of a shock as we were in pub round corner lol but absolutely amazing . Hot , tasty , totally delicious",GB,6,2021-07-02T21:06:00Z,Hot Shot's Secret
Michael,0.8,"1st time buying their products

1st time buying their products. Had an issue when trying to add my military status. Sent them an email and not only did they resolve the issue when I got their products there were unordered produts in the box. Nice little surprise. Couldn't give them 4.5 stars so even tho I gave it 4 stars they are closer to 5 than 4. Now to see how well their products work. That no questions asked, must be completely satisfied or your money back guarantee is comforting.",US,2,2021-07-01T17:25:02Z,Hot Shot's Secret
Gary,1.0,Love the product.,US,3,2021-06-30T17:44:10Z,Hot Shot's Secret
S Light,1.0,"Hotshot’s service is always Dependable

Hotshot’s service is always Courteous,
Quick & Accurate!",US,2,2021-06-30T16:26:47Z,Hot Shot's Secret
Bruce C Wollen,1.0,"received my order very quickly

received my order very quickly, could notice d difference in performance and mileage after 2nd fill up.",US,2,2021-06-29T22:09:50Z,Hot Shot's Secret
Amsey Leid/ A&T Trucking,1.0,"Great deal and timing on good product

Great deal on a good product",US,1,2021-06-29T20:09:39Z,Hot Shot's Secret
Jack P.,1.0,"I received my order very promptly prior…

I received my order very promptly prior to leaving for a 3 week vacation. I felt much more confident being able to add my additives without having to locate a store in an unfamiliar area of a different state.

Happy customer,
Jack P.",US,1,2021-06-29T16:59:38Z,Hot Shot's Secret
Jake Debruler,1.0,Excellent service and fast shipping.,US,1,2021-06-29T15:59:56Z,Hot Shot's Secret
wesley Scott,1.0,"Love the products

Love the products, I run green diamond 10w-30 and EDT in my 16 powerstroke. I didnt notice any difference in fuel economy but it runs so much quieter with this oil.",US,3,2021-06-29T14:34:25Z,Hot Shot's Secret
Tom Bolender,0.2,"I've paid but haven't received any…

I've paid but haven't received any product as of yet. Who knows if it'll show up.",US,2,2021-06-28T23:06:49Z,Hot Shot's Secret
Njlifter,1.0,"EDT and FR2 combo

Bought the 2 squeeze bottles of EDT and FR2 combo. They had a promo going on giving me an additional free squeeze bottle of EDT. They also support military and first responders so I also got an additional discount. Kudos to you guys for that as well. Well appreciated. The items came quickly and well packed. Great communication throughout the entire purchasing process. As for the product performance, it is too soon to know. Just hoping the EDT does what is supposed to do and keep my maintenance to a minimum and additional mpg possible to go up. Only 2 tanks run so far. As far as customer service I will buy again. A+ for that. Thanks and look forward to future business.",US,2,2021-07-08T14:24:15Z,Hot Shot's Secret
sean gustafson,1.0,"This is my first time using your…

This is my first time using your products and so far I'm very impressed. I think I have finally found something that not only me but my truck like very well. I have had my truck now for over 15 years and tried other products but they don't stand up. Your products deffinatly do and for that reason I have told other diesel owners that I have come across to give your products a try and that they will not be disappointed. I will definitely be using your stuff and only your stuff from hear on out. The stuff works period!!!",US,1,2021-06-26T04:41:23Z,Hot Shot's Secret
Gary Miller,1.0,Absolute awesome products,US,1,2021-06-24T16:50:59Z,Hot Shot's Secret
Mark,1.0,"Engine always runs so quiet you can’t…

Engine always runs so quiet you can’t hear it when I add FR3.",US,2,2021-06-23T00:18:35Z,Hot Shot's Secret
Mike m,1.0,"Love it ,used it in my gas engine and…

Love it ,used it in my gas engine and noticed huge difference",US,2,2021-06-22T23:12:37Z,Hot Shot's Secret
Donald Froman,1.0,"I received my order quickly and no…

I received my order quickly and no issues. I shave only used the gas fuel stiction eliminator but don’t have enough miles on my car to feel a difference. Thank you",US,1,2021-06-22T17:53:24Z,Hot Shot's Secret
Benjamin Mielke,1.0,"I use lubricity Lx4, stiction , friction FR3 always!

I use lubricity extreme in every fill up to help everything the gas touches. When I change oil I use stiction eliminator to clean everything the oil touches! Then switch out next oil change to friction reducer to help coat vital components in oil! Works amazing in gas and diesels I’ve owned brings back injectors and reduces noise and keeps my new vehicles running great!",US,1,2021-06-22T17:46:22Z,Hot Shot's Secret
Matt Franz,1.0,"This company produces amazing products

This company produces amazing products! I have been using the EDT and the Extreme Clean for years and have been extremely happy with the performance of my diesel vehicles.",US,1,2021-06-18T17:53:34Z,Hot Shot's Secret
Martin O Gillette Jr,1.0,"Bought my truck 02/2017 and it’s never…

Bought my truck 02/2017 and it’s never had a tank of fuel without EDT except for the first tank that the dealership put in it! Thanks hotshot!",US,3,2021-06-17T18:30:52Z,Hot Shot's Secret
malakai,1.0,"Great Products!

Great Service!",US,3,2021-06-15T04:41:01Z,Hot Shot's Secret
Michael Cangley,0.6,"Wrong Answer

I wrote Hotshot's Secret to tell them that using their product caused a DTC code (P20EE) on my truck for the Selective Catalytic Reduction System and when I stopped using it the DTC code when away. I asked if they had experienced this problem before and if there was a solution.
They told me I was using a poor quality DEF. Yet I have been using Shell Rotella DEF for nearly ten years with no problem.
Whatever.
I have a 2015 GMC Duramax. I gave the Everyday Diesel Treatment to a friend with a 2021 Ford Powerstroke. He had the exact same issue.",US,1,2021-06-15T03:23:14Z,Hot Shot's Secret
Freddy Snow,1.0,"Great products and fast shipping

Great products and fast shipping. What more could you ask for?",US,3,2021-06-15T03:17:54Z,Hot Shot's Secret
Brian Ahlefeld,1.0,"I got a 2010 f150 and spoke a staff…

I got a 2010 f150 and spoke a staff person.. symptoms are at speeds of 55,if I slow around 40mph or do it is very hesitant..I was recommended the fr3 and gasoline extreme I did use them and the problem is still persistent is there something else to try??? Has about 155k miles..trans seems to shift smoothly..it is a 4.6 liter engine..",US,1,2021-06-14T22:53:32Z,Hot Shot's Secret
Alfred W Arnold,1.0,great products,US,1,2021-06-14T16:30:24Z,Hot Shot's Secret
Steve Miller,0.4,"When buying through the company pay close attention

A good product but problems with ordering through the company. FedEx destroyed one of my boxes then when I finally realized it wasn’t showing up I called the company to get the missing items resent. After about two weeks no word then when I called back I. The lady I talked to said she forgot to place the order. With being home about every three months I will have to go without some of the products and pay highly inflated prices at the truck stops.",US,1,2021-06-13T04:18:59Z,Hot Shot's Secret
Del Erb,1.0,"Great products and company

I have not been disappointed in the products and or this company since my first purchase and will continue to purchase their products",US,7,2021-06-12T00:18:39Z,Hot Shot's Secret
Bryan Allen,0.8,"The product works great

The product works great, nuff said!!!👍👍",US,2,2021-06-10T20:03:48Z,Hot Shot's Secret
MARK A SIGNORELLO,1.0,"Excellent products

Excellent products. Work as advertized. Gained 2.3 miles per gallon on my 250,000 mile twin turbo Audi with Stiction eliminator. My 30 year old Mercedes V8 had much smoother idle upon start up and acceleration felt better using Gasoline Extreme. This also benefited the Audi",US,1,2021-06-10T00:12:02Z,Hot Shot's Secret
Kenneth L Parksion,1.0,"I love your products

I love your products! I have used them for years and recommend them to anyone that will listen",US,2,2021-06-09T21:56:19Z,Hot Shot's Secret
Darryl Jackson,1.0,"Hello since I’ve used your product my…

Hello since I’ve used your product my vehicle has been running very smoothly i can really tell the difference.",US,1,2021-06-08T19:45:51Z,Hot Shot's Secret
robert pritchard,1.0,"I like the product I think it has many…

I like the product I think it has many benefits I believe it does what it says it will do",US,1,2021-06-08T19:24:00Z,Hot Shot's Secret
Michael Witt,1.0,"I have been using there diesel fuel…

I have been using there diesel fuel treatment for a few years now, with improvements to mileage. Trying to find it locally has been difficult at times, so I decided to look for a better source. So I tried through an online retailer, but the last time was horrible. I found I could go direct and my experience was great so that being said I will continue to die that.",US,1,2021-06-07T18:31:18Z,Hot Shot's Secret
Mike Drake II,1.0,"HotShots is always great

HotShots is always great. Service is always excellent. Good prices and quick shipping.",US,4,2021-06-07T15:28:31Z,Hot Shot's Secret
Clifton Harper,1.0,"Good Performance Products Selections!

Good product, good customer service, good price.",US,3,2021-06-07T15:19:33Z,Hot Shot's Secret
Sam Edson,1.0,"Fast shipping

Fast shipping, quality products and free stickers are a plus! Highly recommended",US,1,2021-06-03T18:17:01Z,Hot Shot's Secret
Christina Zimmerman,1.0,"Just outstanding

Exceptional customer service and lightning fast delivery",US,1,2021-06-03T16:37:52Z,Hot Shot's Secret
Zac Edwards,1.0,"Great product I put it in my 09 ram 6.7…

Great product I put it in my 09 ram 6.7 Cummins it runs smoother plus it can feel amor more power I would highly recommend",US,2,2021-06-02T19:07:07Z,Hot Shot's Secret
Brian R.,1.0,"Great Price! Fast Shipping!

I received my bottle of Hot Shot's extremely quickly!
I can't attest yet to it's effectiveness but for such a minimal cost it's more than worth giving it a shot",US,1,2021-06-02T14:05:41Z,Hot Shot's Secret
Matthew Benner,1.0,Ordering was quick simple and easy.,US,1,2021-06-02T00:04:16Z,Hot Shot's Secret
keith reimer,1.0,"I have used a range of hot shots…

I have used a range of hot shots products for years and they work.",US,2,2021-06-01T19:39:43Z,Hot Shot's Secret
Andrew D. Leimkuehler,1.0,"Have been a hotshot secret customer for years

Have been a hotshot secret customer for years, only use the them because you get what you pay for and that’s the best products on the market!",US,1,2021-06-01T19:08:08Z,Hot Shot's Secret
James Pinkney III,1.0,"Product Review

Timely delivery and good prices. The customer service professional are outstanding.",US,3,2021-06-01T17:40:33Z,Hot Shot's Secret
John Sharpe,1.0,"Hot Shot's Secret is the best product I…

Hot Shot's Secret is the best product I ever used in my all my vehicle's. I own a 2006 VW TDI with DSG transmission. Recently had the fluid and filter changed and noticed a slip in the transmission. Add TSE to the fluid and with 50 Miles noticed it went away. Now 200 plus in adding TSE and transmission seems to run smoother then when I bought the car. Car has 187,000 plus on on it. Love this product, EDT, Diesel Extreme, Stiction Eliminator and the GASOLINE EXTREME.",US,3,2021-06-01T15:00:31Z,Hot Shot's Secret
Daniel Vergeer,1.0,"Been using hotshot products for years…

Been using hotshot products for years now, never have they let me down.
I use primarily the EDT, Stiction Eliminator, and Friction reducer fr3.
I would recomend this company and their full line of products to anyone looking to make switch from the other cleaners and anti wear products put there, and they have a money back guarantee.",US,2,2021-06-01T03:01:05Z,Hot Shot's Secret
Renner,1.0,"I use multiple hotshots products all…

I use multiple hotshots products all seem to have made an improvement. Definitely recommend.",US,1,2021-06-01T01:32:23Z,Hot Shot's Secret
Brian Fielden,1.0,Great customer service.,US,2,2021-06-01T00:12:03Z,Hot Shot's Secret
customer,1.0,"Diesel Extreme in my F250SD

The product arrived quickly. I use Diesel Extreme 100% of the time in my F250SD. It makes a difference.",US,2,2021-06-02T17:28:03Z,Hot Shot's Secret
