Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Nestor Zuniga,1.0,Fast delivery and very good product,US,1,2022-07-05T10:25:38Z,procivic.com
Ben W,1.0,"Worthy Aftermarket Replacement

Straight forward installation and a great product to keep the turbocharger cooler. Adds bonus horsepower as well without having to make any major modifications to my 17' Civic Sport Hatchback. This intercooler, bought at a fairly priced discount compared to other suppliers, is a worthy replacement for the cheap OEM intercooler that comes installed from the factory.

I think ProCivic.com is gonna be my main aftermarket parts supplier for now on. Thanks again for the great service and great selection of quality performance products. Keep it up!",US,2,2022-07-02T08:52:10Z,procivic.com
Josiah Moose,1.0,Amazing site and quality parts,US,1,2022-07-01T21:07:00Z,procivic.com
Ned L,1.0,"Window Visors MG style 2018 civic sport

Easy installation as I have done similar before. They also have a video that shows you how to install it. Overall the MG style visors are nice quality. Only wish they did not have this tiny HC logo on them.",US,1,2022-06-29T02:29:27Z,procivic.com
Marco Munoz,0.6,Decent product,US,1,2022-06-28T20:05:41Z,procivic.com
Jariel Rodriguez,0.8,"pretty good so far honestly the ups…

pretty good so far honestly the ups people broke the visor and there sending me another one so i can’t rlly be mad.",US,1,2022-06-28T02:06:28Z,procivic.com
Shawn,1.0,"Invidia Gemini Exhaust

I received my new exhaust from pro civic. I chose the invidia Gemini. It was shipped out the following business day and arrived within a few days. Everything looks good. Thank you.",US,4,2022-06-27T01:47:07Z,procivic.com
Unknown,1.0,"Guys at procivic.com are always helpful…

Guys at procivic.com are always helpful and very efficient with processing orders. I always get my orders in a few days, and navigating the site is a breeze.",US,3,2022-06-25T01:31:08Z,procivic.com
Jeff P.,1.0,"Buy from these guys!

This company is awesome! Parts ship out quickly and arrive quickly. Customer service is awesome too. For example, I placed an order for three sets of NRG fender washers and within an hour, I received a phone call from customer service. I was told that there was only one set of washers in stock and no ETA for when there will be another shipment. The customer service rep asked if I wanted to switch to a different color, but I was fixed on the color that I originally picked out. The guy on the phone was very friendly and helpful! Anyways, the company and customer service is awesome. I will continue to purchase from them!",US,1,2022-06-24T21:27:11Z,procivic.com
James Remington,0.8,"Purchased the PRO Design Side Window…

Purchased the PRO Design Side Window Visors / Deflectors for 2021 Honda Civic Hatchback. The vents themselves look great and easy to install. The chrome delete vinyl was a bit challenging as they were precut leaving not a lot of room for error by this amateur. Will probably buy additional vinyl and try it again. But overall fitment is great.",US,1,2022-06-23T21:12:44Z,procivic.com
Jeffrey Haas,1.0,"Great customer service and products

Great customer service and products. Thank you",US,2,2022-06-22T17:34:04Z,procivic.com
Matthew Jordan,1.0,"Everything went as expected

Everything went as expected. Product is good and delivery was quick. 5 stars.",US,1,2022-06-22T05:50:25Z,procivic.com
John,1.0,"Great product with the exception of the…

Great product with the exception of the black out vinyl. Impossible to put on without bubbles.",US,4,2022-06-21T00:46:17Z,procivic.com
BoostedPapaaa,1.0,"Great upgrade should of done this way…

Great upgrade should of done this way earlier if your thinking about just do it.",US,1,2022-06-20T06:58:18Z,procivic.com
Brian Coulter,1.0,"Great job!

Great experience on my purchase. Quick shipping, very satisfied. Repeat customer and order has been correct and received quickly every time.",US,1,2022-06-16T20:26:54Z,procivic.com
ej gabas,1.0,"PROcivic

great product, very fast delivery, overall very happy ! thank you again !",CA,3,2022-06-09T20:04:35Z,procivic.com
Scott Fischetti,1.0,"Sway bar links for lowered 8th gen Civic

I was looking all over the place to find some adjustable sway bar links so I could correct the sway bar link angle on my lowered 09 Civic SI sedan and these worked out perfectly. Quality parts and maximum adjustment for customizability after lowering my car. Diamond in the rough. Well worth the money.
Order # 603743",US,1,2022-06-09T03:45:33Z,procivic.com
Phillip Noble,1.0,Fast shipping just as described!,US,1,2022-06-08T00:02:29Z,procivic.com
Miguel Torres,1.0,"10 out of 10 best place to get parts…

10 out of 10 best place to get parts for your Honda",US,1,2022-06-07T20:37:13Z,procivic.com
Mitch,1.0,"Always honest

Always honest, upfront, and great prices. Great vendor on the 9th gen civic forums also.",US,1,2022-06-07T11:11:48Z,procivic.com
michael niemi,1.0,"Great costumer service and unbelievably…

Great costumer service and unbelievably fast shipping. Honestly highly recommend and I will continue to keep purchasing everything I can for my car through you.",US,1,2022-06-05T21:45:37Z,procivic.com
Christian Henzler,1.0,"Excellent customer service and lowest…

Excellent customer service and lowest price. Anthony called and confirmed I wanted and ordered the correct part. Thanks for a great experience. Definitely will return when I’m looking for any parts.",US,3,2022-06-02T20:03:46Z,procivic.com
Harry Henderson,1.0,"I ordered some parts for my civic and…

I ordered some parts for my civic and they came very quickly. I had a question about how to put them on my civic and they promptly got back with me with a link to help me out. I’m very impressed with Pro care and their customer service. Would give them six stars if I could. I highly recommend them for any civic up grade.
Thanks,
Harry",US,1,2022-06-02T16:25:35Z,procivic.com
zsteins,1.0,"Great source for everything Civic

Great source for everything Civic. Super fast shipping as well",US,1,2022-06-01T05:21:04Z,procivic.com
Jean V,1.0,"Good stuff

Good brake pads. Stopping power is a 10",US,1,2022-05-31T20:45:37Z,procivic.com
Andrew Samaniego,1.0,"Product took a few days but it was…

Product took a few days but it was worth the wait, these guys at pro civic really specialize in their quality and you can tell just by the presentation of their items, more than happy with my order!",US,1,2022-05-31T19:55:36Z,procivic.com
Dave Fuller,0.8,Terrific customer service,US,2,2022-05-29T15:14:46Z,procivic.com
Matt Chiarino,1.0,"Awesome company

Ordered a few products from them and they have been great! They get the product out fast and it always looks and fits great! Highly recommend!",US,2,2022-05-27T17:38:16Z,procivic.com
Stephen Edwards,1.0,"I bought the SiriMoto N1 Clutch…

I bought the SiriMoto N1 Clutch Cylinder Kit and although I haven't installed it yet it does seem like a good quality product and the free shipping was really fast. Took only 8 days from check out to my front door. I'll definitely be a repeat customer.",US,1,2022-05-27T04:51:30Z,procivic.com
Geoffrey Warren IV,1.0,"Thank you procivic!

My Truhart lowering springs came in real quick with no damages to the product. I have yet to install them on my whip, waiting to order some Truhart sport shocks/struts. Will be using this website frequently, thank you so much! Will be posting on ig @fc3.warren when installed.",US,1,2022-05-26T23:39:57Z,procivic.com
erick santos,1.0,"Showed up quick and had a video to…

Showed up quick and had a video to install short shifter. Made install super easy",US,1,2022-05-24T20:06:19Z,procivic.com
Justin,1.0,"Excellent shipping

Excellent shipping. I appreciate the follow up on orders any time they think something might not be right. Address parts ordered ect.",US,3,2022-05-23T02:57:50Z,procivic.com
Adrian Aledia,1.0,"Very satisfied

Very satisfied! Well deserved 5 stars",US,2,2022-05-17T14:38:55Z,procivic.com
Valued Customer,0.8,It’s good product and good delivery 🚚,US,2,2022-05-17T03:34:30Z,procivic.com
Alex,1.0,"Being my first time shopping here

Being my first time shopping here, I was pleased to receive a phone call from Pro car studio confirming my card information. It’s good to see companies doing this when a big purchase is made it definitely shows how important customer service is. I purchased a few things from the site and everything was delivered really fast. Thank you!",US,1,2022-05-15T23:47:50Z,procivic.com
leslie ranaglia,0.2,"No communication

We order an item received an order number then nothing. We have received no emails about shipping, no information. And still have not received our item",US,1,2022-05-15T04:58:53Z,procivic.com
Tangsee Thao,1.0,Easy to find item fast delivery.,US,1,2022-05-11T00:39:26Z,procivic.com
Christian Ontiveros,1.0,"Great Delivery Time

Parts arrived in a timely manor, everything was adequately packaged. Great service and delivery time!",US,1,2022-05-08T08:38:47Z,procivic.com
Jeff P,1.0,"Great customer service

Great customer service, great prices, fast shipping!",US,1,2022-05-06T19:58:09Z,procivic.com
Another Car Guy,1.0,"2DR FG2 8th Gen Coupe Civic Si

The Weather Tech floor mats where perfect for my car, fitment was spot on I highly recommend it",US,1,2022-05-05T04:21:34Z,procivic.com
Jason,1.0,"Side Mirror Caps

Fast delivery and easy transaction. The side mirror caps was a direct replacement, easy to install and snaps into place perfectly thanks!",US,2,2022-05-04T19:59:17Z,procivic.com
Bryan Strasser,1.0,"Excellent website for any Civic related parts

Excellent website for any Civic related parts! I’m a beginner when it comes to car maintenance and upgrades, but Pro Car Studio makes finding parts a breeze. Easy to navigate site, plenty of selections, and great deals. Overall pleasant experience with this company!",US,1,2022-05-03T20:15:53Z,procivic.com
Dangelo Pierrott,0.8,"Came with all the parts needed and fits…

Came with all the parts needed and fits perfectly.",US,1,2022-05-03T07:35:54Z,procivic.com
Omair Siddiqui,1.0,"Great place to get parts got what I…

Great place to get parts got what I wanted at a good price 10/10",US,1,2022-05-02T17:01:05Z,procivic.com
Ed Thompson,1.0,"Nothing but positives for this website

Nothing but positives for this website. You order, it ships fast, excellent customer service. Thank you very much procivic.com!",US,2,2022-05-01T01:42:57Z,procivic.com
Chris Pena,1.0,"Best place to order

Great customer service and the care for credit card security being the large amount I spent is awesome and I will order again",US,1,2022-04-30T06:58:52Z,procivic.com
Nikolas Nunez,1.0,"Everything ive ordered is in amazing…

Everything ive ordered is in amazing condition, the strut/shock and lowering springs I ordered arrived early as well. So not only is the quality of the product great, but your order is shipped out fast.",US,1,2022-04-29T07:43:52Z,procivic.com
Quandell Dawson,1.0,"I received my other package today after…

I received my other package today after the first one was damaged. I really appreciate you guys.",US,2,2022-04-29T03:31:22Z,procivic.com
Michael Bonilla,1.0,"I bought the glass black to match my…

I bought the glass black to match my black SI easy to install. Looks absolutely great! Worth the money I wanted the Carbon Fiber but I’m glad I bought the gloss black.",US,1,2022-04-28T04:18:13Z,procivic.com
Mahicol Reyes Velasquez,1.0,"hi mahicol from honduras all parts…

hi mahicol from honduras all parts perfect thanks procivic...",HN,1,2022-04-26T21:30:52Z,procivic.com
Ryan V,1.0,"Awesome company.

I recently bought a 9th gen civic and I have ordered an exhaust, hondata flashpro, a strut bar and one other item from pro civic. I absolutely love ordering through them. They’re very reliable and very helpful. They email me back within an hour every time I have a question. They usually ship within a day as well! I will always look on their site for products for my car. Great company.",US,2,2022-04-26T19:44:58Z,procivic.com
Andy King,1.0,"Really happy with my purchase and the…

Really happy with my purchase and the shipping was fast than expected.",US,1,2022-04-25T02:05:12Z,procivic.com
Robert Lazcano,1.0,"Great experience first and…

Great experience first and foremost!!!!! A night and day difference between cardid's website. In November of 2021 I purchased a a very similar product from cardid only to find out that my purchase would not be ready for shipping until Jan 9 I believe. Shortly thereafter I was told that my product had an unknown time of arrival to their warehouse, so obviously I cancelled the order. Here with Procivic, I placed my order on a Friday, and my item pleasantly arrived on Monday. Kudos to you Procivic 😉🤠😎😁👍",US,1,2022-04-22T22:22:52Z,procivic.com
Guest,1.0,"SR48 lug nuts

I ordered lug nuts through them, shipping was very fast. Would order from pro civic again",US,2,2022-04-22T16:51:01Z,procivic.com
Michael Bato,1.0,"Perfect fit and fast shipping

Perfect fit and fast shipping. thank you will buy again.",US,1,2022-04-20T02:34:47Z,procivic.com
Mario Morales,1.0,"Procivic feedback

Im very glad with the shipping it was very quick.",US,1,2022-04-20T00:47:12Z,procivic.com
Christian Montoya,1.0,"Fast turn around

I had purchased an sirimoto flex fuel kit from procivic about a year ago. Recently it stopped working I contacted procivic. Real fast replies instructions and guided me. Procivic sent parts to fix the flex fuel kit with in two days of me contacting them. Really great customer service. Very fast turn around.",US,1,2022-04-19T19:43:20Z,procivic.com
Simon Sherman,1.0,"Parts came fast

Parts came fast! Thats what its all about when you need car parts for the upcoming autocross season.",CA,1,2022-04-17T14:57:19Z,procivic.com
Mario Torres,1.0,"Awesome it came super fast will do…

Awesome it came super fast will do business again",US,1,2022-04-17T02:34:44Z,procivic.com
Mathieu Bonneau,0.8,"Love the product.

Love the product.. fast shipping..tracking number was invalid but doesn't matter, real fast shipping. They answered my email after hours.. Great service, great filters on the website. Civic based!..only thing that came as a surprise is the ups fees of 228$ I got at the door when the item was delivered.. I was unaware of this but this could be my bad!",CA,1,2022-04-17T08:14:06Z,procivic.com
Douglas Thies,1.0,"ProCivic is where I obtain most of my…

ProCivic is where I obtain most of my parts as they are reliable, reasonably priced and delivery is spot on!",US,4,2022-04-15T18:54:40Z,procivic.com
JP SNEAD,1.0,"Great Customer service and Technical…

Great Customer service and Technical help! I own a shop and had issues finding parts from any source, including the dealer. These guys not only had the shift cables, but when we couldn't get their product to work correctly, they were able to help us trouble shoot the problem. they pointed out the customer had an aftermarket part that was causing the issues and helped us get everything figured out! Great job! you guys are awesome!",US,2,2022-04-14T21:42:52Z,procivic.com
Franku,1.0,"quick delivery!

Received my camber arms within TWO days of ordering, LOVE IT!",US,1,2022-04-13T18:01:53Z,procivic.com
Ryan Hoye,1.0,"Definitely would but again

Definitely would but again. Literally came the next day. No problems at all so far. 10/10",US,1,2022-04-13T05:34:51Z,procivic.com
Colin Cawthorne,1.0,"upper strut bar

Very fast shipping,quality product as described.",CA,1,2022-04-12T18:22:13Z,procivic.com
Jhonny Osorto-Melgar,1.0,"The part for nicely and works very…

The part for nicely and works very well. All the parts I've bought from this site have not given me any issues I'm definitely satisfied",US,1,2022-04-12T18:03:49Z,procivic.com
Nicholas Morales,1.0,"Item is very strong not flimsy

Item is very strong not flimsy like the ones sold on ebay. Very durable. Completely satisfied.",US,1,2022-04-12T05:18:30Z,procivic.com
Charls Raquel,1.0,"Their customer service is one of the…

Their customer service is one of the best, quick response and shipping times. They’re always willing to work with you regarding your order and if you have any questions or concerns. The only minor issue I have is shipping cost at times it seems to be higher than I would expect for example I purchased a map sensor which was going to cost me $50 for shipping, but they were willing to work with me and they still deserve 5 stars.",US,1,2022-04-11T20:06:10Z,procivic.com
Nicolas Carleton,0.8,"Overall good product.

Products came decently packed. One of the headlight trim pieces slipped out of the bag, but no damage occurred. Maybe a staple in the end just to make sure it doesn't happen. Product came as advertised, installation was straight forward, two of the clips on the upper bumper to grill were stubborn, applied a little heat and force and they went in fine. Snug fitment looks x10 better than oem. Happy with the product. 4.5 stars.",US,2,2022-04-10T00:32:53Z,procivic.com
javon james,1.0,"You guys are awesome

You guys are awesome.
After ordering the wrong hondata for my ninth GEN Si, Oscar and Anthony help point me in the right direction and getting the correct device for my car. After communicating back-and-forth for about a day or so I finally purchased the correct device for my car and it came very quickly. I highly recommend buying products from this company they show that they care and they are willing to work with you.",US,1,2022-04-09T03:10:42Z,procivic.com
BlackCivic,1.0,"Everything was great For the most part!

Everything was great except the shocks and struts don’t come with instructions I had to look it up online to get the right figment.",US,1,2022-04-06T02:33:38Z,procivic.com
Britt,1.0,"Very nice!

Purchased new, higher quality side markers. Just as depicted.",US,1,2022-04-05T22:13:13Z,procivic.com
Gordon A Joseph,1.0,"This is a reliable company that doesn’t…

This is a reliable company that doesn’t disappoint. I definitely recommend it for your car enhancement and needs. Thanks Gordon A. Joseph",US,1,2022-04-03T22:08:13Z,procivic.com
Anthony Lopez,1.0,Great customer service.,US,1,2022-04-03T15:21:51Z,procivic.com
Jose Maldonado,1.0,Fast Shipping..Great Product…,US,1,2022-04-02T06:35:15Z,procivic.com
Frank Flores,1.0,"I love my new magna flow exhaust…

I love my new magna flow exhaust system. It sounds great on my 1996 Honda Civic. The car is very responsive and performs great.",US,1,2022-04-01T22:33:24Z,procivic.com
Sherrick Kyle Dotimas,0.6,"Not good

Not good, I’m not gonna recommend",US,1,2022-04-01T15:06:57Z,procivic.com
Adrin Moya,1.0,"Good service:) called and verified…

Good service:) called and verified everything was correct. Good feedback. Got what I ordered 2 days after I ordered",US,1,2022-03-31T18:02:44Z,procivic.com
Ben Saurer,1.0,"Excellent experience

Navigating the website was easy.
No hassle with ordering or shipping. Definitely on my top 3 favorite sites to shop for my Type R.",US,1,2022-03-30T19:43:19Z,procivic.com
Michael Reyes,1.0,"Purchased INVIDIA Cat Back Exhaust…

Purchased INVIDIA Cat Back Exhaust system for 2016 Civic. They had stock, at a good price, order was processed and shipped quickly. Non expensive shipping a plus. Had issues with carrier(FedEx) as they failed their scheduled delivery date by their own fault and noted it as ""recipient not available"" when I had taken the day from work to wait for the package...later on that day they went back on their statement and labeled it as a mistake on their logistic (switched delivery vans during the day when it was already available to be delivered). Made me wait all day until 8pm telling me they would still deliver but didn't, they ended up delivering on next business day with me having to take another day of work because package required signature...like I said, the carriers fault and not Pro Civic. Easy fitment and installation. Overall great experience with Pro Civic aside from the carrier errors. Would purchase from them again.",US,1,2022-03-29T15:54:22Z,procivic.com
Talen,0.8,"Pro Civic has yet to miss

Pro civic has yet to fail me for genuine aftermarket parts for my 2018 Civic. Each order has been processed and shipped quickly, and delivered within 2 weeks of placing my order.
Of course, aftermarket parts are not always a perfect fit for OE factory replacements, but they fit snug enough and look great!
ProCivic has quickly become one of my go-to sites for discovering new ways to breathe life into my vehicle and truly customize the way I desire.
8.7/10
Will shop with ProCivic again🔥",US,1,2022-03-29T07:14:17Z,procivic.com
Oscar Lopez,1.0,Great service and quick shipping,US,1,2022-03-27T00:02:28Z,procivic.com
Brian B,0.8,"Overall a pretty good experience with a few exceptions

Overall a pretty good experience. However, I bought the OEM fog lights for my 2016 civic and the wire harness where the h11 bulbs go into was not working on one side. I had to buy a new harness from autozone and once that was hooked up everything worked. I also wish there was a wiring diagram so I know what color wire is what. Although I got everything to work, a guide & a wiring diagram would have been great for a DIY’er. One thing I believe that separates the product I got from the a million add a fog light kits on eBay is the fitment. The fitment is absolutely perfect there are no gaps & nothing is loose. I couldn’t have picked a better kit. Overall besides the wiring harness problem, I would buy again.",US,1,2022-03-25T23:34:18Z,procivic.com
Andrew Morris,1.0,"Fast to reply

Fast to reply, shipped cross-country in no time, great assortment of aftermarket products for these tanks.

10/10",US,1,2022-03-25T22:44:00Z,procivic.com
Honda Civic EX,1.0,"Exactly what I ordered with quick…

Exactly what I ordered with quick delivery to Canada!",CA,1,2022-03-25T18:57:42Z,procivic.com
Jefrin De Jesus,0.6,"N1exhaust

It sounds great, the silencer works amazing, the triangular gasket that goes on the stock exhaust doesn’t fit, bolts are also too small, hangs a bit low, but other than that it’s a really good sounding exhaust",US,1,2022-03-25T02:00:22Z,procivic.com
Isaac Plankenhorn,1.0,"Easy installation

Easy installation, awesome looking and very good quality! Can’t wait to tell more about you guys!",US,1,2022-03-25T00:05:40Z,procivic.com
bg,1.0,"Amazing customer service/care

Amazing customer service/care! and product got here in 3 days! I love it! definitely would buy from procivic again.",US,1,2022-03-22T17:20:17Z,procivic.com
B.,1.0,"Great customer service

Great customer service! Great product, will be back for more upgrades!

Thank you",US,2,2022-03-21T03:59:58Z,procivic.com
Giovanni Martinez,1.0,Good service.,US,1,2022-03-21T02:47:05Z,procivic.com
Michael Laventure,1.0,"The shopping experience was flawless

The shopping experience was flawless and super simple. The website is very well constructed with the different sections clearly separated which allowed me to find and buy what I wanted fast and without any hiccups. Paying was once again flawless and the shipping time was accurate. I'm extremely pleased with my experience shopping on procivic :)",CA,1,2022-03-20T19:48:59Z,procivic.com
Brad Kopacz,1.0,"A+ as usual!

As usual always had good experience with parts and customer service! Always easy to get a hold of someone amd all my parts have come with great packaging!",US,5,2022-03-18T14:20:25Z,procivic.com
Mo’,1.0,"Always great service and fast shipping

Always great service and fast shipping. Never an issue ordering parts from Pro Civic",US,2,2022-03-17T04:25:58Z,procivic.com
PHILIP GELETA,1.0,"Great customer service

Great customer service, if you have any issues with anything adress it with them and they will help out. Also with shipping its fast and no damages on anything.
Shout out to ups for delivering my package with out any damages. I will order again in the future your team is awesome!Thank you
Regards, P.Geleta",CA,2,2022-03-16T22:28:43Z,procivic.com
William,1.0,"Awsome prices an suppeerrrrrr fast…

Awsome prices an suppeerrrrrr fast shipping A+++++++++++ don’t hesitate to order",US,1,2022-03-14T14:14:34Z,procivic.com
Trivaney Drummonds,1.0,Very good customer service and handling,US,1,2022-03-13T05:18:31Z,procivic.com
Marina Prock,1.0,"Shipping was great and fast

Shipping was great and fast. If you have a civic that you want to mod this is your spot. Great company.",US,1,2022-03-12T03:14:24Z,procivic.com
Wil Leach,1.0,"Delivered on time

Delivered on time. Product was exactly what we wanted. Thanks!",US,1,2022-03-09T17:56:35Z,procivic.com
Johnny Hoang,1.0,"Quick shipping

Quick shipping. No issues. Nice that they also had some discounts which helped with my purchase.",US,1,2022-03-09T06:16:18Z,procivic.com
Jose Martinez,1.0,"Amazing customer service

Amazing customer service, got a call the next day to confirm my order and tell me item might be backordered but was actually in stock and was sent the next day! Will continue to keep purchasing from them!",US,1,2022-03-09T01:23:03Z,procivic.com
Nate Hawj,1.0,"Shipment and quality

Fast shipment, didn’t have to late for too long. Longest wait was only a week, fastest was two days. I didn’t have any issues with the items like damage and etc… Overall very good.",US,2,2022-03-08T22:16:08Z,procivic.com
Josh,1.0,"You guys are the best parts people I…

You guys are the best parts people I have ever dealt with thank you so much for making sure the parts fit",US,2,2022-03-07T07:03:18Z,procivic.com
Chris Jimmie,1.0,"The shipping was fast the parts are…

The shipping was fast the parts are what I ordered you guys are awesome",US,1,2022-03-06T01:02:36Z,procivic.com
Bryan Silva,1.0,"Invidia exhaust

I ordered the Invidia exhaust for 2013 civic SI coupe came in 2 days. Great shipping time and excellent package had no damage.",US,2,2022-03-04T20:43:48Z,procivic.com
River Linsday,0.8,"Great products

With current “pandemic” issues A lot of products are hard to get a hold of.
ProCivic’s website shows if it’s in stock currently or on back order.",US,1,2022-03-03T21:10:16Z,procivic.com
Gerry,1.0,"Both hood deflector and rear window…

Both hood deflector and rear window visor were as advertised. Just watch the YouTube videos.",CA,1,2022-03-03T18:57:31Z,procivic.com
Jack Conway,1.0,"Got exactly what I wanted and fast…

Got exactly what I wanted and fast serously they are legit and not a scam",US,1,2022-03-03T01:30:54Z,procivic.com
Yasam Abdelgani,1.0,Excellent Customer Service.,US,1,2022-03-01T14:12:25Z,procivic.com
Joseph Loeffler,1.0,"Procivic is always there to help out if…

Procivic is always there to help out if you have questions. I’m pretty sure I’m putting someone through college with all the money I’m spending on parts. It ships fast it’s always the right order and nothing is ever broken. I’m happy I found them.",US,1,2022-02-26T18:38:29Z,procivic.com
Zachary Collins,1.0,"Been buying from this site for a while

Been buying from this site for a while. They always come thru and shipping is very quick. Highly Satisfied!",US,2,2022-02-24T16:25:36Z,procivic.com
Ligma,1.0,"Great first experience!

This is my first experience with ProCivic, and I must say it was a great one! Before making my purchase, I reached out to them through email and they were very quick to respond! The part I ordered came within two days, which is way quicker than anticipated. I will definitely do business again with them in the future!",US,1,2022-02-24T16:09:45Z,procivic.com
