Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Rogelio Sanchez,1.0,"Aceable rocks!

So far, Aceable has been the most fun and easy to learn platform I have ever used! Its videos are a 100% great adition to the learning program! Its perfect if you're a visual learner!",US,1,2022-08-10T00:52:54Z,Aceable
Abbi,1.0,"Easiest and most reliable drivers Ed

I tried a separate drivers Ed before this and after having it for 14 months couldn’t finisse it due to lack of motivation among another things Aceable was amazing and I finished this all in maybe 2 weeks? It was super fast, explained stuff easily, and the little questions that you wouldn’t get in trouble for getting wrong helped me really memorize everything. I 10000% recommend Aceable. I skipped the permit part since I already had my previous for over 6 months.",US,1,2022-08-04T05:42:38Z,Aceable
brooklyn,1.0,"HIGHLY RECOMMEND 😊😊🙏🏼✝️

This has been such a fun and learning experience so far! This site makes learning how to drive informative and fun! 😊🙏🏼 Love and the blessings to the creators! ☺️😊🙏🏼✝️",US,1,2022-08-10T02:02:30Z,Aceable
Mohammad,1.0,"be more responsible

based on my understanding, this course was orchestrated to convey knowledge, responsibility and commitment for those people who are entitled to enjoy the privilege of driving on the toad. it is not something just to learn and pass the exam instead it is an introduction to learn every day and translated those knowledge into action to prevent fatal accidents and make the road, we share with others, more safer.
thank you for your responsible and smart method of education.
Mohammad",US,1,2022-08-03T04:26:15Z,Aceable
Veysel,1.0,"Excellent Driving Course for Everyone

Excellent Driving Course for everyone. I have utilized a lot and a lot.... from Aceable. Actually, before my enrollment to Aceable whomever l asked they all recommended this Driving Course to me. Therefore, l also strongly recommend you to not miss this.
Special thanks Ace.",US,1,2022-08-04T15:19:45Z,Aceable
Conor,1.0,"Would recommend to teens

Would recommend to any teenager as a good driver's ed course.
Easy and convenient. Everything was online, so I was able to complete it on my own time and at my own leisure. The actual content was generally explained in a common-sense, gentle, and understandable way. I can see how this would appeal to all types of teens and all levels of knowledge and experience. Aceable was also really helpful with the logistics of getting your learners permit and drivers license. Overall a great experience. Now on my way to getting my learner's permit!",US,1,2022-08-03T17:27:27Z,Aceable
Caleb Ace,1.0,"Aceable has been sooooooo amazing!

Aceable has been incredible! It is truly an amazing program. Instead of hours of extremely outdated videos with an old man talking, aceable takes an engaging and fun view of learning to drive. The course is full of humor to keep the reader engaged, but it's not to the point that you can't focus on learning or it feels like you are scrolling a memepage on social media. It's just the right amount. Ace has been a great teacher and I will him greatly. Much love Ace <3.",US,1,2022-08-02T23:59:59Z,Aceable
ERIKA HOUT,1.0,"If you have trouble concentrating this…

If you have trouble concentrating this is perfect for you it keeps you engaged and is super easy. I'm the type of person that needs lots of visuals to keep interested and follow through this helped me a lot I've tried other ones and just never went through with it because I got bored this is easy I recommend this a lot because I am a visual learner and this is the best one that I have found",US,1,2022-08-01T07:49:05Z,Aceable
Emily,1.0,"Great Program!

Very easy to understand and follow. I am 21 and have never been taught to drive. My mother, thankfully, always communicated certain things to me about driving, while I was growing up. Not only did Aceable refresh my memory on certain topics, but I learned a lot of great information in the process. I finally finished the program and am proud to start working towards getting a license.",US,1,2022-08-01T21:12:32Z,Aceable
Esteve,0.4,"Doesn’t tell you what ADE code is…

The website (Impact Texas Young Drivers) asks me for an “ADE Code” but nowhere on the e-mails can I find this.",US,1,2022-08-12T10:31:51Z,Aceable
Hector,1.0,"Honestly it was easier than I thought…

Honestly it was easier than I thought it only takes as long as you do. Would recommend to people who want to do it fast.",US,1,2022-08-11T04:55:55Z,Aceable
Alton,1.0,"First time using it with two students…

First time using it with two students and I had hiccups along the way but the Aceable team got me back on track every time …
I recommend Aceable",US,1,2022-08-09T22:17:49Z,Aceable
Kayla Brookshire,1.0,"They accommodate to my preferred way of…

They accommodate to my preferred way of learning, which is visual. They also give examples and help you fully understand what is being taught.",US,1,2022-08-09T10:51:20Z,Aceable
Alex,1.0,"Aceable was fun and loving

I learned many new things and I had a very fun experience. I thought it was going to be boring, but it wasn’t boring at all. I’m glad to have taken this journey with Ace. He is a very funny robot. Just sad to leave him:(",US,1,2022-08-03T03:58:06Z,Aceable
Soc,1.0,"The process to get a drivers license or…

The process to get a drivers license or permit can be so overwhelming but aceable made it a lot more easy and manageable.",US,3,2022-08-10T03:33:33Z,Aceable
BOE Nathaniel,1.0,"Quick and fun driver ed

Quick and fun driver ed. It makes the time go by quick. I recommend using this company.",US,1,2022-08-14T00:18:04Z,Aceable
Alyssa,1.0,"Super easy and quick

Super easy and quick! Finished it in less than 2 days! Definitely would recommend to anyone looking for a quick and easy way to take driver’s ed. Easily accessible! I did it all on my phone whenever I had free time!",US,1,2022-08-03T20:13:39Z,Aceable
Potter,1.0,"Great course!

Easy to follow along. I like being able to go at my own pace. Both of my siblings have used this course too.",US,2,2022-08-12T01:20:58Z,Aceable
Sara,1.0,"Fantastic:

This company very helpful and convenient
Achieving my goals, finally I pass the exam and I am very grateful.",US,1,2022-08-11T17:58:58Z,Aceable
Avagail Greene,1.0,"Amazing way to get your drivers permit…

Amazing way to get your drivers permit or license they make it soooo easy and affordable. HIGHLY RECOMMEND TO ALL!!
Thanks so much Aceable I love yall!💕",US,1,2022-08-08T01:51:12Z,Aceable
Amy,1.0,"It was very funny but also simple

It was very funny but also simple, memes on a lot of the pages. Very 'gen z', and I actually laughed at a couple of the jokes they made. Made the process a easier",US,1,2022-08-06T19:00:44Z,Aceable
Mariama,0.8,"I really appreciate the Aceable driving…

I really appreciate the Aceable driving education it’s interesting, fun exciting and and for. I will like to informed everyone that the Acebale driving education Is the best in united state, it’s so simple to understand and it’s easier to pass the exam thanks am so great-full to you guys .
My name is Mariama Danso",US,1,2022-07-29T08:23:30Z,Aceable
Aniceto,1.0,"Very Knowledgeable Updated Input in…

Very Knowledgeable Updated Input in General on New Texas Law's.
Although It's a 6 Hours Course It's Worth It Thank You'll For Creating This Course.",US,1,2022-08-08T02:00:54Z,Aceable
nae,1.0,"Highly recommend!

I was able to finish this course in about 6 days! This was only possible because of me being able to complete this course anywhere. There was so much useful information, humor, and even memes. It made it fun and interesting for every page. This course has made me a much more observant and safe driver! I would recommend this to anyone looking to complete their drivers ed in an orderly time while adding in some fun!",US,1,2022-07-28T08:00:12Z,Aceable
Josh,1.0,"Aceable Drivers Ed Permit Course & Test

The course was quick, simple, and straightforward. I passed the dmv test first time, as well as the aceable test. The course well prepared me for the dmv test, and would recommend them.",US,1,2022-08-04T03:56:34Z,Aceable
Pedro,1.0,"Aceable is real easy-to-follow and fun…

Aceable is real easy-to-follow and fun at the same time. The robot has the best dad jokes lol. Honestly I appreciate that Aceable doesn’t complicate things. I recommend this platform to anyone trying to get their DL. Awesome job folks at Aceable. I aced my final exam with a 96% btw 😁. Thank you Aceable!",US,1,2022-07-29T15:39:42Z,Aceable
Lexi,0.8,"Great program

The course was easy to understand and quick. I was easily able to pick up where I left off and read the sections at my own pace. My only issue is that I ordered my driving record and I’ve already received it but I keep receiving emails saying it should arrive soon. It’s been a bit confusing and I already get plenty of emails in general. Other than that, this has been my second defensive driving course using Aceable and I’ve been completely satisfied with the prices and service both times.",US,1,2022-07-28T17:32:52Z,Aceable
Haley,1.0,"I really enjoyed this course

I really enjoyed this course, it was simple, easy, and very enjoyable with ace!",US,1,2022-08-13T20:56:01Z,Aceable
Anastasia,1.0,"very well put together

very well put together, very helpful as i was able to pass the final exam (of the course) the first try with a 90%. very interactive, which is a plus, and i would totally recommend this to anyone who is learning how to drive for the first time! plus it counts as the state mandated drug and alcohol course in Florida and a few other states.",US,1,2022-07-27T06:16:49Z,Aceable
Rodolfo,1.0,"Each setp guided me through and what…

Each setp guided me through and what abouts of the roads and the signs and not to do it was a fun time and I'm glad I chosen this website!",US,1,2022-08-08T01:56:30Z,Aceable
Kwame Apenteng,1.0,"Aceable is a good online learners…

Aceable is a good online learners permit lessons for teenagers of any kind. It is easy to understand and read. It works well for teenagers who have some sort of learning disabilities. I was diagnosed with autism, but I was able to make 93% on my aceable test. I highly recommend aceable.",US,1,2022-07-28T17:57:44Z,Aceable
Ruby,1.0,"Great class

Class is just what we needed. Very helpful and learned a lot. Confident to drive now!",US,1,2022-08-12T16:12:16Z,Aceable
Jasmyne Best,1.0,"Aceable has been quick and easy for…

Aceable has been quick and easy for both me and my son. The chapters are short and sweet breaking the info into bite sized pieces switching between slides & videos. It helps you not to get bored as you go on.",US,1,2022-07-31T23:20:09Z,Aceable
Absalom,1.0,"5/5 stars

A friend suggested Aceable to me and I like it, especially how I can do it on my own time. Helpful, and easy to use 5/5",US,1,2022-08-09T02:45:13Z,Aceable
Jared,1.0,"Love love love this course

Love love love this course. Super simple was able to get help when we needed it, definitely recommend. 10 star approval",US,1,2022-08-08T17:36:52Z,Aceable
Mackenzie Calder,1.0,"it totally worth every penny

I've have been so scared to get my permit and driver license but being to go at my own pace and figure everything makes it less scary. Aceable is affordable and makes sure we as students understand the laws and teaches us to be safe for ourselves and other around us while driving. Also I would recommend getting voice audio for the extra $5 or your child might fall asleep. its boring sometimes but its better then sitting in a classroom with kids you don't know and a concept you don't understand at a pace you cant keep up with, with Aceable you can go at you own pace and make sure you understand the concept.",US,1,2022-07-28T10:59:08Z,Aceable
Jocelyn,1.0,"Aceable is very great

Aceable is very great, you learn a lot of information that many people don’t know and it.",US,1,2022-08-11T06:41:59Z,Aceable
Mohammad Adviser,1.0,"the methodology technique in teaching…

the methodology technique in teaching is interesting and have fun. student can learn without getting bore. all traffic rules are being taught in a simple way assimilating the real life. I wish the entire teaching crew all the best.",US,1,2022-07-29T04:33:11Z,Aceable
Kameron,1.0,"my experience

aceable was amazing and very helpful. thank you for getting me done with drivers ed the easy way:)",US,1,2022-08-10T19:56:37Z,Aceable
Alexander,1.0,"Great App!

Aceable teaches you in a way that’s engaging, sometimes funny, and just generally easy to work your way through. That’s saying a lot for a driver’s ED course. Comparing Aceable to similar programs is like night and day. So happy I chose Aceable!",US,1,2022-07-28T06:17:46Z,Aceable
Alexis,1.0,"I thought driver's ed was going to be…

I thought driver's ed was going to be difficult but it was actually really easy. I enjoyed going through the course and I finished within a couple days. I learned a lot and I definitely have the confidence to go on the road now. Thanks Aceable!",US,1,2022-07-28T06:19:45Z,Aceable
Kenneth B.,1.0,"The new Driver's Ed standard

Overall the best way currently to get your drivers license. Fast, efficient and overall sets a new standard to getting your driver's license. If you're a student or have a tight schedule Aceable easily comes on top compared to old school classroom learning.",US,1,2022-07-27T08:43:31Z,Aceable
SINDHU,1.0,"Excellent course

This course helped me learn the importance of driving safely and the various road safety measures to be followed.",US,1,2022-08-08T06:31:47Z,Aceable
Damian Quintana,1.0,"It is great.

It is great. It is making me learn how to drive like a normal, regular, civilized, responsible, respectful, educated, intelligent intellectual, knowledgeable, well informed, enlightened, theoretical, abstract, analytical, hypothetical, speculative, unreal being.",US,1,2022-07-26T22:09:24Z,Aceable
Hayden,1.0,"Fast and easy would recommend if you…

Fast and easy would recommend if you are thinking about purchasing.",US,1,2022-08-13T23:39:23Z,Aceable
Dasizania,1.0,"This is literally the best app in the…

This is literally the best app in the world!!! They take the time to break down all of the information so that you are able to understand it!!! I finished my course and now I’ve scheduled my drivers test!! So easy and affordable",US,1,2022-07-28T08:55:29Z,Aceable
Fernando,1.0,"Aceable is amazing and it helped me a…

Aceable is amazing and it helped me a lot in my way to get a license thank you for everything",US,1,2022-08-10T04:49:23Z,Aceable
Daniel,1.0,"Easy to use

Easy to use. Very nice interface with up to date content.",US,1,2022-08-14T16:22:22Z,Aceable
Mark,1.0,"It was quite the online experience…

It was quite the online experience everything was broken down pretty self explanatory all in all I would definitely recommend this app. Thank you.",US,1,2022-08-04T04:26:21Z,Aceable
Avery,1.0,"The course was very helpful and also…

The course was very helpful and also very fun! It is informative and helps give you a better understanding of driving.",US,1,2022-08-07T18:18:01Z,Aceable
Eleanor,1.0,"Would recommend

Aceable was very easy to use, and made drivers education less boring than it typically is. The whole process was super simple.",US,1,2022-08-06T23:37:48Z,Aceable
ry b,1.0,"This helped me to get less anxious…

This helped me to get less anxious about driving and learn the rules along with it",US,1,2022-08-11T19:33:34Z,Aceable
Joey Leslie,0.2,"Scam to Charge you Recurring $5/month

For the third time this company has started charging me $5/month for their scam “roadside assistance”. This has been going on for years. I complain. They stop. Then months or even a year later the charges start again. DO NOT USE this service.",US,1,2022-07-26T22:40:23Z,Aceable
Audrey,1.0,"Funny and easy driving course

Funny and easy driving course. It guides you thru all the steps you need to take to get your Texas DL. The separate distracted driving course had me crying the whole time🥴",US,1,2022-08-01T19:38:09Z,Aceable
Aletheia Bala,1.0,"Easy-to-digest

This form of driver's ed has really helped me learn the ways of the road without being too complicated; Ace himself is a very light-hearted mascot to follow along with.",US,1,2022-08-02T01:15:46Z,Aceable
Dakota,1.0,"It was fun

It was fun, I liked ace the robot and his jokes. He made it easy to learn and figure everything out. Yall are amazing and I'm great full to of gotten yalls help. Here's to hoping I ace the drivers test and get my license.",US,1,2022-07-27T07:08:24Z,Aceable
Omar,0.8,"I appreciate the work that Aceable put…

I appreciate the work that Aceable put into this program. It helped me not fall asleep with the sense of humor injected into the classes.",US,1,2022-08-04T03:51:39Z,Aceable
Sarah,1.0,"I never thought I'd grow fond of a cartoon robot!

I never thought I'd grow attached to a cartoon robot.... but I did lol. I highly recommend this! It's very fun and very memorable. Also, some of the questions are hilarious as well as the dialog.",US,1,2022-07-29T18:21:09Z,Aceable
Diane Moturi,1.0,"10/10

I haven't finished the course yet but I' really loving it so far. It has successfully helped to reduce a lot of the anxiety that prevented me from getting my license earlier.",US,1,2022-08-01T01:54:48Z,Aceable
Spencer,1.0,"Great 💯 experience

Great 💯 experience, every module was designed and explained in detail, every understandable, keep the good work Aceable team.",ZW,1,2022-08-05T17:49:44Z,Aceable
Ariyanna,1.0,"Postivity

Aceable has taught me so much and helped me learn the important things when I do get my liscence and drive!!",US,1,2022-08-07T04:51:18Z,Aceable
Estrella Rodriguez,1.0,"Time flexibility and easy to understand!

This was super flexible and super easy to complete with my busy schedule. I'm glad I finally completed it and can't wait to be on the road!",US,1,2022-08-03T06:14:16Z,Aceable
Jenn,1.0,"Awesome

The course is actually pretty entertaining for Driver’s Education. You definitely get taught what you need to know and it’s not a complete snooze fest. Highly recommended!",US,1,2022-07-30T21:37:56Z,Aceable
Douglas,1.0,"If you have to take the course

If you have to take the course, this is the way to do it. You can do it whenever it fits in, a chapter here, a chapter there and it seems to go quickly.",US,1,2022-08-01T17:47:41Z,Aceable
Taylor,1.0,"Honestly it was super fast and if you…

Honestly it was super fast and if you were to do it a lot I think you could finish it in 3 days.",US,1,2022-08-08T09:15:04Z,Aceable
Kennedy Filyaw,1.0,"This app really helps you learn the…

This app really helps you learn the basic laws and its very interactive.",US,1,2022-08-12T02:41:33Z,Aceable
Roseline,1.0,"I thoroughly enjoyed the course

I thoroughly enjoyed the course. The language was clear and witty despite the seriousness of the course. Thank you so much Ace. I have learnt a lot. I am going to be a good defensive driver👍👍",US,1,2022-07-27T23:22:57Z,Aceable
Jonah,0.8,"Jonah

Definetly worth it, was quick and easy. Now I just need to get the certificate.",US,1,2022-08-10T04:51:03Z,Aceable
Christina Diab,1.0,"It is very fast and easy

It is very fast and easy. Much better than other programs I've used. The price is pretty expensive, but understandable considering everything aceable does. Highly recommend paying the money for this.",US,1,2022-07-26T21:21:38Z,Aceable
Dawson,1.0,"Aceable is the best!

Ace felt like my best friend and made learning about driving super easy! I have older siblings that had to take in person drivers Ed courses and it made me scared to grow up and go through the process of getting my license, however by the time I turned 16 Aceable was operational and the perfect option for me! It was super easy to use, perfectly fit my time frame, and kept me entertained, as well as, ready to learn all about driving safety with the exciting lessons and realistic scenarios and videos. Ace also felt like a genuine guy when he said that he was only looking out for my best interest when telling me to be safe out on the road, and I think that will stick with me and prove that the bond we had will be way more effective at keeping me safe on the road than any boring drivers Ed classroom experience would have been. Thanks for the great experience and teaching Ace!",US,1,2022-07-30T19:42:15Z,Aceable
Duyên Nguyễn,1.0,"It's quick and easy

It's quick and easy. It even has a cute robot with a sense of humor I love it!! It is also a cheap alternative and is very convenient.",US,1,2022-08-02T23:13:56Z,Aceable
Mariana Limeira,1.0,"I love this is very easy to understand…

I love this is very easy to understand and what i like the most are the quiz at the end of each chapter.",US,1,2022-08-06T07:45:18Z,Aceable
Selas Flower,1.0,"Great quick and understandable online driving course

Quick, easy, and understandable. They really help keep the concepts in your head so you can do well on the learners permit test and know what to do on the road.",US,1,2022-07-29T05:31:32Z,Aceable
Trent,1.0,"Ace is fire

A very good way to start learning about the road and other thing that learned. Honestly this is one of my best way to learn and do other thing while you are learning",US,1,2022-07-28T07:17:39Z,Aceable
Jacob Zavada,1.0,"10/10

10/10, I personally love the robot, Ace, that can keep you entertained and focused on whats most important!",US,1,2022-08-05T04:52:36Z,Aceable
Rosa Saldana,0.8,"Super Easy course

Super Easy course. Only reason I don’t give 5 star is because I which there was an audio option for course.",US,1,2022-08-04T05:56:51Z,Aceable
Naomi,1.0,"I love Aceable

Aceable makes learning to drive easy and fun!",US,2,2022-08-14T01:20:44Z,Aceable
Megan,1.0,"Easy and fun

Aceable makes learning to drive easy and fun. Having everything you need to know about driving in a 6 hour, auto saving course. Memes included",US,1,2022-07-30T01:14:52Z,Aceable
Robin,0.8,"I loved it

Easier way and more convenient",US,1,2022-08-15T08:24:38Z,Aceable
Emilyee,1.0,"made me excited about getting my…

made me excited about getting my learners permit and to finish with my Drivers License next . thank you good job at helping me and teaching me.",US,1,2022-07-29T01:11:17Z,Aceable
Kayla,1.0,"This really helped me with some stuff…

This really helped me with some stuff but some of the stuff I already knew I’m glad I got told about this",US,1,2022-08-03T04:30:10Z,Aceable
Natalie Van Cleave,1.0,"Easy to use

Easy to use, and not boring!",US,1,2022-08-15T22:55:55Z,Aceable
Jude Barron,1.0,"Amazing program

I actually really like this program a whole lot because it is easy to understand and it helps you really well with learning driving stuff.",US,1,2022-07-28T22:02:29Z,Aceable
Linda Stewart,1.0,"Great app

Great app, and way to get your permit/license quick and easy! Will be using this in the future again if needed!
Thanks!",US,2,2022-07-31T07:31:30Z,Aceable
Gina,1.0,"It makes it so easy to understand the…

It makes it so easy to understand the rules! This course is great",US,1,2022-08-09T03:38:52Z,Aceable
Makayla,1.0,"Absolutely love Aceable …

Absolutely love aceable it gives you all the knowledge you need so simply to where you can best understand and be a better safer driver",US,1,2022-07-28T06:24:32Z,Aceable
Cesar,1.0,informative ande enjoyable,US,1,2022-08-15T18:32:19Z,Aceable
Jesse,1.0,"I love you Ace

10/10 would learn to drive again",US,1,2022-08-14T04:24:17Z,Aceable
Elica Brown,1.0,"Aceable is a great resource to help get…

Aceable is a great resource to help get your growing teen where they need to be in life. It is easy, a good price and great customer service.",US,1,2022-07-26T20:06:41Z,Aceable
BandzXGames,1.0,"over all a good course just a lot of…

over all a good course just a lot of reading",US,1,2022-08-12T22:04:12Z,Aceable
Maia,1.0,"Aceable was so easy to use and very…

Aceable was so easy to use and very fun! I enjoyed my time with Ace my earned many things!",US,1,2022-08-03T05:49:03Z,Aceable
Amelia,1.0,"Best around

Easy to follow, not complicated…totally worth it. Also customer service was great when I needed help on something.",US,2,2022-07-29T05:20:27Z,Aceable
Richard,0.8,"Straightforward

Straightforward. Easy to navigate. Recommend the course.",US,1,2022-08-09T15:24:25Z,Aceable
Mateo,1.0,Very easy and ver fun to use and learn,US,1,2022-08-13T00:09:08Z,Aceable
Emily,1.0,"0000

ok lessons and cool",US,1,2022-08-15T22:31:40Z,Aceable
Maks,1.0,"Aceable is good

All this was good I love verything about this appp it’s good learn a lot thxs Aceable",US,1,2022-08-03T04:28:40Z,Aceable
Punnamaraju Raghu,1.0,"its really helpful

its really helpful. As there are question for every 4 to 5 slides it is useful",US,1,2022-08-04T04:57:47Z,Aceable
Warren,1.0,Good information good to know,US,1,2022-08-13T23:42:27Z,Aceable
Javier,1.0,Quick and simply,US,1,2022-08-16T02:56:55Z,Aceable
Mark,1.0,"Quick and painless

Quick and painless. Would definitely recommend this course for future drivers.",US,1,2022-08-03T04:09:44Z,Aceable
Alvaro Reynaldo,1.0,"Highly recommend

Very easy to use helpful and I learned a lot through the course",US,1,2022-08-06T20:57:23Z,Aceable
Quinn,1.0,"Audio

It was really nice that it had audio, I could multitask while I listened",US,1,2022-08-05T01:51:33Z,Aceable
Jorge Villa,1.0,"Great

This is an amazing and fun experience. I will continue to take my courses and hopefully pass the final exam.",US,1,2022-07-27T02:45:40Z,Aceable
Norest,0.8,"Aceable

It was good I really like the app and it help me a lot everything was going smooth.",US,1,2022-08-01T22:21:06Z,Aceable
Ezekiel,1.0,"Easy to use

Easy to use! Repetitive so easy to remember.",US,1,2022-08-09T16:36:04Z,Aceable
Vans,1.0,"love it!

Aceable is great if you want to learn quickly and at your own pace!",US,1,2022-08-04T03:27:07Z,Aceable
Kannon,1.0,"Amazing

Amazing! I am so thankful for this easily accessible driving course",US,1,2022-08-04T03:26:37Z,Aceable
Jair,0.8,"It was pretty easy but it took a while…

It was pretty easy but it took a while to read everything.",US,1,2022-08-07T02:36:34Z,Aceable
Michael,1.0,"Easy to understand and go through

Easy going and easy to follow program. Best defensive driving I have ever done.",US,1,2022-08-01T20:34:27Z,Aceable
David,0.6,"Eventually figured out our issue

Revised Review:
I connected with their team that monitors reviews and they were able to help me. They set it up so my son could take the test again without paying more, and with the whole hour, he passed. This was the desired solution as I didn't want a refund, I just wanted him to be able to take the test fairly with the full time. They said that the issue with the shortened clock was on the state DMV's side (which, having been to the DMV a few times, I believe), but since we were paying Aceable, it's nice that they helped straighten it out. I wish that the original customer service representative would have done the same thing.

I'm moving my review from 1 star to 3 stars. In summary, there were some technical difficulties that the original CSR couldn't or wouldn't fix, but after posting my original review, the second CSR who reached out was able to resolve. I'm on the fence whether I'll use them again for my next son.

Original Review:
My son took the drivers ed course, and it was fine. He took the test and didn't pass the first time (not a huge surprise, given how fast he went through some lessons). After him really studying, I paid for a second test (students are allowed three attempts, requiring an additional $25 each for the 2nd and 3rd), but when it started, the hour timer was already more than half over. He hurried through and tried to take it, but with literally only twenty minutes, he rushed and didn't pass. We immediately contacted Aceable (25 minutes after the test started) to inform them and asked for a chance to retake the exam with a full hour, but they said there was nothing they could do - no refund and no retake. Would he have passed if he had the full hour? Maybe, but we'll never know because he was only given 20 minutes. I asked them to check their logs or metadata to check on the problem, but they wouldn't or couldn't. I understand needing to work through technology bugs, but the customer service failure is less excusable.",US,2,2022-08-13T18:24:45Z,Aceable
Ethan Weiser,1.0,"Aceable helps a lot

Aceable helps a lot, and I'm glad my dad found it for me to do before I get my learners permit.",US,1,2022-07-28T02:20:16Z,Aceable
