Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Emerson Kelly,1.0,"Found you by accident searching for a…

Found you by accident searching for a replacement airlift could not get one for 2 or 3 weeks,you got 1 to me in 3 days",US,1,2022-08-10T04:37:29Z,Michigan Truck Spring
Tommy Williams,1.0,"They had what I needed

They had what I needed, delivered before I needed it. Will order from them again.",US,1,2022-08-10T04:15:00Z,Michigan Truck Spring
robert wise,1.0,"They helped my pickup to pull my camper…

They helped my pickup to pull my camper and were easy to put on my pickup",US,5,2022-08-10T00:07:51Z,Michigan Truck Spring
Greg Carlile,1.0,"Ordering on-line was easy

Ordering on-line was easy. Order was shipped on time",US,1,2022-08-09T21:35:00Z,Michigan Truck Spring
Nicholas,1.0,"A+ all the way

A+ all the way. I called and spoke with an actual person on a Friday night after 6pm. I received my custom ordered timbren set 6 days later. This transaction was great.",US,1,2022-08-09T20:27:25Z,Michigan Truck Spring
Anonymous,0.2,"Chinese steel

First, u bolts are sold each, not in pairs as required by the springs. Second, the springs are made in china. Chinese steel is know to be crap.",US,1,2022-08-09T20:21:13Z,Michigan Truck Spring
Chris Dancey,1.0,"Excellent service

Excellent service will be ordering again",US,1,2022-08-09T03:18:33Z,Michigan Truck Spring
Jeffrey griffin,1.0,what I needed fast,US,1,2022-08-08T16:40:26Z,Michigan Truck Spring
Jose Rodriguez,1.0,"Awesome Customer service

Great product and service . Shipping was quick.Thank u.",US,1,2022-08-06T20:25:52Z,Michigan Truck Spring
jswagerty,1.0,"Great Communication!!

Great Communication!!! Items ordered were out of stock and I was notified the same day that they were 5-7 days out. 8 days later no ship notification had been received so I reached out. They followed up immediately with the factory and said there was a delay in shipping, which we all expect these days, and 2 days later I had shipment notification. I understand s#!t happens these days, thanks for keeping me in the loop.",US,1,2022-08-06T18:12:32Z,Michigan Truck Spring
RUDOLF,1.0,"Shipping options to Canada at premium.

I ordered 2 trailer springs that were exact fit, and shipping within 4 days at the price of $57.00 US. I am very satisfied with the product and price, but after UPS shipping and other Import-Export charges it added up to $129.95 US. There must be a beater way of shipping between US and Canada, after all we are neighbors and suppose to have a free trade. I am sure if this springs, made in china were shipped from china it would not more than double in price. Thanks, Rudy.",CA,2,2022-08-05T22:40:04Z,Michigan Truck Spring
Phil Rosecrans,1.0,"The Firestone Airmounts we purchased…

The Firestone Airmounts we purchased was for an industrial application not related to automotive. Michigan Truck Spring was able to deliver these to us much sooner than anyone else and pricing was better than all other resources we tried. Kudos to them for being prompt, accurate, and met our delivery requirements....",US,1,2022-08-05T20:21:05Z,Michigan Truck Spring
Sebastien,1.0,"Quality OEM Firestone airbags

Got my genuine Firestone airbags quick and at the same price of those cheap copy. My model is pretty hard to get and MTS where the only ones able to send them quickly and at a good price. Would buy again.",CA,2,2022-08-05T03:27:18Z,Michigan Truck Spring
steve Herriman,1.0,"Excellent service

Excellent service, ordered from Canada and at my door in two days . The product was exact, and easy to use with everything I needed to finish the job. Thanks a lot eh!",CA,1,2022-08-05T01:24:56Z,Michigan Truck Spring
STEVE KERANEN,1.0,Excellent service and friendly staff,US,2,2022-08-04T21:11:07Z,Michigan Truck Spring
Sean Egmon,1.0,"Fast and complete

Fast and complete. Great job!",US,1,2022-08-04T21:06:25Z,Michigan Truck Spring
George Dorman,1.0,Right part fast delivery,US,2,2022-08-04T21:05:15Z,Michigan Truck Spring
Matthew Ryals,1.0,"Great company and products

Great company and products! Super fast Shipping. I just wish I would've know they're right in the same town as me and I would have went and picked up and saved on Shipping cost.",US,1,2022-08-04T20:53:27Z,Michigan Truck Spring
john litwak,0.2,the rotor dim were wrong,US,1,2022-08-03T23:14:58Z,Michigan Truck Spring
REMJR,1.0,"Good price

Good price, fast delivery!",US,1,2022-08-03T19:39:11Z,Michigan Truck Spring
Matthew Gulick,1.0,"Prompt processing of the order and…

Prompt processing of the order and immediate shipment - thanks.",US,1,2022-08-03T19:03:15Z,Michigan Truck Spring
Alan Schaadt,1.0,Got what I needed and fast.,US,1,2022-08-03T18:13:36Z,Michigan Truck Spring
Jackie Blake,1.0,"Great customer service and quick…

Great customer service and quick response time.",US,1,2022-08-03T17:32:47Z,Michigan Truck Spring
BOBBY REID,1.0,"About my experience

This was my third call to a Heavy Truck Parts store and was quickly heard the words you like to hear
Yes We Can Get That For You! And Got it soon and was the correct part also!
THANKS FOR THE GOOD JOB BOYS!",US,1,2022-08-03T16:58:59Z,Michigan Truck Spring
DAVE PEOPLES,1.0,"Very Helpful and knowledgeable customer…

Very Helpful and knowledgeable customer service, everything fit like promised and was an easy install.",US,1,2022-08-02T08:25:52Z,Michigan Truck Spring
MB driver,1.0,"The product was exactly what I needed

The product was exactly what I needed, they’re inventory appears to be spot on, because it was delivered in short order",US,1,2022-08-02T02:42:17Z,Michigan Truck Spring
Fred Mills,1.0,"The springs are class A

The springs are class A. Fty came in a timely manner, and were as ordered. Can't ask for much more. I will do more business with them in thr future.",US,4,2022-08-02T00:26:44Z,Michigan Truck Spring
Richard Conrad,1.0,"Great service and parts

Great service and parts. Parts fit perfectly!!! Thank you",US,1,2022-08-01T22:23:01Z,Michigan Truck Spring
michael davis,1.0,Arrived earlier than exspected,US,1,2022-08-01T19:47:32Z,Michigan Truck Spring
tracy j smart,1.0,"customer service, and you can understand them...

Very helpful, courteous, knowledgeable, and if they don't know...they will find out. Got here quick too, even though mine was a 'special' order. TJ",US,2,2022-08-01T18:58:06Z,Michigan Truck Spring
Ben Herstad,1.0,"The first place I will call, if I ever need springs again!

Was only one of two places I could find, that had a specific type spring I wanted. Difference is, this Michigan Truck Spring actually had the springs physically in stock, so when I called to check on the important detail, a friendly guy (Nick) answered the phone immediately, and grabbed the spring I wanted, and directly verified what I was asking. No bouncing around a foreign call center, trying to understand some call bank operator reading a script, guessing details off what may have been a stock photo of a generic spring. This Michigan place was exactly the kind of helpful service I needed. My 4 springs arrived right on time, just as described. The cardboard boxes they were packaged in didn’t survive, couple scrapes in paint on the ends because they broke outta the box during transit. But I don’t care about show quality paint on a trailer leaf spring!

That OTHER place I called: sure, couple bucks cheaper, but they had NO idea what the spring really looked like, couldn’t answer my question, they don’t really have any on a shelf, just forward the order to someone else. Who knows what I’m getting then? That’s what I hate, a online retailer that just has orders drop-shipped from some foreign supplier and doesn’t even really know what they’re selling because they never see it.


If I need springs again, I’m calling Michigan first. Thanks guys!",US,2,2022-08-01T17:16:19Z,Michigan Truck Spring
Patrick Groves,1.0,"Excellent vendor

Good vendor to work with. I ordered and had my products in a few days. Pleased with the quality.",US,2,2022-08-01T15:43:48Z,Michigan Truck Spring
Jimmy Cure,1.0,"Everyone else said they couldn't…

When everyone else said they couldn't find what I needed, Michigan Truck Springs had it. The best company ever. Will use again and again.",US,1,2022-08-01T00:27:46Z,Michigan Truck Spring
Jason Irwin,1.0,In stock good description fast shipper,US,1,2022-07-29T22:47:58Z,Michigan Truck Spring
Kirsten Barton,1.0,"Received air tank in a timely manner…

Received air tank in a timely manner and no defects ,will order from you again",US,2,2022-07-29T01:55:20Z,Michigan Truck Spring
salavat ayupov,1.0,SUPER SERVICE,US,1,2022-07-28T21:08:23Z,Michigan Truck Spring
Jason,1.0,"great service and shipping on time

great service and shipping on time
give 5 stars because they deserve it!",US,3,2022-07-27T22:00:20Z,Michigan Truck Spring
chris forbes,1.0,"The package arrived exactly on time and…

The package arrived exactly on time and in pristine condition. I haven't had a chance to install the lift kit yet, but I got the ultimate package with the stainless steel air lines that don't need to be cut and stainless plates. I would recommend it to anyone. They had the best price of all the internet sites selling this package and I would definitely use them again.",US,3,2022-07-27T20:46:04Z,Michigan Truck Spring
Terry Vandenburg,1.0,"WORKED WELL

WORKED WELL , DID EVERYTHING IT WAS SUPPOSED TO LIKED PRODUCT",US,1,2022-07-27T20:03:42Z,Michigan Truck Spring
Mike Depew,1.0,Great service and great product,US,4,2022-07-27T16:24:03Z,Michigan Truck Spring
John,1.0,"didn't go in as easy as i thought…

didn't go in as easy as i thought ....but don't interrupt normal driving..looking forward to hooking up the plow...the real test them",US,2,2022-07-27T00:31:06Z,Michigan Truck Spring
Gary Hayes,1.0,Ultra fast shipping best price,US,1,2022-07-26T23:29:57Z,Michigan Truck Spring
Mike GMC AT,1.0,"Staff was great answering my question…

Staff was great answering my question prior to the purchase. The unit installed as planned. Will be trying it out in the next few days.",US,1,2022-07-26T22:20:55Z,Michigan Truck Spring
Richard Bristol,1.0,"Fast shipping

Fast shipping , great prices. thanks sd",US,1,2022-07-26T20:18:21Z,Michigan Truck Spring
Edward,1.0,"2000 lb overload kit

I purchased the 2000 lb kit.
The kit does not come with new u-bolts to replace the existing u-bolts on your vehicle. I had to purchase new longer u-bolts to complete the installation.
This was mid installation, had to stop and try to find longer u-bolts. Most inconvenient.",US,2,2022-07-26T05:54:27Z,Michigan Truck Spring
KEITH CLARK,1.0,"We paid extra for overnight shipping…

We paid extra for overnight shipping and received on time and was correct as we expected. Cost to expedite shipping was cheaper than other places. I rated 5 stars because the rep said I could return the product and I did receive it next day cheaper than competitors BUT my one suggestion is that the rep has access to the product or at least a diagram of the measurements etc because the numbers wear off and the part numbers are not universal everywhere you look so the buyer may not always know exactly what part number is needed.",US,1,2022-07-26T05:53:51Z,Michigan Truck Spring
John & Sharyn McGallis,1.0,Great price and fast delivery,US,4,2022-07-25T20:50:11Z,Michigan Truck Spring
Ed Gary,1.0,"Prompt delivery

Prompt delivery. Parts fit. Good job.",US,1,2022-07-25T00:29:24Z,Michigan Truck Spring
Harold Flynt,1.0,Nice on time quality,US,1,2022-07-24T07:11:23Z,Michigan Truck Spring
customer,1.0,"Air lift 5000 kit

Truck springs excellent UPS UK terrible, 4 days saying out for delivery, only 15 miles away, had to pick up from main depot myself, service once at depot excellent",GB,3,2022-07-24T02:22:19Z,Michigan Truck Spring
Pete,1.0,Fast delivery and exactly what I needed.,US,1,2022-07-23T20:55:36Z,Michigan Truck Spring
Roger Chaffee,1.0,"2003 dodge ram 1500 rear spring

Great product 👌",US,1,2022-07-23T20:40:51Z,Michigan Truck Spring
RAFAEL LARREA,1.0,EXCELLENT OVERALL,US,1,2022-07-23T19:32:35Z,Michigan Truck Spring
Chad Stephens,1.0,"Quick, Easy, Correct

Ordering from truckspring.com was an easy process. I found the springs I needed. They confirmed I was ordering the correct springs by having me enter my trailer model and Vin number during the checkout process. The springs came quickly and correctly and installed no problem.",US,1,2022-07-23T04:00:25Z,Michigan Truck Spring
Chuck,1.0,"Great Product!

Great Product!
Worked perfect on my 2004 Chevy Silverado 2500HD. Easy to Install and shipping was super fast! Very happy and would definitely purchase again!",US,2,2022-07-22T22:57:42Z,Michigan Truck Spring
Jared Mathey,0.8,"Good service, great website and products, could shop quicker

I had a question on a bolt size for replacing a set of camper leaf springs and their representative helped me figure things out for a purchase. It took a bit to ship (3 business days after ordering), which I think could be improved. Their website is user friendly and I got exactly what I needed for an updated set of leaf springs with wet bolts.",US,1,2022-07-22T19:58:33Z,Michigan Truck Spring
Patrick Park,1.0,"I'm happy with my order from them and…

I'm happy with my order from them and also the shipping was fast.",US,3,2022-07-22T19:09:44Z,Michigan Truck Spring
Roger Frankiewich,1.0,"Air spring install

I created my own air spring system as none of the kits from any retailer had exactly what I wanted. This website is easy to use and has very good parts description of item size and specs. and quality parts Best of all their customer service is helpful, knowledgeable and here in the USA so you don't need to be bilingual. Thanks for all your help with my build if I have any further needs I'll be in contact.",US,1,2022-07-22T18:27:10Z,Michigan Truck Spring
Tom DeFazio,1.0,"MTS nyts

MTS, had an air dryer in stock. I was told from multiple vendors , I had a 3 to 4 week wait. MTS delivered in 5 days, this included a weekend",US,2,2022-07-22T14:17:01Z,Michigan Truck Spring
Anthony Cavanagh,0.8,"Service is great

Service is great, shipping not so much ups drags spring because of weight pin on bottom of springs ground down had to file it down to fit in block and clamps on springs were bent so had to bend back in place",US,1,2022-07-22T08:22:11Z,Michigan Truck Spring
Galen Reid,0.8,"Good telephone response, no u-bolts

Good telephone response, fast shipping, item just as described. Springs did not come with u-bolts, which led to delays in installation. Customer service did not mention the lack of u-bolts, or attempt to see the proper u-bolts as part of the purchase during two separate phone conversations.",US,1,2022-07-22T03:11:36Z,Michigan Truck Spring
Floyd Edick,1.0,Great product and great service,US,2,2022-07-22T02:57:30Z,Michigan Truck Spring
Keith,1.0,"Parts easy to find

Parts easy to find, reasonable price. Fast shipping!",US,1,2022-07-22T01:33:34Z,Michigan Truck Spring
Jim Granden,1.0,"I got exactly what I wanted and in…

I got exactly what I wanted and in record time. The packaging was very protective and arrived in good shape.",US,1,2022-07-21T23:20:06Z,Michigan Truck Spring
Harley Harris,1.0,Quick easy purchase and a perfect match.,US,1,2022-07-21T22:49:13Z,Michigan Truck Spring
Gary Mesner,1.0,"Top notch crew.

I had an airbag let go And that particular bag was unavailable anywhere in the country. The guys at Michigan truck Spring figured out an alternative, Shipped the bags to me fast. The truck is now back on the road, the guys at Michigan truck Spring are all top notch thanks again from a very grateful customer.",US,1,2022-07-21T22:05:07Z,Michigan Truck Spring
Hi-Line Ford,1.0,great service,US,2,2022-07-21T18:11:29Z,Michigan Truck Spring
DAVID A LAMBERT,1.0,"Ride on in conference

The springs look great ,your delivery was not on the time it said it would be every thing is cool I would order again from your company. Thanks have a good and blessed day.",US,2,2022-07-21T15:29:34Z,Michigan Truck Spring
Jimmy Feltner,1.0,"I found exactly what I needed at good…

I found exactly what I needed at good prices and quick delivery",US,1,2022-07-21T07:03:46Z,Michigan Truck Spring
Dave C,1.0,"well designed website

well designed website that allows you to order with confidence that you have the right item with the right dimensions. Very quick shipping, and a solid, well machined product.",US,1,2022-07-20T23:55:57Z,Michigan Truck Spring
Oliver,1.0,"Quick Shipping, Great Quality

Product was quickly shipped and packaged well. I am extremely satisfied with the products quality as well.",US,1,2022-07-20T21:23:15Z,Michigan Truck Spring
Ken Gorsuch,1.0,"They have arrived and waiting for it to…

They have arrived and waiting for it to cool off some before starting.",US,5,2022-07-20T20:42:26Z,Michigan Truck Spring
Freddie Wells,1.0,"LoadMaxx springs did the job.

I found my heavy duty springs on the website and then called customer service not expecting to get a live person since it was late. Not only was I able to talk to someone, but they answered my questions and took my order. It was shipped the next day and I received it in 3 days. I have 2 toolboxes in the bed of my 2015 Ram 1500 and the springs raised the rear of my truck about 3 inches and stabilized the ride. Although I haven't hooked a heavy load behind it yet, when I hook up my 16 ft. trailer, it barely lowers the back of my truck. Overall I am very satisfied.",US,1,2022-07-20T15:53:31Z,Michigan Truck Spring
Daryl Hopkins,1.0,"I called for advice

I called for advice. Someone actually answered the phone and was quite knowledgeable. I got my advice, made my purchase based on advice given. I received the product. It is working good. I had a good experience with these people. Rare these days.",US,1,2022-07-20T02:25:51Z,Michigan Truck Spring
Stuart Fisk,0.8,"Made in China

Ordered what were described as top quality springs. Opened the box to see Made in China painted across the top of the springs — I’ll keep them for backup springs, but these longs are low quality and from the arc of the spring they look fatigued before even being installed. Country of origin info on the website description would be good info to know upfront. As far as the ordering and receiving process, no issues.",US,1,2022-07-20T00:58:52Z,Michigan Truck Spring
Greg Keller,1.0,Very professional awesome service thanks,US,1,2022-07-20T00:11:57Z,Michigan Truck Spring
Patricia Britt,1.0,"Excellent seller

Excellent seller, fast service!",US,2,2022-07-19T18:47:38Z,Michigan Truck Spring
Christopher Voss,1.0,"Exactly what I ordered

Fast shipping and great product.",US,1,2022-07-19T03:47:37Z,Michigan Truck Spring
JFN,1.0,"Truck springs

Order springs for my truck 2:30pm & the next day they were on my porch by 1pm. Very quick service!",US,1,2022-07-19T03:30:07Z,Michigan Truck Spring
GLEN NEAL,1.0,got it quick and correct.,US,1,2022-07-19T01:18:28Z,Michigan Truck Spring
Del Vogle,0.8,"This would have been a 5-star review

This would have been a 5-star review, but I deducted a star because the website stated that they had my item in stock. Turns out that the website was incorrect and my item was back-ordered. But, MTS was quick to notify me of the mistake and even though I had to wait, I did get what I needed and it was exactly as described.",US,1,2022-07-19T01:16:17Z,Michigan Truck Spring
Filip Mecea,1.0,"Professional staff, good knowledge of their products. Fast shipping!

Professional staff,",US,1,2022-07-19T00:03:44Z,Michigan Truck Spring
Jeffrey Goodman,1.0,"On time

On time. Great price.
Thanks 👍",US,1,2022-07-18T23:31:33Z,Michigan Truck Spring
Mark GOMEZ,1.0,"Enjoy doing business with you people

Enjoy doing business with you people, keep up the good work.",US,2,2022-07-18T21:52:30Z,Michigan Truck Spring
J. C.,1.0,"Bushings came quickly and exactly as…

Bushings came quickly and exactly as described.",US,1,2022-07-18T17:56:38Z,Michigan Truck Spring
Darren Deopersaud,1.0,"Fast shipping and cheaper alternative…

Fast shipping and cheaper alternative to dealer",US,1,2022-07-18T16:10:58Z,Michigan Truck Spring
Michael Peters,0.4,"When someone is placing an order it…

When someone is placing an order it would be great if your company has the ability to check to be sure the parts they order fit the vehicle they own as I realize it was my fault for ordering the wrong leaf springs for my truck and I'm stuck with them as it will cost to much to send them back this could have been avoided",US,1,2022-07-17T23:28:06Z,Michigan Truck Spring
MATT ADAMS,1.0,"This was a good experience with the…

This was a good experience with the parts I got from them air lift thanks again for the help ordered the parts one evening and was delivered the next day free shipping",US,1,2022-07-17T03:36:50Z,Michigan Truck Spring
Ranjit Virk,1.0,Excellent service on time delivery,CA,1,2022-07-17T01:10:24Z,Michigan Truck Spring
Bill Highley,1.0,Awesome service high quality parts,US,1,2022-07-16T02:19:38Z,Michigan Truck Spring
Crystal Gardner,1.0,"The customer service is top notch

The customer service is top notch, you talk to a real person they guide and help navigate weird circumstances. Great company. The only complaint if I had one is parts came by ups and what a pain that was",US,1,2022-07-15T19:57:04Z,Michigan Truck Spring
Jerry,1.0,fast shipping and good product,US,1,2022-07-15T17:55:58Z,Michigan Truck Spring
Tom DeBruyckere,1.0,"The part is exactly what I wanted and…

The part is exactly what I wanted and of great quality.",US,1,2022-07-15T01:19:15Z,Michigan Truck Spring
Harry Strailey,1.0,GREAT SERVICE,US,1,2022-07-14T16:12:28Z,Michigan Truck Spring
Bruce,1.0,"Sumo springs for Tundra

Their efficiency, friendliness, and knowledgeability were much appreciated. They even double-checked their inventory to make sure the parts were in stock as advertised. The Sumo springs were then received quicker than expected. It's all good!",US,1,2022-07-14T04:00:34Z,Michigan Truck Spring
Stefan Peck,1.0,"Excellent Customer Service!

I had a great experience with Michigan Truck Spring, this was my first time ordering from them. The parts ordered were on back order with the manufacturer and at the risk of loosing my business, they informed me that they could be several months out to ship and asked if I wanted to proceed. Turns out, the parts shipped almost right away, faster than similiar parts ordered from another company the same day that were supposedly in stock. They will get all my business from now on.",US,1,2022-07-14T00:08:00Z,Michigan Truck Spring
ron lines,1.0,"Good job

Good job, fair price, just what I needed. Worked out well.",US,2,2022-07-13T21:31:45Z,Michigan Truck Spring
Christos Automotive,1.0,"Called in and gave the information on a…

Called in and gave the information on a 2008 Ford E350, they were excellent with providing the proper leaf springs, shackles and bolts needed to do the job.
Can't say enough about how knowlegable the staff was.
The job is done and out the door...priceless.",US,1,2022-07-13T00:48:28Z,Michigan Truck Spring
Customer,1.0,"Replacement Bilstein shocks

These shocks were an exact replacement for the worn out 10 year old Bilsteins. Great service, name brands with competitive prices!👌🏻😉",US,1,2022-07-12T23:02:47Z,Michigan Truck Spring
Beth Randolph,1.0,The customer service is great!,US,1,2022-07-12T21:32:35Z,Michigan Truck Spring
ROBERT SHIFFLETT,1.0,"Springs were just as expected

Springs were just as expected, quick shipping also.",US,1,2022-07-12T21:10:54Z,Michigan Truck Spring
W. Dale Edwards,1.0,"Great new leaf springs for my boat trailer.

The leaf springs that I purchased seemed high quality and best of all, fit perfectly! I got them installed this week on my boat trailer. They were shipped to me quickly and price was better than any competition.",US,1,2022-07-12T20:37:10Z,Michigan Truck Spring
Jay Bast,1.0,"Great experience start to finish I…

Great experience start to finish I highly recommend Michigan Truck Spring",US,1,2022-07-12T20:09:29Z,Michigan Truck Spring
Craig Wiebke,1.0,"I just called after dealing with a…

I just called after dealing with a different company which I was about fed up with. A young man named Nick I believe answered and I was just happy to talk to an actual person. He was very nice and helpful. I was happy to talk to someone and get what I needed. Well done give that young man a raise!",US,1,2022-07-11T06:20:40Z,Michigan Truck Spring
mike sanders,1.0,sood service,US,3,2022-07-11T03:37:51Z,Michigan Truck Spring
Nick F,1.0,"Returning customer

Returning customer. Haven't had a bad experience yet! Fast delivery!! We got our leaf springs the very next day.",US,1,2022-07-09T00:45:46Z,Michigan Truck Spring
Jose portillo,1.0,Wonderful 💯,US,1,2022-07-08T04:57:27Z,Michigan Truck Spring
Harlan Gilbert,0.6,"2nd blown bag, warranty not honored but I sort of realize why after explanation. Thanks

This was the second time I have had an axle airbag blow. They required the original receipt, I did have the receipt from the repair shop but not the receipt for the airbag so I had to pay for my airbag this time. I probably won’t buy new from this company again for my next truck. Now that I have that response I better understand why it is disqualified. The receipt was good enough last time so I guess I got lucky that time.",US,2,2022-07-11T18:15:33Z,Michigan Truck Spring
Kenneth J LaFleur II,1.0,Fast and excellent service,US,1,2022-07-08T03:13:20Z,Michigan Truck Spring
Gary Milton,1.0,"First class

First class; from ordering, shipping and arriving when they said my parts would. Well run organization.",US,1,2022-07-07T22:36:24Z,Michigan Truck Spring
Ronald Ollier,1.0,"Great parts

Great parts. Fast service.
And Steve was the best help.",US,1,2022-07-06T23:01:01Z,Michigan Truck Spring
Robert Freimuth,1.0,great product fast delivery,US,1,2022-07-06T19:56:34Z,Michigan Truck Spring
Matthew Kriss,1.0,"I received the parts I needed to replace the air springs on a goose neck trailer

I received the parts I needed to replace the air springs on a goose-neck trailer coupling. Ryan was very helpful in getting me all the parts I needed. I have already installed the air springs and everything went together with no problems.",US,1,2022-07-06T19:12:30Z,Michigan Truck Spring
Winston Bartkey,1.0,Good helpful fast service,US,1,2022-07-06T06:18:30Z,Michigan Truck Spring
Adam Cooper,1.0,"Very professional and knowledgeable

Very professional and knowledgeable. I would recommend them.",US,1,2022-07-05T16:57:15Z,Michigan Truck Spring
earl gardner,1.0,"easy to use web site

easy to use web site, had the parts in stock. I will buy from here again",US,1,2022-07-05T15:54:13Z,Michigan Truck Spring
kiamsoo,1.0,"Fast shipping and good sale people to…

Fast shipping and good sale people to sort you out .",US,1,2022-07-05T05:35:58Z,Michigan Truck Spring
Gregory Lamere,1.0,Great service and on time.,US,2,2022-07-04T23:04:16Z,Michigan Truck Spring
Dennis Scully,0.4,"The UBolts were different sizes and it…

The UBolts were different sizes and it seems one of the nut packages was the wrong size. One thread on one the ubolts was bad so I had to go and buy another one which does not quite match.",US,1,2022-07-04T20:07:21Z,Michigan Truck Spring
Sean Eppert,1.0,Amazing to work with!!,CA,1,2022-07-04T14:59:43Z,Michigan Truck Spring
Dale Baxter,1.0,"Very satisfied!

Very good service and phone advice. The online order system is smooth and efficient. I received a personal e-mail updating the delivery status. Very satisfied!",US,1,2022-07-03T05:13:44Z,Michigan Truck Spring
Karl,0.4,"Was put in a bind when round U-Bolts…

Was put in a bind when round U-Bolts were sent instead off the square ones that were required. Photos were sent along with measurements of the U-Bolts that were being replaced.",US,2,2022-07-03T05:03:41Z,Michigan Truck Spring
Randy Greenwood,1.0,"Great springs

Great springs. Would buy again forsure.",US,1,2022-07-03T00:41:32Z,Michigan Truck Spring
